¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ã(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9109
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76249
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49061
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11144
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78128
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59292
Í(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93609
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19091
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45692
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67091
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.87767
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.0924
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3155
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.54735
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.78843
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.04333
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3546
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68014
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.02083
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.37771
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.673268
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.898429
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.140417
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.387802
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.66816
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.974053
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.306655
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.652578
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.039592
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.464329
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.93208
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06103
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70056
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42065
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07532
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73693
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48994
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97266
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22577
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41624
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61392
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.81912
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.03218
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2535
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48356
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72274
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.97156
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.24725
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.5687
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9051
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.2574
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.651834
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.875426
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.115671
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.364777
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.640255
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.94377
Ù(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.273682
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.619974
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.003898
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.42509
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44645
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00641
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6394
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3515
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03995
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69779
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42781
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99178
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17404
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36314
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55936
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.76304
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.97453
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19426
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.42254
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.65993
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9068
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.16372
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.46126
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.7935
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.14139
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.630566
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.852608
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.091132
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.341986
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.612588
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.913754
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.241013
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.588037
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.968564
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.38626
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40555
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95246
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57888
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28323
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00533
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65951
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38524
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0118
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18028
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35492
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53591
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.72365
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91946
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.13761
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.36427
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59988
É(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.84496
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.09997
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.36547
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68592
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.04385
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.609466
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.829975
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.066797
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.31943
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.585158
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.884007
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.208645
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.559973
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.933589
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.34784
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35839
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89904
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51903
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21579
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9714
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62204
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34127
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89058
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21561
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39111
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57304
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.76175
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95746
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16052
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37129
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59015
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.81751
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.05374
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.30274
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.58227
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.09208
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.588535
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.807529
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.042668
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.295761
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.557968
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.854528
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.176581
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.5275
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.898972
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.309831
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31158
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84623
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45989
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14914
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92859
à(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58536
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22504
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76508
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25309
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42953
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61247
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80212
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99889
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20306
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41499
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.63507
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.86366
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.10124
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.34888
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.62207
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.13381
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.567772
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.78527
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.018748
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.269989
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.531018
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.825318
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.144817
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.492842
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.864712
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.798704
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26816
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79446
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40145
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08326
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85387
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54952
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11176
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64288
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21787
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.47018
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65409
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84483
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04273
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2481
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46126
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.68258
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.91251
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.15826
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.42288
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.69845
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.1546
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.547183
(422.67, 8.84, 364.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.763199
