¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ğ(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.732763
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.015432
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.289243
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.586487
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.910215
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.264145
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.652521
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.080634
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.560691
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10775
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72288
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3904
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13401
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11881
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26467
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1051
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01522
(434.78, 15.06, 249.53) (406.51, 6.77, 234.15) (2.03, 1.40, 1.79) Tools 16.51418
(434.78, 15.06, 249.53) (406.51, 6.77, 234.15) (2.03, 1.40, 1.79) Tools 17.17082
(434.78, 15.06, 249.53) (404.16, 6.96, 233.74) (2.01, 1.13, 1.81) Tools 18.45522
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.300498
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.523287
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.763441
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.019253
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.293405
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.591005
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.915147
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.269521
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.658438
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.087215
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.571267
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11959
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73628
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42296
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20628
Á(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20348
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33385
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17214
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09495
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.10862
(434.78, 15.06, 249.53) (406.51, 6.77, 234.15) (2.03, 1.40, 1.79) Tools 17.51243
(434.78, 15.06, 249.53) (404.16, 6.96, 233.74) (2.01, 1.13, 1.81) Tools 18.44874
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.304884
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.527999
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.768548
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.023107
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.297545
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.595497
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.920086
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.274919
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.664398
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.093776
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.581851
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13147
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74966
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45004
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27613
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22629
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32706
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24431
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1763
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.18186
(434.78, 15.06, 249.53) (404.16, 6.96, 233.74) (2.01, 1.13, 1.81) Tools 18.1896
(434.78, 15.06, 249.53) (404.16, 6.96, 233.74) (2.01, 1.13, 1.81) Tools 19.7293
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.30924
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.532709
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.773058
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.026937
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.301739
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.600068
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.925025
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.280342
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.670354
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.100346
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.5924
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1433
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76303
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46522
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27599
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22611
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32027
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31789
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25933
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.25678
(434.78, 15.06, 249.53) (404.16, 6.96, 233.74) (2.01, 1.13, 1.81) Tools 18.0983
(434.78, 15.06, 249.53) (404.16, 6.96, 233.74) (2.01, 1.13, 1.81) Tools 19.65968
»(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.313622
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.537416
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.776644
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.030807
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.305885
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.604589
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.93002
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.285789
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.676332
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.109039
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.602963
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15515
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7764
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4788
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27574
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22581
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31339
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39294
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.33814
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.33343
(434.78, 15.06, 249.53) (404.16, 6.96, 233.74) (2.01, 1.13, 1.81) Tools 18.0106
(434.78, 15.06, 249.53) (404.16, 6.96, 233.74) (2.01, 1.13, 1.81) Tools 19.59347
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.317969
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.542112
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.78022
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.034686
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.310098
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.609178
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.934983
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.291251
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.68232
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.1185
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.613519
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16696
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78974
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48937
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27537
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22539
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30654
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46945
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40765
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.41182
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.63381
(434.78, 15.06, 249.53) (404.16, 6.96, 233.74) (2.01, 1.13, 1.81) Tools 19.53061
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.322331
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.546793
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.783794
