¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ş(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.961636
(381.62, 13.99, 260.88) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 10.5199
(381.62, 13.99, 260.88) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 10.51978
(381.62, 13.99, 260.88) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 11.36473
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.963325
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.166312
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.384568
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.619875
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.86576
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.129403
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.415222
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.726111
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.034485
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.425982
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.851251
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.311911
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.824683
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33141
(381.62, 13.99, 260.88) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 10.49828
(381.62, 13.99, 260.88) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 10.48709
(381.62, 13.99, 260.88) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 10.47748
(381.62, 13.99, 260.88) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 10.46946
(381.62, 13.99, 260.88) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 10.46301
(381.62, 13.99, 260.88) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 10.45812
(381.62, 13.99, 260.88) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 10.45481
(381.62, 13.99, 260.88) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 10.45305
(381.62, 13.99, 260.88) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 10.45285
(381.62, 13.99, 260.88) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 11.59445
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.963937
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.166952
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.385253
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.620614
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.867728
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.131519
ß(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.41751
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.728621
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.030852
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.411228
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.850851
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.311497
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.824238
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32287
(381.62, 13.99, 260.88) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 10.43398
(381.62, 13.99, 260.88) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 10.4228
(381.62, 13.99, 260.88) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 10.41318
(381.62, 13.99, 260.88) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 10.40514
(381.62, 13.99, 260.88) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 10.39866
(381.62, 13.99, 260.88) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 10.39374
(381.62, 13.99, 260.88) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 10.39038
(381.62, 13.99, 260.88) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 10.38857
(381.62, 13.99, 260.88) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 10.38831
(381.62, 13.99, 260.88) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 11.83547
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.964542
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.16759
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.385968
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.62138
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.869752
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.133692
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.419898
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.731212
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.027456
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.396521
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.838898
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.311159
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.823879
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31465
(381.62, 13.99, 260.88) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 10.37199
(381.62, 13.99, 260.88) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 10.3608
(381.62, 13.99, 260.88) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 10.35119
(381.62, 13.99, 260.88) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 10.34313
(381.62, 13.99, 260.88) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 10.33663
(381.62, 13.99, 260.88) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 10.33167
(381.62, 13.99, 260.88) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 10.32826
(381.62, 13.99, 260.88) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 10.3264
(381.62, 13.99, 260.88) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 10.32607
(381.62, 13.99, 260.88) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 12.08856
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.965167
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.168287
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.386689
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.622172
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.871833
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.135949
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.422344
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.733656
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.024306
à(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.381865
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.822633
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.310937
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.818142
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30675
(381.62, 13.99, 260.88) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 10.31224
(381.62, 13.99, 260.88) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 10.30105
(381.62, 13.99, 260.88) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 10.29143
(381.62, 13.99, 260.88) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 10.28336
(381.62, 13.99, 260.88) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 10.27683
(381.62, 13.99, 260.88) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 10.27184
(381.62, 13.99, 260.88) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 10.26839
(381.62, 13.99, 260.88) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 10.26648
(381.62, 13.99, 260.88) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 10.26609
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.965821
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.168982
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.387463
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.62299
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.873969
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.138274
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.424855
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.730949
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.021391
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.36727
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.806422
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.295661
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.811306
(381.62, 13.99, 260.88) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 10.26741
(381.62, 13.99, 260.88) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 10.25467
(381.62, 13.99, 260.88) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 10.24349
(381.62, 13.99, 260.88) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 10.23386
(381.62, 13.99, 260.88) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 10.22577
(381.62, 13.99, 260.88) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 10.21922
(381.62, 13.99, 260.88) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 10.2142
(381.62, 13.99, 260.88) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 10.21071
(381.62, 13.99, 260.88) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 10.20875
(381.62, 13.99, 260.88) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 10.20831
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.966479
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.1697
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.388206
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.623809
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.876175
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.140646
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.427439
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.728456
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.018705
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.352762
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.790276
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.277631
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.805457
(381.62, 13.99, 260.88) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 10.26837
Ş(381.62, 13.99, 260.88) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 10.24562
(381.62, 13.99, 260.88) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 10.22449
(381.62, 13.99, 260.88) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 10.20497
(381.62, 13.99, 260.88) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 10.18703
(381.62, 13.99, 260.88) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 10.17068
(381.62, 13.99, 260.88) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 10.1587
(381.62, 13.99, 260.88) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 10.15517
(381.62, 13.99, 260.88) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 10.15317
(381.62, 13.99, 260.88) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 10.15267
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.967171
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.170427
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.389012
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.624666
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.878448
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.143123
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.430108
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.726199
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.016264
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.33829
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.774208
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.259673
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.815081
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28506
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82416
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51335
(381.62, 13.99, 260.88) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 11.78021
(381.62, 13.99, 260.88) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 11.7535
(381.62, 13.99, 260.88) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 11.72866
(381.62, 13.99, 260.88) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 11.70567
(381.62, 13.99, 260.88) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 11.68451
(381.62, 13.99, 260.88) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 11.66516
(381.62, 13.99, 260.88) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 10.40867
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.967851
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.171178
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.38982
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.625534
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.880378
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.14562
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.432843
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.724155
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.014065
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.327858
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.758202
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.241814
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.821395
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28707
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81684
(381.62, 13.99, 260.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46911
