¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ÿ(399.97, 14.04, 248.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 7.793014
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.75458
 (399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.731557
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.709818
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.689345
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.670124
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.652136
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.635369
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.619812
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.605449
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.592272
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.58027
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.569435
(399.97, 14.04, 248.35) (377.95, 7.54, 250.51) (1.36, 1.29, 1.33) Tools 8.129397
(399.97, 14.04, 248.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.125672
(399.97, 14.04, 248.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.118752
(399.97, 14.04, 248.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.113054
(399.97, 14.04, 248.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.108575
(399.97, 14.04, 248.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.105307
(399.97, 14.04, 248.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.103252
(399.97, 14.04, 248.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.102408
(399.97, 14.04, 248.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.102773
(399.97, 14.04, 248.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.104347
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.142699
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.346541
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.565432
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.800952
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.04624
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.292902
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.554831
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.752519
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.727047
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.702888
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.680023
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.658431
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.6381
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.619009
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.601144
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.584493
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.569043
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.554781
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.541694
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.529776
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.519017
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 8.046073
(399.97, 14.04, 248.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.309244
(399.97, 14.04, 248.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.302177
(399.97, 14.04, 248.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.296362
(399.97, 14.04, 248.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.291791
(399.97, 14.04, 248.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.28846
(399.97, 14.04, 248.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.28637
(399.97, 14.04, 248.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.285518
(399.97, 14.04, 248.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.2859
‚ (399.97, 14.04, 248.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.28752
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.138448
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.34198
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.560502
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.795679
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.049412
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.302231
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.563411
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.702317
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.677014
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.653015
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.630301
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.608853
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.588657
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.569693
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.551948
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.535408
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.520061
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.505895
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.492897
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.48106
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.470373
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 8.041677
(399.97, 14.04, 248.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.502603
(399.97, 14.04, 248.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.495384
(399.97, 14.04, 248.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.489445
(399.97, 14.04, 248.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.484778
(399.97, 14.04, 248.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.481383
(399.97, 14.04, 248.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.479256
(399.97, 14.04, 248.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.478392
(399.97, 14.04, 248.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.478796
(399.97, 14.04, 248.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.480465
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.134202
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.337442
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.555653
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.790441
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.043754
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.311751
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.585636
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.653899
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.628759
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.604914
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.582347
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.561037
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.54097
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.52213
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.504499
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.488067
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.472819
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.458745
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.445833
‹ (399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.434072
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.423456
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 8.037328
(399.97, 14.04, 248.35) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 8.891341
(399.97, 14.04, 248.35) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 8.882545
(399.97, 14.04, 248.35) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 8.87509
(399.97, 14.04, 248.35) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 8.86897
(399.97, 14.04, 248.35) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 8.86418
(399.97, 14.04, 248.35) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 8.860718
(399.97, 14.04, 248.35) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 8.85858
(399.97, 14.04, 248.35) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 8.857765
(399.97, 14.04, 248.35) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 8.858271
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.130038
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.332992
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.550834
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.785261
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.038138
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.317797
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.617803
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.607217
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.582233
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.558537
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.53611
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.514936
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.494994
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.476271
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.458752
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.442423
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.427272
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.413287
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.400455
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.38877
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.378222
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 8.033027
(399.97, 14.04, 248.35) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 9.012668
(399.97, 14.04, 248.35) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 9.004732
(399.97, 14.04, 248.35) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 8.998151
(399.97, 14.04, 248.35) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 8.992922
(399.97, 14.04, 248.35) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 8.989039
(399.97, 14.04, 248.35) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 8.9865
(399.97, 14.04, 248.35) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 8.985304
(399.97, 14.04, 248.35) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 8.985449
(399.97, 14.04, 248.35) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 8.986935
(399.97, 14.04, 248.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 5.79868
(399.97, 14.04, 248.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 5.766621
(399.97, 14.04, 248.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 5.735766
(399.97, 14.04, 248.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 5.706089
(399.97, 14.04, 248.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 5.67756
(399.97, 14.04, 248.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 5.650154
(399.97, 14.04, 248.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 5.623845
(399.97, 14.04, 248.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 5.598614
› (399.97, 14.04, 248.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 5.574432
(399.97, 14.04, 248.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 5.551291
(399.97, 14.04, 248.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 5.529151
(399.97, 14.04, 248.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 5.508016
(399.97, 14.04, 248.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 5.487859
(399.97, 14.04, 248.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 5.46866
(399.97, 14.04, 248.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 5.450402
(399.97, 14.04, 248.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 5.433072
(399.97, 14.04, 248.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 5.416665
(399.97, 14.04, 248.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 5.401155
(399.97, 14.04, 248.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 5.819719
(399.97, 14.04, 248.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.406442
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.334622
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 8.028773
(399.97, 14.04, 248.35) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 9.165659
(399.97, 14.04, 248.35) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 9.157593
(399.97, 14.04, 248.35) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 9.150903
(399.97, 14.04, 248.35) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 9.145589
(399.97, 14.04, 248.35) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 9.141645
(399.97, 14.04, 248.35) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 9.139068
(399.97, 14.04, 248.35) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 9.137855
(399.97, 14.04, 248.35) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 9.138006
(399.97, 14.04, 248.35) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 9.139522
(399.97, 14.04, 248.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 5.571228
(399.97, 14.04, 248.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 5.54672
(399.97, 14.04, 248.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 5.523247
(399.97, 14.04, 248.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 5.500791
(399.97, 14.04, 248.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 5.47933
(399.97, 14.04, 248.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 5.458848
(399.97, 14.04, 248.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 5.439327
(399.97, 14.04, 248.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 5.420752
(399.97, 14.04, 248.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 5.403106
(399.97, 14.04, 248.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 5.386376
(399.97, 14.04, 248.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 5.37055
(399.97, 14.04, 248.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 5.355613
(399.97, 14.04, 248.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 5.341553
(399.97, 14.04, 248.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 5.328361
(399.97, 14.04, 248.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 5.316025
(399.97, 14.04, 248.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 5.304536
(399.97, 14.04, 248.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 5.293886
(399.97, 14.04, 248.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 5.330334
(399.97, 14.04, 248.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 5.81752
(399.97, 14.04, 248.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.403772
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.292618
(399.97, 14.04, 248.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 8.02457
(399.97, 14.04, 248.35) (376.55, 7.54, 251.79) (1.36, 1.29, 1.33) Tools 9.189674
(399.97, 14.04, 248.35) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 9.317149
(399.97, 14.04, 248.35) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 9.31035
(399.97, 14.04, 248.35) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 9.304946
(399.97, 14.04, 248.35) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 9.300939
