¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
­(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.379446
(342.23, 7.17, 311.99) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 12.39956
(342.23, 7.17, 311.99) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 12.39567
(342.23, 7.17, 311.99) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 12.19166
(342.23, 7.17, 311.99) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 12.39346
(342.23, 7.17, 311.99) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 12.39828
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.57734
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.751351
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.937463
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.137403
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.352489
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.584241
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.83456
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.092422
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.373791
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.679655
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.013216
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.378397
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.738306
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.110394
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.640231
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23716
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19455
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08699
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1361
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34932
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94079
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.09567
(342.23, 7.17, 311.99) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 19.22175
(342.23, 7.17, 311.99) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 13.5557
(342.23, 7.17, 311.99) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 12.39992
(342.23, 7.17, 311.99) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 19.19784
(342.23, 7.17, 311.99) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 13.54062
(342.23, 7.17, 311.99) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 12.17837
(342.23, 7.17, 311.99) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 19.19975
(342.23, 7.17, 311.99) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 19.20612
(342.23, 7.17, 311.99) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 19.21537
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.572852
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.746546
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.932353
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.131523
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.345473
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.575948
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.825191
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.090038
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.371227
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.676856
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.010148
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.375024
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.760999
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.154506
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.689775
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29315
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19822
¢(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09123
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14111
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36554
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95338
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.06263
(342.23, 7.17, 311.99) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 19.84211
(342.23, 7.17, 311.99) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 13.53913
(342.23, 7.17, 311.99) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 12.385
(342.23, 7.17, 311.99) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 19.81809
(342.23, 7.17, 311.99) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 12.16875
(342.23, 7.17, 311.99) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 13.51822
(342.23, 7.17, 311.99) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 19.82072
(342.23, 7.17, 311.99) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 19.82752
(342.23, 7.17, 311.99) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 19.83728
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.568429
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.741804
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.927305
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.126095
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.339652
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.569649
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.818081
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.086393
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.368122
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.674237
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.00734
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.371933
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.772672
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.19923
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.739997
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34996
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20196
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0956
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1463
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38217
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96598
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.02937
(342.23, 7.17, 311.99) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 20.507
(342.23, 7.17, 311.99) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 13.52461
(342.23, 7.17, 311.99) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 12.3727
(342.23, 7.17, 311.99) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 20.48291
(342.23, 7.17, 311.99) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 20.481
(342.23, 7.17, 311.99) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 20.48215
(342.23, 7.17, 311.99) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 20.48636
(342.23, 7.17, 311.99) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 20.49363
(342.23, 7.17, 311.99) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 20.50396
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.564069
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.737207
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.922343
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.120758
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.33395
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.563542
•(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.81143
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.079876
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.363093
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.668882
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.002431
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.36762
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.769109
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.244551
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.790949
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40764
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20583
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1001
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15165
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39909
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99282
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.99595
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.5721
(342.23, 7.17, 311.99) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 13.51213
(342.23, 7.17, 311.99) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 21.20202
(342.23, 7.17, 311.99) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 12.15157
(342.23, 7.17, 311.99) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 21.19544
(342.23, 7.17, 311.99) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 21.1969
(342.23, 7.17, 311.99) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 13.48746
(342.23, 7.17, 311.99) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 21.20932
(342.23, 7.17, 311.99) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 21.22029
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.559824
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.732666
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.917497
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.115567
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.328341
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.557475
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.804886
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.072782
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.35828
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.663642
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.996712
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.361338
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.762172
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.248444
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.8149
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45691
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2098
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10476
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15711
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41228
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01985
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9983
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.53307
(342.23, 7.17, 311.99) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 13.5017
(342.23, 7.17, 311.99) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 12.15107
(342.23, 7.17, 311.99) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 13.47525
Ÿ(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.555666
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.728211
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.912708
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.110463
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.322883
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.551589
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.798479
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.065863
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.353628
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.658581
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.991161
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.355282
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.755492
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.240811
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.806267
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4471
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20134
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10105
(342.23, 7.17, 311.99) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 12.19313
(342.23, 7.17, 311.99) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 12.17321
(342.23, 7.17, 311.99) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 12.15515
(342.23, 7.17, 311.99) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 12.13896
(342.23, 7.17, 311.99) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 12.12462
(342.23, 7.17, 311.99) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 12.11212
(342.23, 7.17, 311.99) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 12.10145
(342.23, 7.17, 311.99) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 12.0926
(342.23, 7.17, 311.99) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 12.08557
(342.23, 7.17, 311.99) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 12.08035
(342.23, 7.17, 311.99) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 12.07693
(342.23, 7.17, 311.99) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 12.07532
(342.23, 7.17, 311.99) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 12.07551
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.551594
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.723841
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.908059
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.105442
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.317455
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.545774
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.792232
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.059089
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.348881
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.653723
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.985838
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.349444
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.749098
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.233289
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.7978
(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43744
