¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Õ(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.473245
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.470932
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.705404
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.958548
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.232659
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.530446
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.855039
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.210133
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.60022
(441.12, 14.20, 271.48) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 8.750326
(441.12, 14.20, 271.48) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 8.752089
(441.12, 14.20, 271.48) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 8.755158
(441.12, 14.20, 271.48) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 8.759539
(441.12, 14.20, 271.48) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 8.765232
(441.12, 14.20, 271.48) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 8.772243
(441.12, 14.20, 271.48) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 8.780577
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28065
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88883
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97855
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08377
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63588
É(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22507
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75482
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.21165
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.50256
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.88505
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.31156
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.7505
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.35816
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.68982
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.048642
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.251133
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.468713
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.702957
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.955925
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.229805
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.527363
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.851655
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.20645
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.596132
(441.12, 14.20, 271.48) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 8.810359
(441.12, 14.20, 271.48) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 8.812311
(441.12, 14.20, 271.48) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 8.815582
(441.12, 14.20, 271.48) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 8.82017
(441.12, 14.20, 271.48) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 8.826083
(441.12, 14.20, 271.48) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 8.833323
(441.12, 14.20, 271.48) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 8.841893
(441.12, 14.20, 271.48) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 8.920126
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8545
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93813
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19797
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75879
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.32635
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.86291
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.33198
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.66177
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.07311
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.49621
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.95756
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.82351
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.73728
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.046679
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.24908
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.466462
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.700568
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.953309
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.226994
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.524262
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.84832
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.202772
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.592086
(441.12, 14.20, 271.48) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 8.872485
Ö(441.12, 14.20, 271.48) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 8.874639
(441.12, 14.20, 271.48) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 8.878117
(441.12, 14.20, 271.48) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 8.882924
(441.12, 14.20, 271.48) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 8.889065
(441.12, 14.20, 271.48) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 8.896543
(441.12, 14.20, 271.48) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 8.905364
(441.12, 14.20, 271.48) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 8.915533
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83087
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89831
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31554
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88538
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.43083
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.97449
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.45644
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.84427
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.25393
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.68571
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.30209
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.34792
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.044817
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.247065
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.464286
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.698195
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.950764
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.224228
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.521293
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.845039
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.199153
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.588123
(441.12, 14.20, 271.48) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 8.936766
(441.12, 14.20, 271.48) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 8.939127
(441.12, 14.20, 271.48) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 8.942824
(441.12, 14.20, 271.48) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 8.947861
(441.12, 14.20, 271.48) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 8.954242
(441.12, 14.20, 271.48) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 8.961969
(441.12, 14.20, 271.48) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 8.971049
(441.12, 14.20, 271.48) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 8.98149
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85845
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86151
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4365
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01574
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5386
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.08966
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.62594
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.02294
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.441
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.91996
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.66223
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.042929
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.245054
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.462132
Ô(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.695879
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.948232
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.221517
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.51834
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.841776
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.195637
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.584232
(441.12, 14.20, 271.48) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 9.003265
(441.12, 14.20, 271.48) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 9.005846
(441.12, 14.20, 271.48) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 9.009772
(441.12, 14.20, 271.48) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 9.015049
(441.12, 14.20, 271.48) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 9.021679
(441.12, 14.20, 271.48) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 9.029668
(441.12, 14.20, 271.48) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 9.039023
(441.12, 14.20, 271.48) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 9.049747
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88724
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83104
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56101
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1285
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64975
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.18664
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.80252
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.2077
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.63461
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.26856
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.09395
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.04111
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.243093
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.460007
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.693601
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.945787
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.21882
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.515407
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.838603
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.192149
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.580412
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.008721
(441.12, 14.20, 271.48) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 9.074862
(441.12, 14.20, 271.48) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 9.079028
(441.12, 14.20, 271.48) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 9.084557
(441.12, 14.20, 271.48) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 9.09145
(441.12, 14.20, 271.48) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 9.099711
(441.12, 14.20, 271.48) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 9.10935
(441.12, 14.20, 271.48) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 9.120374
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91723
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80102
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68912
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.23594
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.76188
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.25284
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.98512
Ä(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.39888
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.89558
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.63311
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.039312
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.241129
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.457916
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.691322
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.943368
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.216184
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.512554
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.835463
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.188723
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.576629
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.004551
(441.12, 14.20, 271.48) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 9.146248
(441.12, 14.20, 271.48) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 9.150668
(441.12, 14.20, 271.48) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 9.156459
(441.12, 14.20, 271.48) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 9.163627
(441.12, 14.20, 271.48) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 9.172176
(441.12, 14.20, 271.48) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 9.182112
(441.12, 14.20, 271.48) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 9.193444
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94843
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77146
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82099
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34665
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.82681
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.326
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.17396
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.59666
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.24856
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.98434
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.649339
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.239262
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.455884
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.689146
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.940994
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.213624
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.509748
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.832426
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.185379
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.572945
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.00048
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.451919
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.947621
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49989
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09386
(441.12, 14.20, 271.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53374
