¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¨ (418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73861
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.553685
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.604805
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.657788
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.712717
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.814406
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.929405
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.18643
(418.43, 13.43, 327.31) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.651254
(418.43, 13.43, 327.31) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.768236
(418.43, 13.43, 327.31) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 7.003752
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60126
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96065
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34493
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75672
(418.43, 13.43, 327.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.56333
(418.43, 13.43, 327.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.61929
(418.43, 13.43, 327.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.62708
(418.43, 13.43, 327.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.63707
(418.43, 13.43, 327.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.64925
(418.43, 13.43, 327.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.66365
(418.43, 13.43, 327.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.68027
(418.43, 13.43, 327.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.69912
(418.43, 13.43, 327.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.72022
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.416268
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.417237
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.418865
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.432241
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.453388
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.475409
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.498323
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.522151
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.562103
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.61344
¢ (418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.666649
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.721813
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.818254
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.933448
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.164113
(418.43, 13.43, 327.31) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.651577
(418.43, 13.43, 327.31) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.756231
(418.43, 13.43, 327.31) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.990872
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3752
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97779
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36322
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77625
(418.43, 13.43, 327.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.64005
(418.43, 13.43, 327.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.69641
(418.43, 13.43, 327.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.70434
(418.43, 13.43, 327.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.71448
(418.43, 13.43, 327.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.72683
(418.43, 13.43, 327.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.7414
(418.43, 13.43, 327.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.75821
(418.43, 13.43, 327.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.77727
(418.43, 13.43, 327.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.79858
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.429561
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.430593
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.432288
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.443351
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.464648
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.486823
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.509895
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.533886
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.571044
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.622612
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.676061
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.731475
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.822528
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.937941
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.141894
(418.43, 13.43, 327.31) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.652665
(418.43, 13.43, 327.31) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.757064
(418.43, 13.43, 327.31) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.978648
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07234
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73614
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38286
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79728
(418.43, 13.43, 327.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.71977
(418.43, 13.43, 327.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.77655
(418.43, 13.43, 327.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.78463
(418.43, 13.43, 327.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.79492
(418.43, 13.43, 327.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.80745
(418.43, 13.43, 327.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.82221
(418.43, 13.43, 327.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.83921
(418.43, 13.43, 327.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.85848
 (418.43, 13.43, 327.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.88001
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.443518
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.444618
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.446383
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.455046
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.476501
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.498839
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.522079
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.546242
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.580514
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.632326
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.686031
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.741711
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.827231
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.942883
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.11977
(418.43, 13.43, 327.31) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.654514
(418.43, 13.43, 327.31) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.758977
(418.43, 13.43, 327.31) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.967073
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92724
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41423
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12239
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81978
(418.43, 13.43, 327.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.80257
(418.43, 13.43, 327.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.85978
(418.43, 13.43, 327.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.86801
(418.43, 13.43, 327.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.87848
(418.43, 13.43, 327.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.89118
(418.43, 13.43, 327.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.90613
(418.43, 13.43, 327.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.92334
(418.43, 13.43, 327.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.94283
(418.43, 13.43, 327.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.9646
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.45815
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.459322
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.461161
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.467332
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.488954
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.511463
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.534879
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.559224
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.590517
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.642588
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.696562
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.752524
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.832365
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.948278
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.097745
(418.43, 13.43, 327.31) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.65713
(418.43, 13.43, 327.31) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.761678
(418.43, 13.43, 327.31) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.95614
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89979
 (418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11021
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7796
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53678
(418.43, 13.43, 327.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.88852
(418.43, 13.43, 327.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.94617
(418.43, 13.43, 327.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.95457
(418.43, 13.43, 327.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.96521
(418.43, 13.43, 327.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.9781
(418.43, 13.43, 327.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.99326
(418.43, 13.43, 327.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.01069
(418.43, 13.43, 327.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.0304
(418.43, 13.43, 327.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.05242
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.473467
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.474714
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.47663
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.480218
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.502016
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.524705
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.548307
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.572842
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.601057
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.653402
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.707662
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.763922
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.837931
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.95413
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.076825
(418.43, 13.43, 327.31) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.660509
(418.43, 13.43, 327.31) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.765172
(418.43, 13.43, 327.31) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.945848
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87384
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03036
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45642
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17095
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.71752
(418.43, 13.43, 327.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.03582
(418.43, 13.43, 327.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.04439
(418.43, 13.43, 327.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.05521
(418.43, 13.43, 327.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.0683
(418.43, 13.43, 327.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.08367
(418.43, 13.43, 327.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.10132
(418.43, 13.43, 327.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.12128
(418.43, 13.43, 327.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.14355
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.48948
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.490806
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.492804
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.495475
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.515692
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.538572
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.562368
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.587104
Œ (418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.612802
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.664775
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.719337
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.775911
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.843933
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.960438
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.083464
(418.43, 13.43, 327.31) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.664656
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55531
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69951
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84938
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00512
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16713
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82674
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5913
(418.43, 13.43, 327.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.12881
(418.43, 13.43, 327.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.13755
(418.43, 13.43, 327.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.14857
(418.43, 13.43, 327.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.16187
(418.43, 13.43, 327.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.17745
(418.43, 13.43, 327.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.19534
(418.43, 13.43, 327.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.21555
(418.43, 13.43, 327.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.23808
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.5062
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.507609
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.509693
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.512453
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.529994
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.553072
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.577074
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.602021
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.627935
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.676714
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.731592
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.788496
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.850369
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 4.967206
(418.43, 13.43, 327.31) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.090589
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39535
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53362
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67715
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82633
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9814
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14269
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5024
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22392
(418.43, 13.43, 327.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.22523
(418.43, 13.43, 327.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.23415
(418.43, 13.43, 327.31) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.24537
