¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
°(324.69, 7.50, 366.32) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.05088
(324.69, 7.50, 366.32) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.24212
(324.69, 7.50, 366.32) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.23289
(324.69, 7.50, 366.32) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.22698
(324.69, 7.50, 366.32) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.2244
(324.69, 7.50, 366.32) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.22513
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.272544
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.480382
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.703509
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.943645
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.20268
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.482976
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.787182
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.118481
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.480479
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.877676
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.315355
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.799976
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33946
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94348
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51567
·(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0122
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61848
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86602
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21021
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15156
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.17986
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.56031
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.35548
(324.69, 7.50, 366.32) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.48828
(324.69, 7.50, 366.32) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.46883
(324.69, 7.50, 366.32) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.45277
(324.69, 7.50, 366.32) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.44008
(324.69, 7.50, 366.32) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.43075
(324.69, 7.50, 366.32) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.42477
(324.69, 7.50, 366.32) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.42214
(324.69, 7.50, 366.32) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.42286
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.27066
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.478359
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.70134
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.941288
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.200156
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.480254
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.784236
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.115222
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.476921
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.873768
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.311053
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.795198
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33412
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93747
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44932
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93986
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47628
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55466
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11512
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.05935
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.13213
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.68056
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.32774
(324.69, 7.50, 366.32) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.69371
(324.69, 7.50, 366.32) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.67407
(324.69, 7.50, 366.32) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.65784
(324.69, 7.50, 366.32) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.64501
(324.69, 7.50, 366.32) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.63557
(324.69, 7.50, 366.32) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.62952
(324.69, 7.50, 366.32) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.62684
(324.69, 7.50, 366.32) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.62755
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.268811
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.476385
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.699219
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.938986
¤(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.197668
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.477562
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.781309
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.112037
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.473443
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.869941
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.306838
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.790533
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32887
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93159
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38441
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86914
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39891
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25677
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8288
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95413
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.01228
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.68284
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.30066
(324.69, 7.50, 366.32) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.90639
(324.69, 7.50, 366.32) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.88654
(324.69, 7.50, 366.32) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.87014
(324.69, 7.50, 366.32) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.85716
(324.69, 7.50, 366.32) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.84761
(324.69, 7.50, 366.32) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.84148
(324.69, 7.50, 366.32) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.83875
(324.69, 7.50, 366.32) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.83945
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.267001
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.474441
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.697138
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.936725
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.195259
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.474954
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.778468
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.108922
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.470049
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.866217
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.302726
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.785918
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32376
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88071
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32086
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79996
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32328
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97152
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43769
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.85124
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.89518
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.66202
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.27421
(324.69, 7.50, 366.32) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.12658
²(324.69, 7.50, 366.32) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.10651
(324.69, 7.50, 366.32) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.08992
(324.69, 7.50, 366.32) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.07681
(324.69, 7.50, 366.32) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.06714
(324.69, 7.50, 366.32) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.06092
(324.69, 7.50, 366.32) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.05815
(324.69, 7.50, 366.32) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.05882
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.265228
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.472566
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.69512
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.934563
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.192884
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.472366
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.775666
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.105877
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.466698
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.862534
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.298679
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.781466
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31875
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82341
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2587
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73226
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24933
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81613
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06582
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75061
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.97495
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.6417
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.2484
(324.69, 7.50, 366.32) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.35456
(324.69, 7.50, 366.32) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.33427
(324.69, 7.50, 366.32) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.3175
(324.69, 7.50, 366.32) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.30423
(324.69, 7.50, 366.32) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.29444
(324.69, 7.50, 366.32) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.28813
(324.69, 7.50, 366.32) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.28531
(324.69, 7.50, 366.32) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.28596
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.263498
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.470724
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.693109
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.932439
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.190569
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.469875
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.772953
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.102943
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.463473
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.858997
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.294737
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.777086
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31391
µ(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78702
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1991
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66606
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17707
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73686
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71179
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65215
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.25458
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.62188
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.22322
(324.69, 7.50, 366.32) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.59065
(324.69, 7.50, 366.32) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.57013
(324.69, 7.50, 366.32) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.55316
(324.69, 7.50, 366.32) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.53972
(324.69, 7.50, 366.32) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.52981
(324.69, 7.50, 366.32) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.52341
(324.69, 7.50, 366.32) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.52053
(324.69, 7.50, 366.32) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.52116
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.261828
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.46891
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.691155
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.930337
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.188332
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.46744
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.770298
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.100041
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.460294
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.855517
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.290903
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.772823
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30914
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79316
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20574
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65294
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1392
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66976
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37448
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2898
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.54045
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.60254
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.19868
(324.69, 7.50, 366.32) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.83515
(324.69, 7.50, 366.32) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.81439
(324.69, 7.50, 366.32) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.79721
(324.69, 7.50, 366.32) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.78361
(324.69, 7.50, 366.32) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.77357
(324.69, 7.50, 366.32) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.76708
