¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ï(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.801001
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93498
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6221
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41645
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.05491
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.69744
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.52845
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.72454
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.88556
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.232922
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.502497
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.772459
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.987058
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.188204
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.350399
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.520396
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.698793
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.886158
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.098676
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.413327
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.751992
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11311
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49446
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94986
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43026
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00231
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69755
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49684
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.95924
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.83515
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.73301
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.995
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.0591
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.233033
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.493733
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.763028
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.978876
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.195943
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.368955
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.539796
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.719059
ì(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.90739
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.132467
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.449591
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.791042
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13938
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53064
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99766
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48246
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07093
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76756
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57884
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.89456
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.97592
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.85894
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.2738
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.2359
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.233052
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.484998
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.753602
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.971027
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.187658
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.388182
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.559875
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.740093
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.92942
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.166951
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.486618
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.830906
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16637
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5675
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04646
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53578
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14092
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82534
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66239
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.83239
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.11985
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.9625
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.56125
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.41599
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.227352
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.476304
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.744199
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.963507
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.179676
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.408108
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.580701
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.761904
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.952238
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.202145
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.524403
ì(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.857645
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19416
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60506
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09634
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5903
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21221
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88436
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.70241
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.91371
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.06795
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.06644
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.79665
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.59954
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.219263
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.467609
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.734857
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.956333
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.172094
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.401153
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.602243
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.784418
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.975832
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.237997
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.562941
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.884266
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22269
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64337
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14621
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64596
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2822
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94463
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.61062
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.0026
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.08853
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.17072
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.9455
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.78648
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.211215
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.458992
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.725569
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.949503
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.164849
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.393494
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.624532
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.807751
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.000253
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.274569
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.59449
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.911635
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25203
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6824
ì(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1891
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70284
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33752
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00618
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.51353
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.09328
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.19402
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.27532
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.09843
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.97701
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.203223
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.450367
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.716293
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.942991
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.157977
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.386182
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.628867
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.831806
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.025492
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.311852
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.620714
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.939703
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28217
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72214
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2328
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76793
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3939
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06901
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.43524
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.07692
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.30173
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.43317
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.25561
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.17109
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.195223
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.441771
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.707023
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.93686
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.151436
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.379279
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.621502
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.85668
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.051559
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.34812
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.647683
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.968565
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31309
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76261
