¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ş(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.100378
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.89662
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.97911
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.26245
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.80801
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.32438
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.36771
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 22.59944
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.086921
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.305137
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.540594
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.795372
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.071901
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.37304
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.702166
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.063309
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.461309
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.902037
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.392678
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.940671
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.53837
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.21518
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.98307
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.8857
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.96626
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.2471
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.78937
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.26773
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.36026
„(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 22.4652
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.084601
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.302637
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.537893
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.792444
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.068718
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.369567
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.698363
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.059127
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.456689
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.896909
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.386952
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.934525
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.53145
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.20753
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.97432
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.87469
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.9533
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.23164
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.77058
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.21146
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.35421
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 22.33261
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.08226
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.300114
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.535166
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.78949
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.065506
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.366063
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.694526
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.054908
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.452027
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.891734
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.381176
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.928375
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.52452
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.19975
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.96556
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.8636
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.94024
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.21605
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.75166
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.15557
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.34957
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 22.20164
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.079897
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.297569
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.532416
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.786509
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.062266
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.362527
ğ(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.690656
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.050653
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.447327
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.886516
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.375351
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.922215
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51758
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.19195
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.9568
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.85242
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.92708
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.20034
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.73259
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.10008
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.34632
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.12824
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.077516
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.295002
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.529642
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.783503
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.058999
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.358964
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.686752
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.046361
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.442588
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.881255
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.369479
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.916052
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51064
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.18414
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.94804
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.84115
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.91382
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.18452
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.71339
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.05738
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.34447
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.06961
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.075112
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.292414
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.526846
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.780473
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.055706
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.355372
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.682821
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.042036
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.437812
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.875955
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.363564
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.909425
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.50369
í(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.17632
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.93929
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.82979
(343.58, 7.15, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.90047
