¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
õ(397.96, 14.25, 246.73) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 7.959884
(397.96, 14.25, 246.73) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 8.968426
(397.96, 14.25, 246.73) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 8.955602
(397.96, 14.25, 246.73) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 10.13786
(397.96, 14.25, 246.73) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 7.941095
(397.96, 14.25, 246.73) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 7.934258
(397.96, 14.25, 246.73) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 7.928615
(397.96, 14.25, 246.73) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 7.924161
(397.96, 14.25, 246.73) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 7.920894
(397.96, 14.25, 246.73) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.033536
(397.96, 14.25, 246.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92211
(397.96, 14.25, 246.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48095
(397.96, 14.25, 246.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.36879
(397.96, 14.25, 246.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.88399
(397.96, 14.25, 246.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.73974
(397.96, 14.25, 246.73) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 3.932863
(397.96, 14.25, 246.73) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 3.913386
(397.96, 14.25, 246.73) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 3.89468
(397.96, 14.25, 246.73) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 3.876727
(397.96, 14.25, 246.73) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 3.859513
(397.96, 14.25, 246.73) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.319966
(397.96, 14.25, 246.73) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.322747
(397.96, 14.25, 246.73) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.326177
(397.96, 14.25, 246.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.688319
(397.96, 14.25, 246.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.957567
(397.96, 14.25, 246.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.250555
ø(397.96, 14.25, 246.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.57046
(397.96, 14.25, 246.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.921143
(397.96, 14.25, 246.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.307198
(397.96, 14.25, 246.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.734145
(397.96, 14.25, 246.73) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 8.680635
(397.96, 14.25, 246.73) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 8.665522
(397.96, 14.25, 246.73) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 8.651749
(397.96, 14.25, 246.73) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 8.639309
(397.96, 14.25, 246.73) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 9.827948
(397.96, 14.25, 246.73) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 7.911215
(397.96, 14.25, 246.73) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 7.904393
(397.96, 14.25, 246.73) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 7.898761
(397.96, 14.25, 246.73) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 7.894314
(397.96, 14.25, 246.73) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.222446
(397.96, 14.25, 246.73) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.350457
(397.96, 14.25, 246.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99126
(397.96, 14.25, 246.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.55505
(397.96, 14.25, 246.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.45921
(397.96, 14.25, 246.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.66713
(397.96, 14.25, 246.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.3854
(397.96, 14.25, 246.73) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 3.966364
(397.96, 14.25, 246.73) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 3.946701
(397.96, 14.25, 246.73) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 3.927815
(397.96, 14.25, 246.73) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 3.909691
(397.96, 14.25, 246.73) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 3.892311
(397.96, 14.25, 246.73) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 3.911614
(397.96, 14.25, 246.73) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.355639
(397.96, 14.25, 246.73) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.359234
(397.96, 14.25, 246.73) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.402624
(397.96, 14.25, 246.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.967704
(397.96, 14.25, 246.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.261593
(397.96, 14.25, 246.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.582511
(397.96, 14.25, 246.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.934368
(397.96, 14.25, 246.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.321775
(397.96, 14.25, 246.73) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 8.639847
(397.96, 14.25, 246.73) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 8.385911
(397.96, 14.25, 246.73) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 8.371246
(397.96, 14.25, 246.73) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 8.357878
(397.96, 14.25, 246.73) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 9.451362
(397.96, 14.25, 246.73) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 9.537659
(397.96, 14.25, 246.73) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 7.882727
(397.96, 14.25, 246.73) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 7.87592
(397.96, 14.25, 246.73) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 7.870298
(397.96, 14.25, 246.73) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 7.865858
(397.96, 14.25, 246.73) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.555775
(397.96, 14.25, 246.73) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.694678
(397.96, 14.25, 246.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06318
(397.96, 14.25, 246.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6322
(397.96, 14.25, 246.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.55311
(397.96, 14.25, 246.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.45793
(397.96, 14.25, 246.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.1273
ş(397.96, 14.25, 246.73) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.001053
(397.96, 14.25, 246.73) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 3.981197
(397.96, 14.25, 246.73) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 3.962126
(397.96, 14.25, 246.73) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 3.943822
(397.96, 14.25, 246.73) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 3.92627
(397.96, 14.25, 246.73) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 3.914198
(397.96, 14.25, 246.73) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.389637
(397.96, 14.25, 246.73) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.393405
(397.96, 14.25, 246.73) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.405932
(397.96, 14.25, 246.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.978045
(397.96, 14.25, 246.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.272853
(397.96, 14.25, 246.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.59486
(397.96, 14.25, 246.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.947898
(397.96, 14.25, 246.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.336727
(397.96, 14.25, 246.73) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 8.127216
(397.96, 14.25, 246.73) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 8.111709
(397.96, 14.25, 246.73) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 8.097466
(397.96, 14.25, 246.73) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 8.084477
(397.96, 14.25, 246.73) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 9.184167
(397.96, 14.25, 246.73) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 9.31692
(397.96, 14.25, 246.73) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.043526
(397.96, 14.25, 246.73) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 7.880295
(397.96, 14.25, 246.73) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 7.843204
(397.96, 14.25, 246.73) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 7.83877
(397.96, 14.25, 246.73) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 7.83551
(397.96, 14.25, 246.73) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 9.069831
(397.96, 14.25, 246.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.13799
(397.96, 14.25, 246.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.71242
(397.96, 14.25, 246.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.65054
(397.96, 14.25, 246.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.25609
(397.96, 14.25, 246.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.86457
(397.96, 14.25, 246.73) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.036973
(397.96, 14.25, 246.73) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.016916
(397.96, 14.25, 246.73) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 3.997652
(397.96, 14.25, 246.73) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 3.979163
(397.96, 14.25, 246.73) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 3.961432
(397.96, 14.25, 246.73) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 3.944445
(397.96, 14.25, 246.73) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.424776
(397.96, 14.25, 246.73) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.428724
(397.96, 14.25, 246.73) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.433342
(397.96, 14.25, 246.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.988623
(397.96, 14.25, 246.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.284356
(397.96, 14.25, 246.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.607439
(397.96, 14.25, 246.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.96174
(397.96, 14.25, 246.73) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 8.090325
(397.96, 14.25, 246.73) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.871071
(397.96, 14.25, 246.73) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.856
(397.96, 14.25, 246.73) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.842154
(397.96, 14.25, 246.73) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 8.859118
(397.96, 14.25, 246.73) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 8.932819
(397.96, 14.25, 246.73) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 9.421402
€ (397.96, 14.25, 246.73) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 9.410496
(397.96, 14.25, 246.73) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.28408
(397.96, 14.25, 246.73) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 7.984942
(397.96, 14.25, 246.73) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 7.967825
(397.96, 14.25, 246.73) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 7.951962
(397.96, 14.25, 246.73) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 7.937346
(397.96, 14.25, 246.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.21571
(397.96, 14.25, 246.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.79582
(397.96, 14.25, 246.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.75159
(397.96, 14.25, 246.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.09576
(397.96, 14.25, 246.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.60566
(397.96, 14.25, 246.73) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.074165
(397.96, 14.25, 246.73) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.053901
(397.96, 14.25, 246.73) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.034437
(397.96, 14.25, 246.73) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.015755
(397.96, 14.25, 246.73) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 3.99784
(397.96, 14.25, 246.73) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 3.980675
(397.96, 14.25, 246.73) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.46109
(397.96, 14.25, 246.73) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.465228
(397.96, 14.25, 246.73) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.47004
(397.96, 14.25, 246.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.99943
(397.96, 14.25, 246.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.296127
(397.96, 14.25, 246.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.620298
(397.96, 14.25, 246.73) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.948674
(397.96, 14.25, 246.73) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.925516
(397.96, 14.25, 246.73) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.903668
(397.96, 14.25, 246.73) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.883113
(397.96, 14.25, 246.73) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 8.511452
(397.96, 14.25, 246.73) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 8.626514
(397.96, 14.25, 246.73) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 8.695999
(397.96, 14.25, 246.73) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 9.134582
(397.96, 14.25, 246.73) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 9.123951
(397.96, 14.25, 246.73) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.733055
(397.96, 14.25, 246.73) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.37645
(397.96, 14.25, 246.73) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.357984
(397.96, 14.25, 246.73) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.340841
(397.96, 14.25, 246.73) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.325009
(397.96, 14.25, 246.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24782
(397.96, 14.25, 246.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88243
(397.96, 14.25, 246.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.85637
(397.96, 14.25, 246.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.97972
(397.96, 14.25, 246.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.35644
(397.96, 14.25, 246.73) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.11268
(397.96, 14.25, 246.73) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.0922
(397.96, 14.25, 246.73) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.072528
(397.96, 14.25, 246.73) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.053647
(397.96, 14.25, 246.73) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.035539
(397.96, 14.25, 246.73) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.018189
(397.96, 14.25, 246.73) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.498621
(397.96, 14.25, 246.73) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.502956
(397.96, 14.25, 246.73) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.507974
ş(397.96, 14.25, 246.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.010417
(397.96, 14.25, 246.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.308125
(397.96, 14.25, 246.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.633415
(397.96, 14.25, 246.73) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.988751
(397.96, 14.25, 246.73) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.965456
(397.96, 14.25, 246.73) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.943478
(397.96, 14.25, 246.73) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.997519
(397.96, 14.25, 246.73) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 8.343528
(397.96, 14.25, 246.73) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 8.4069
(397.96, 14.25, 246.73) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 8.877707
(397.96, 14.25, 246.73) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 8.865989
(397.96, 14.25, 246.73) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 9.8585
(397.96, 14.25, 246.73) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 9.235177
(397.96, 14.25, 246.73) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.809726
(397.96, 14.25, 246.73) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.789713
(397.96, 14.25, 246.73) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.771101
(397.96, 14.25, 246.73) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.753868
(397.96, 14.25, 246.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25468
(397.96, 14.25, 246.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96469
(397.96, 14.25, 246.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.87206
(397.96, 14.25, 246.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.86801
(397.96, 14.25, 246.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.14544
(397.96, 14.25, 246.73) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.152566
(397.96, 14.25, 246.73) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.131862
(397.96, 14.25, 246.73) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.111975
(397.96, 14.25, 246.73) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.092885
(397.96, 14.25, 246.73) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.074579
(397.96, 14.25, 246.73) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.057038
(397.96, 14.25, 246.73) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.07667
(397.96, 14.25, 246.73) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.541949
(397.96, 14.25, 246.73) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.547181
(397.96, 14.25, 246.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.021645
(397.96, 14.25, 246.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.320363
(397.96, 14.25, 246.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.646824
(397.96, 14.25, 246.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.005001
(397.96, 14.25, 246.73) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 8.00701
(397.96, 14.25, 246.73) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.984896
(397.96, 14.25, 246.73) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 8.007019
(397.96, 14.25, 246.73) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 8.139327
(397.96, 14.25, 246.73) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 8.199257
(397.96, 14.25, 246.73) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 8.625422
(397.96, 14.25, 246.73) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 8.61399
(397.96, 14.25, 246.73) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 9.608146
(397.96, 14.25, 246.73) (390.05, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 11.28539
(397.96, 14.25, 246.73) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 9.563255
(397.96, 14.25, 246.73) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 9.269942
(397.96, 14.25, 246.73) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 9.249623
(397.96, 14.25, 246.73) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 9.230767
(397.96, 14.25, 246.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26372
