¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ä(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.62435
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.566963
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.824896
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.112173
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.423577
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.76853
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.16049
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.580997
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.059855
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.598805
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.17922
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.86718
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.6506
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.54853
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.5855
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83155
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.29692
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.94775
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.14094
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.4441
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.93221
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.33318
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.75253
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.19146
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.65127
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.10288
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.45045
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.567714
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.82571
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.112628
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.424192
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.767231
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.160256
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.577635
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.058163
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.592818
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.17607
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.86064
è(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.64198
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.53751
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.57111
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80849
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.28022
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.88663
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.16052
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.33894
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.72906
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.12116
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.52769
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.95298
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.39821
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.86467
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.75105
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.568356
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.826407
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.112921
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.424663
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.76566
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.15984
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.573947
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.05623
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.586433
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.17263
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.85373
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.63293
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.52289
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.55563
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.78488
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.26295
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.82577
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.18098
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.13694
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.51931
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.91913
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.32195
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.73922
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.17591
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.63328
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.42957
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.568891
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.826988
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.113051
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.424987
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.763821
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.159243
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.570398
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.05406
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.579655
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.16891
ì(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.84644
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.62346
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.5086
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48484
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.76072
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.24515
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.76516
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.2023
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.94124
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.31617
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.70811
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.11806
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.53233
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.9608
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.40948
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.28848
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.569319
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.827451
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.113016
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.425164
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.762096
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.158464
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.569537
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.051646
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.572483
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.16489
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.83878
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.60979
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.49712
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47127
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73602
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.2249
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.70488
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.22456
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.75154
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.11941
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.50375
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.90571
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.32638
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.75264
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.19832
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.15202
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.569641
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.8278
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.112817
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.425195
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.762131
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.157507
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.568478
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.048999
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.564924
í(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.16059
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.83076
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.59612
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.48517
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45708
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71556
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.1968
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.64486
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.22191
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.5677
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.92872
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.30584
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.70013
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.11265
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.54458
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.07677
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.02021
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.569855
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.828031
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.112455
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.42508
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.762006
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.156368
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.567216
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.046112
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.561615
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.156
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.82237
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.58647
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.47274
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44227
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.70761
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.18723
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.66265
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.06087
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.49771
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.85167
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.22134
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.60759
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.01152
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.43425
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.95292
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.88545
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.90222
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.56996
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.828146
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.11193
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.424821
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.761719
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.15505
(421.51, 14.81, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.565758
