¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‘(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.117638
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.387828
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.614506
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.858893
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.123165
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.409751
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.721554
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.072302
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.460428
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.889194
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.365175
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.896596
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49359
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16905
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93929
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80942
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79483
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87381
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.23572
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92732
(330.81, 7.49, 370.97) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 18.09129
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.25206
(330.81, 7.49, 370.97) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 16.54709
(330.81, 7.49, 370.97) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 16.5341
(330.81, 7.49, 370.97) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 17.88649
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.181185
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.392246
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.619246
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.864012
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.12871
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.415772
 (330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.728156
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.079036
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.467871
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.89742
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.374334
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.906855
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50515
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18214
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94271
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80928
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7984
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86508
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2177
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92704
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.83534
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.36726
(330.81, 7.49, 370.97) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 16.58919
(330.81, 7.49, 370.97) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 17.30022
(330.81, 7.49, 370.97) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 17.927
(330.81, 7.49, 370.97) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 17.92664
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.185326
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.396676
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.624016
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.869195
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.134269
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.42187
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.734746
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.085774
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.47526
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.905629
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.383466
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.917075
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51669
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19529
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9466
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80916
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80222
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85654
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19957
(330.81, 7.49, 370.97) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 16.66666
(330.81, 7.49, 370.97) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 16.64385
(330.81, 7.49, 370.97) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 16.62358
(330.81, 7.49, 370.97) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 16.60583
(330.81, 7.49, 370.97) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 16.5906
(330.81, 7.49, 370.97) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 16.57787
(330.81, 7.49, 370.97) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 16.56763
(330.81, 7.49, 370.97) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 16.55986
(330.81, 7.49, 370.97) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 16.55458
(330.81, 7.49, 370.97) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 16.47569
(330.81, 7.49, 370.97) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 16.4766
(330.81, 7.49, 370.97) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 16.55357
ƒ(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.189448
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.401124
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.628839
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.874344
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.139902
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.427958
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.741393
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.092505
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.482698
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.913836
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.392625
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.927343
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52825
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20841
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9634
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80907
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80622
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84821
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1814
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92663
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.08484
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.08517
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.193644
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.405622
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.633655
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.87957
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.14556
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.434072
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.748056
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.099216
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.490118
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.922052
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.401797
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.937564
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5398
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22157
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98039
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80897
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8105
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85246
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16317
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.89124
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.61264
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.85785
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.197823
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.410108
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.638464
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.88479
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.151197
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.440202
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.754782
‚(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.10593
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.497543
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.930268
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.41092
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.947824
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55138
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2347
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99758
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80891
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81323
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85769
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14481
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.85528
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.45937
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.9996
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.202008
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.414612
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.643361
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.890072
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.15688
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.446391
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.761516
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.112662
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.504929
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.938471
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.420036
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.958055
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56291
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24782
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01494
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82225
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81315
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86312
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12639
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.8131
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.30897
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.05564
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.206236
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.419155
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.648248
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.895334
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.162602
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.4526
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.768281
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.119367
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.512325
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.946666
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.429204
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.968285
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57447
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26092
ƒ(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03245
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84225
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81306
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86885
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06444
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.758
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.16143
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.21204
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.210473
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.423711
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.653147
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.900625
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.168345
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.458846
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.77506
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.126048
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.519722
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.954847
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.438327
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.978539
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.586
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27403
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05016
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86249
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81301
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87482
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88661
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.70327
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.09915
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.37037
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.214729
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.42829
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.658049
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.905931
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.174096
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.465086
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.781917
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.132765
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.527107
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.963029
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.447398
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.988727
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59751
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28712
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06805
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8829
(330.81, 7.49, 370.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81796
