¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Î(399.53, 14.06, 244.31) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.74286
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.99169
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.35105
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.745638
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.132729
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.490061
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.878057
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32748
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82227
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42317
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52411
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7489
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45755
Í(399.53, 14.06, 244.31) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 15.44874
(399.53, 14.06, 244.31) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 15.42756
(399.53, 14.06, 244.31) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 15.40874
(399.53, 14.06, 244.31) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 15.39226
(399.53, 14.06, 244.31) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 15.3781
(399.53, 14.06, 244.31) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 15.36627
(399.53, 14.06, 244.31) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 15.35674
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.160497
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.365852
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.586439
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.82387
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.080173
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.357636
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.658904
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.987162
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.3461
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.7402
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.124131
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.480765
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.867951
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28974
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75611
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56985
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70097
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67891
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38006
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55896
(399.53, 14.06, 244.31) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 15.79797
(399.53, 14.06, 244.31) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 15.7787
(399.53, 14.06, 244.31) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 15.76182
(399.53, 14.06, 244.31) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 15.74732
(399.53, 14.06, 244.31) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 15.73519
(399.53, 14.06, 244.31) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 15.72543
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.157918
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.36308
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.58345
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.820661
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.076718
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.353865
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.654808
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.982689
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.341204
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.734818
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.115939
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.471909
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.858316
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2792
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74083
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71997
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94636
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61049
Â(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30432
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59028
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.94804
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.10208
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.94603
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.155355
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.360354
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.580511
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.817484
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.073272
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.350143
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.650776
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.978308
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.336394
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.729494
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.108122
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.463454
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.849142
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2692
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77259
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80055
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92192
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54358
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23032
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61849
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.94164
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.09632
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.93852
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.02572
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.00571
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.98932
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.97653
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.96732
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.96169
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.95965
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.96118
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.15283
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.357672
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.577592
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.81439
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.069917
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.346504
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.646815
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.973927
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.331607
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.724278
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.100714
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.455429
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.840433
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25969
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80474
Â(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87071
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81579
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45356
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15804
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.64351
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.93558
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.09073
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.93122
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.37209
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.35791
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.34738
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.34049
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.33724
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.33762
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.34164
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.34928
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.15035
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.355006
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.57475
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.811296
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.066603
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.342913
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.642889
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.96966
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.326962
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.719122
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.093677
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.447805
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.832181
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25068
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85345
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94108
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71286
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33101
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02442
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67469
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92987
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.08532
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.92416
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.97445
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.147911
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.352386
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.571931
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.808256
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.063295
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.339343
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.639029
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.965479
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.322338
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.714047
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.087063
¹(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.440635
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.824355
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27458
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9116
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01164
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62119
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21152
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89197
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79735
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92125
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.08009
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.91734
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.96579
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.145513
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.349806
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.569158
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.805275
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.060083
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.33585
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.635234
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.961327
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.317797
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.709053
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.080788
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.433852
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.817008
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30441
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9698
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07881
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53175
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09493
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76295
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91881
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.86423
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.07504
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.91078
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.95743
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.143128
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.347275
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.566435
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.802317
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.056907
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.332407
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.631476
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.95723
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.313336
(399.53, 14.06, 244.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.704138
