¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Á(412.28, 12.70, 331.85) (412.94, 8.53, 306.04) (2.93, 2.52, 2.82) Tools 12.79508
(412.28, 12.70, 331.85) (412.94, 8.53, 306.04) (2.93, 2.52, 2.82) Tools 12.84031
(412.28, 12.70, 331.85) (412.94, 8.53, 306.04) (2.93, 2.52, 2.82) Tools 12.77128
(412.28, 12.70, 331.85) (412.94, 8.53, 306.04) (2.93, 2.52, 2.82) Tools 12.75414
(412.28, 12.70, 331.85) (412.94, 8.53, 306.04) (2.93, 2.52, 2.82) Tools 12.74993
(412.28, 12.70, 331.85) (412.94, 8.53, 306.04) (2.93, 2.52, 2.82) Tools 12.80164
(412.28, 12.70, 331.85) (412.94, 8.53, 306.04) (2.93, 2.52, 2.82) Tools 12.86794
(412.28, 12.70, 331.85) (412.94, 8.53, 306.04) (2.93, 2.52, 2.82) Tools 12.99618
(412.28, 12.70, 331.85) (412.94, 8.53, 306.04) (2.93, 2.52, 2.82) Tools 13.19516
(412.28, 12.70, 331.85) (412.94, 8.53, 306.04) (2.93, 2.52, 2.82) Tools 13.59089
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.93252
(412.28, 12.70, 331.85) (406.25, 10.06, 299.30) (1.06, 0.61, 0.97) Tools 22.35213
(412.28, 12.70, 331.85) (406.25, 10.06, 299.30) (1.06, 0.61, 0.97) Tools 22.34864
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.600413
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.857658
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.137081
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.441757
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.774468
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.139593
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.537156
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.974107
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18033
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84207
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62942
(412.28, 12.70, 331.85) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 12.20459
(412.28, 12.70, 331.85) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 12.17255
(412.28, 12.70, 331.85) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 12.14248
(412.28, 12.70, 331.85) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 12.11437
(412.28, 12.70, 331.85) (412.94, 8.53, 306.04) (2.93, 2.52, 2.82) Tools 12.94174
À(412.28, 12.70, 331.85) (412.94, 8.53, 306.04) (2.93, 2.52, 2.82) Tools 12.87182
(412.28, 12.70, 331.85) (412.94, 8.53, 306.04) (2.93, 2.52, 2.82) Tools 12.84498
(412.28, 12.70, 331.85) (412.94, 8.53, 306.04) (2.93, 2.52, 2.82) Tools 12.84086
(412.28, 12.70, 331.85) (412.94, 8.53, 306.04) (2.93, 2.52, 2.82) Tools 12.88515
(412.28, 12.70, 331.85) (412.94, 8.53, 306.04) (2.93, 2.52, 2.82) Tools 12.94341
(412.28, 12.70, 331.85) (412.94, 8.53, 306.04) (2.93, 2.52, 2.82) Tools 13.07325
(412.28, 12.70, 331.85) (412.94, 8.53, 306.04) (2.93, 2.52, 2.82) Tools 13.2611
(412.28, 12.70, 331.85) (412.94, 8.53, 306.04) (2.93, 2.52, 2.82) Tools 13.62737
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.60221
(412.28, 12.70, 331.85) (406.25, 10.06, 299.30) (1.06, 0.61, 0.97) Tools 22.2461
(412.28, 12.70, 331.85) (406.25, 10.06, 299.30) (1.06, 0.61, 0.97) Tools 22.24259
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.5827
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.838456
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.116325
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.419041
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.749583
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.112219
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.505581
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.939107
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11577
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77455
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5515
(412.28, 12.70, 331.85) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 12.10464
(412.28, 12.70, 331.85) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 12.07287
(412.28, 12.70, 331.85) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 12.04305
(412.28, 12.70, 331.85) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 12.01517
(412.28, 12.70, 331.85) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 11.9892
(412.28, 12.70, 331.85) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 12.03134
(412.28, 12.70, 331.85) (412.94, 8.53, 306.04) (2.93, 2.52, 2.82) Tools 12.93904
(412.28, 12.70, 331.85) (412.94, 8.53, 306.04) (2.93, 2.52, 2.82) Tools 12.93502
(412.28, 12.70, 331.85) (412.94, 8.53, 306.04) (2.93, 2.52, 2.82) Tools 12.97159
(412.28, 12.70, 331.85) (412.94, 8.53, 306.04) (2.93, 2.52, 2.82) Tools 13.03012
(412.28, 12.70, 331.85) (412.94, 8.53, 306.04) (2.93, 2.52, 2.82) Tools 13.15305
(412.28, 12.70, 331.85) (412.94, 8.53, 306.04) (2.93, 2.52, 2.82) Tools 13.32944
(412.28, 12.70, 331.85) (412.94, 8.53, 306.04) (2.93, 2.52, 2.82) Tools 13.66562
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.47985
(412.28, 12.70, 331.85) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 21.81963
(412.28, 12.70, 331.85) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 21.81596
(412.28, 12.70, 331.85) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 21.81555
(412.28, 12.70, 331.85) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 21.81841
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.564984
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.819255
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.095574
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.396336
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.724716
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.084875
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.474097
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.904222
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.381816
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70735
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47409
Æ(412.28, 12.70, 331.85) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 12.00809
(412.28, 12.70, 331.85) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 11.9988
(412.28, 12.70, 331.85) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 12.05322
(412.28, 12.70, 331.85) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 12.10995
(412.28, 12.70, 331.85) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 12.16905
(412.28, 12.70, 331.85) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 12.23056
(412.28, 12.70, 331.85) (412.94, 8.53, 306.04) (2.93, 2.52, 2.82) Tools 13.03642
(412.28, 12.70, 331.85) (412.94, 8.53, 306.04) (2.93, 2.52, 2.82) Tools 13.0325
(412.28, 12.70, 331.85) (412.94, 8.53, 306.04) (2.93, 2.52, 2.82) Tools 13.06106
(412.28, 12.70, 331.85) (412.94, 8.53, 306.04) (2.93, 2.52, 2.82) Tools 13.12052
(412.28, 12.70, 331.85) (412.94, 8.53, 306.04) (2.93, 2.52, 2.82) Tools 13.23564
(412.28, 12.70, 331.85) (412.94, 8.53, 306.04) (2.93, 2.52, 2.82) Tools 13.40024
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.2289
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.52224
(412.28, 12.70, 331.85) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 21.84172
(412.28, 12.70, 331.85) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 21.86843
(412.28, 12.70, 331.85) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 21.89848
(412.28, 12.70, 331.85) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 21.93188
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.547272
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.800062
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.074826
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.373649
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.69988
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.057571
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.442711
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.869459
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.34311
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64047
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39712
(412.28, 12.70, 331.85) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 12.14956
(412.28, 12.70, 331.85) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 12.20404
(412.28, 12.70, 331.85) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 12.26086
(412.28, 12.70, 331.85) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 12.32005
(412.28, 12.70, 331.85) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 12.38168
(412.28, 12.70, 331.85) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 12.44579
(412.28, 12.70, 331.85) (412.94, 8.53, 306.04) (2.93, 2.52, 2.82) Tools 13.13722
(412.28, 12.70, 331.85) (412.94, 8.53, 306.04) (2.93, 2.52, 2.82) Tools 13.13341
(412.28, 12.70, 331.85) (412.94, 8.53, 306.04) (2.93, 2.52, 2.82) Tools 13.15363
(412.28, 12.70, 331.85) (412.94, 8.53, 306.04) (2.93, 2.52, 2.82) Tools 13.21407
(412.28, 12.70, 331.85) (412.94, 8.53, 306.04) (2.93, 2.52, 2.82) Tools 13.32111
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.01457
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.29768
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.59266
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.9413
(412.28, 12.70, 331.85) (405.55, 10.06, 299.57) (1.04, 0.61, 1.05) Tools 22.52983
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.529563
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.780879
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.05409
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.350984
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.675073
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.030309
•(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.411427
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.834821
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.30456
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57396
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32061
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18267
(412.28, 12.70, 331.85) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 12.4181
(412.28, 12.70, 331.85) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 12.47747
(412.28, 12.70, 331.85) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 12.53929
(412.28, 12.70, 331.85) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 12.60361
(412.28, 12.70, 331.85) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 12.67049
(412.28, 12.70, 331.85) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 14.49532
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.06325
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.30699
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.56045
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.82417
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.09862
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.3845
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.72692
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.10318
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.511862
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.761709
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.033364
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.328346
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.6503
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.003095
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.380247
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.800312
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.26617
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.800533
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24459
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09444
(412.28, 12.70, 331.85) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 12.6415
(412.28, 12.70, 331.85) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 12.70359
(412.28, 12.70, 331.85) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 12.7682
(412.28, 12.70, 331.85) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 12.8354
(412.28, 12.70, 331.85) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 14.25328
(412.28, 12.70, 331.85) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 14.23984
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.14042
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.38653
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.64244
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.90874
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.18594
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.52233
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.88765
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.27055
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.494174
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.742555
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.012654
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.305737
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.62557
€(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.975935
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.349177
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.765943
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.227951
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.758156
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16908
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0069
(412.28, 12.70, 331.85) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 12.87481
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13344
(412.28, 12.70, 331.85) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 14.31601
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89427
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.56215
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.98138
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22045
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.46897
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.72748
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.99648
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.32706
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.68194
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.05377
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.44361
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.476499
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.723422
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.991937
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.28316
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.600883
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.947853
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.318225
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.731714
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.189665
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.715924
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.31437
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92005
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88095
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01264
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1161
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75769
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41363
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.06189
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.30341
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.55448
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.81565
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.14053
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.48557
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.84682
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.2254
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.6225
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.458842
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.704313
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.971247
(412.28, 12.70, 331.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.260624
