¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‘ (398.31, 14.03, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.289138
(398.31, 14.03, 246.24) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.366646
(398.31, 14.03, 246.24) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.360593
(398.31, 14.03, 246.24) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.355942
(398.31, 14.03, 246.24) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.352692
(398.31, 14.03, 246.24) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.350839
(398.31, 14.03, 246.24) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.350382
(398.31, 14.03, 246.24) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.351321
(398.31, 14.03, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.084679
(398.31, 14.03, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.284832
(398.31, 14.03, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.499595
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.363662
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.33848
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.314434
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.291506
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.269675
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.248926
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.229239
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.210601
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.192996
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.176408
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.160828
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.14624
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.132635
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.120001
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.108329
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.09761
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.216584
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.890898
 (398.31, 14.03, 246.24) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 8.171053
(398.31, 14.03, 246.24) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 8.804813
(398.31, 14.03, 246.24) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 9.713567
(398.31, 14.03, 246.24) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 9.70505
(398.31, 14.03, 246.24) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 9.697996
(398.31, 14.03, 246.24) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 9.692395
(398.31, 14.03, 246.24) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 9.688248
(398.31, 14.03, 246.24) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 9.685549
(398.31, 14.03, 246.24) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 9.684295
(398.31, 14.03, 246.24) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 9.684488
(398.31, 14.03, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.080689
(398.31, 14.03, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.280528
(398.31, 14.03, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.494985
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.359417
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.334252
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.310224
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.287311
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.265495
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.24476
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.225087
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.206461
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.188868
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.172292
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.156722
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.142146
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.12855
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.115925
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.104261
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.093549
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.215026
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.88898
(398.31, 14.03, 246.24) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 8.109771
(398.31, 14.03, 246.24) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 8.801677
(398.31, 14.03, 246.24) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 9.825666
(398.31, 14.03, 246.24) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 9.817676
(398.31, 14.03, 246.24) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 9.811161
(398.31, 14.03, 246.24) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 9.806118
(398.31, 14.03, 246.24) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 9.802542
(398.31, 14.03, 246.24) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 9.800432
(398.31, 14.03, 246.24) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 9.799785
(398.31, 14.03, 246.24) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 9.8006
(398.31, 14.03, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.076742
(398.31, 14.03, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.276302
(398.31, 14.03, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.490437
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.35613
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.330978
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.306961
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.284061
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.262257
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.241533
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.22187
“ (398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.203256
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.18567
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.169104
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.153543
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.138973
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.125385
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.112766
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.101109
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.090403
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.213523
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.887132
(398.31, 14.03, 246.24) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 8.050593
(398.31, 14.03, 246.24) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 8.798651
(398.31, 14.03, 246.24) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 9.964676
(398.31, 14.03, 246.24) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 9.956565
(398.31, 14.03, 246.24) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 9.949951
(398.31, 14.03, 246.24) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 9.944829
(398.31, 14.03, 246.24) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 9.941194
(398.31, 14.03, 246.24) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 9.939045
(398.31, 14.03, 246.24) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 9.93838
(398.31, 14.03, 246.24) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 9.9392
(398.31, 14.03, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.072818
(398.31, 14.03, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.27213
(398.31, 14.03, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.485949
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.353796
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.328652
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.304646
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.281753
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.259958
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.239241
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.219586
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.200978
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.1834
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.166841
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.151284
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.136721
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.123137
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.110524
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.09887
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.088169
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.212075
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.885351
(398.31, 14.03, 246.24) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.99346
(398.31, 14.03, 246.24) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 8.79574
(398.31, 14.03, 246.24) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 10.10921
(398.31, 14.03, 246.24) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 10.10097
(398.31, 14.03, 246.24) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 10.09425
(398.31, 14.03, 246.24) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 10.08905
(398.31, 14.03, 246.24) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 10.08535
(398.31, 14.03, 246.24) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 10.08317
(398.31, 14.03, 246.24) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 10.08248
Š (398.31, 14.03, 246.24) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 10.08331
(398.31, 14.03, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.06897
(398.31, 14.03, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.26819
(398.31, 14.03, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.484045
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.352413
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.327275
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.303273
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.280386
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.258595
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.237884
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.218234
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.19963
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.182056
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.1655
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.149947
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.135386
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.121806
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.109196
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.097545
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.086846
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.210684
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.883639
(398.31, 14.03, 246.24) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.93831
(398.31, 14.03, 246.24) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 8.792939
(398.31, 14.03, 246.24) (376.55, 7.54, 251.79) (1.36, 1.29, 1.33) Tools 10.21151
(398.31, 14.03, 246.24) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 10.25118
(398.31, 14.03, 246.24) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 10.24435
(398.31, 14.03, 246.24) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 10.23906
(398.31, 14.03, 246.24) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 10.2353
(398.31, 14.03, 246.24) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 10.23307
(398.31, 14.03, 246.24) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 10.23237
(398.31, 14.03, 246.24) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 10.2332
(398.31, 14.03, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.065788
(398.31, 14.03, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.266743
(398.31, 14.03, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.482512
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.351981
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.326845
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.302845
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.279959
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.258171
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.23746
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.217811
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.199208
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.181635
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.16508
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.149529
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.13497
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.12139
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.10878
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.097131
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.086433
 (398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.20935
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.881999
(398.31, 14.03, 246.24) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.885084
(398.31, 14.03, 246.24) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 8.790257
(398.31, 14.03, 246.24) (376.55, 7.54, 251.79) (1.36, 1.29, 1.33) Tools 10.20788
(398.31, 14.03, 246.24) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 10.4075
(398.31, 14.03, 246.24) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 10.40056
(398.31, 14.03, 246.24) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 10.39518
(398.31, 14.03, 246.24) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 10.39135
(398.31, 14.03, 246.24) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 10.38908
(398.31, 14.03, 246.24) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 10.38836
(398.31, 14.03, 246.24) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 10.38919
(398.31, 14.03, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.064484
(398.31, 14.03, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.265373
(398.31, 14.03, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.481024
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.352498
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.327361
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.303359
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.280472
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.25868
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.237968
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.218318
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.199713
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.18214
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.165583
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.15003
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.135469
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.121889
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.109278
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.097628
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.086928
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.20807
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.880426
(398.31, 14.03, 246.24) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 7.903281
(398.31, 14.03, 246.24) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 8.787685
(398.31, 14.03, 246.24) (376.55, 7.54, 251.79) (1.36, 1.29, 1.33) Tools 10.20441
(398.31, 14.03, 246.24) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 10.57026
(398.31, 14.03, 246.24) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 10.5632
(398.31, 14.03, 246.24) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 10.55773
(398.31, 14.03, 246.24) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 10.55383
(398.31, 14.03, 246.24) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 10.55151
(398.31, 14.03, 246.24) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 10.55077
(398.31, 14.03, 246.24) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 10.55161
(398.31, 14.03, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.06324
(398.31, 14.03, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.264025
(398.31, 14.03, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.47955
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.353968
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.328825
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.304817
(398.31, 14.03, 246.24) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.281924
