¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ö(376.06, 9.62, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.934769
(376.06, 9.62, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.016582
(376.06, 9.62, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.626508
(376.06, 9.62, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30882
(376.06, 9.62, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11461
(376.06, 9.62, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26918
(376.06, 9.62, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.092
(376.06, 9.62, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.78938
(376.06, 9.62, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.0266
(376.06, 9.62, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.90665
(376.06, 9.62, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.28983
(376.06, 9.62, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.062615
(376.06, 9.62, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.373347
(376.06, 9.62, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.716804
(376.06, 9.62, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.095025
(376.06, 9.62, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.513604
(376.06, 9.62, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.979215
(376.06, 9.62, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.580997
(376.06, 9.62, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25274
(376.06, 9.62, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03037
(376.06, 9.62, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16301
(376.06, 9.62, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87035
(376.06, 9.62, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.73927
(376.06, 9.62, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.99332
(376.06, 9.62, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.80982
(376.06, 9.62, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.25251
(376.06, 9.62, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.042884
(376.06, 9.62, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.350259
(376.06, 9.62, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.691377
(376.06, 9.62, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.066958
(376.06, 9.62, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.48245
(376.06, 9.62, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.944442
(376.06, 9.62, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.535174
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 8.359372
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 8.295919
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 8.268877
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 8.243243
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 8.219023
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 8.196141
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 8.174636
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 8.154519
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 8.135605
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 8.118048
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 8.101831
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 8.086847
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 8.073109
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 8.060672
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 8.04941
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 8.062953
(376.06, 9.62, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.023143
Ô(376.06, 9.62, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.327051
(376.06, 9.62, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.665846
(376.06, 9.62, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.038784
(376.06, 9.62, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.451135
(376.06, 9.62, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.90954
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 8.260356
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 8.182432
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 8.150988
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 8.125148
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 8.100686
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 8.077568
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 8.055782
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 8.035315
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 8.016158
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 7.998242
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 7.981644
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 7.966261
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 7.952146
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 7.939283
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 7.927627
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 7.91715
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 7.923921
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 7.967136
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 8.080296
(376.06, 9.62, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.003351
(376.06, 9.62, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.303684
(376.06, 9.62, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.640205
(376.06, 9.62, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.010463
(376.06, 9.62, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.419757
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 8.299506
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 8.168599
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 8.111882
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 8.083752
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 8.058332
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 8.034274
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 8.01155
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 7.990132
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 7.970048
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 7.951211
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 7.933676
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 7.91739
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 7.902338
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 7.888528
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 7.875908
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 7.864512
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 7.854419
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 7.859824
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 7.893732
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 7.968398
(376.06, 9.62, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.983532
(376.06, 9.62, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.280263
Ø(376.06, 9.62, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.614441
(376.06, 9.62, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.982041
(376.06, 9.62, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.388246
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 8.233675
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 8.129371
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 8.078852
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 8.051636
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 8.026443
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 8.002618
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 7.980097
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 7.958895
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 7.939012
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 7.920379
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 7.903014
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 7.886901
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 7.872036
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 7.858399
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 7.845988
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 7.834747
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 7.824848
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 7.82977
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 7.860532
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 7.9259
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 8.069648
(376.06, 9.62, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.963652
(376.06, 9.62, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.256752
(376.06, 9.62, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.58863
(376.06, 9.62, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.953537
(376.06, 9.62, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.356652
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 8.223074
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 8.122265
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 8.072741
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 8.045718
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 8.02067
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 7.996954
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 7.974565
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 7.953481
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 7.933708
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 7.915205
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 7.897954
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 7.881933
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 7.867194
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 7.85367
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 7.841341
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 7.830235
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 7.820434
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 7.825313
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 7.855642
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 7.919819
(376.06, 9.62, 325.13) (352.01, 3.12, 321.81) (0.81, 2.16, 0.81) Human 8.057477
