¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¬(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.226735
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.864163
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.098326
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.350142
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.644065
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.967464
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.320702
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.708085
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.99072
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.274321
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.577858
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.903477
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44057
(336.13, 7.17, 322.66) (328.31, 1.25, 344.92) (1.46, 2.50, 0.44) Cabin 10.90548
(336.13, 7.17, 322.66) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.90365
(336.13, 7.17, 322.66) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.90344
(336.13, 7.17, 322.66) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.90487
(336.13, 7.17, 322.66) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.90792
´(336.13, 7.17, 322.66) (328.31, 1.25, 344.92) (1.46, 2.50, 0.44) Cabin 10.87847
(336.13, 7.17, 322.66) (328.31, 1.25, 344.92) (1.46, 2.50, 0.44) Cabin 10.86929
(336.13, 7.17, 322.66) (328.31, 1.25, 344.92) (1.46, 2.50, 0.44) Cabin 10.85196
(336.13, 7.17, 322.66) (328.31, 1.25, 344.92) (1.46, 2.50, 0.44) Cabin 10.85907
(336.13, 7.17, 322.66) (328.31, 1.25, 344.92) (1.46, 2.50, 0.44) Cabin 10.94772
(336.13, 7.17, 322.66) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.96063
(336.13, 7.17, 322.66) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.97521
(336.13, 7.17, 322.66) (328.31, 1.25, 344.92) (1.46, 2.50, 0.44) Cabin 10.99148
(336.13, 7.17, 322.66) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 11.00944
(336.13, 7.17, 322.66) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 11.0291
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.060356
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.247677
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.447965
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.659728
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.878909
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.114131
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.367146
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.665872
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.991199
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.346675
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.730127
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.029573
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.315763
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.622199
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.951003
(336.13, 7.17, 322.66) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.50212
(336.13, 7.17, 322.66) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.49813
(336.13, 7.17, 322.66) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.49572
(336.13, 7.17, 322.66) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.49488
(336.13, 7.17, 322.66) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.4956
(336.13, 7.17, 322.66) (328.31, 1.25, 344.92) (1.46, 2.50, 0.44) Cabin 10.4236
(336.13, 7.17, 322.66) (328.31, 1.25, 344.92) (1.46, 2.50, 0.44) Cabin 10.46891
(336.13, 7.17, 322.66) (328.31, 1.25, 344.92) (1.46, 2.50, 0.44) Cabin 10.47432
(336.13, 7.17, 322.66) (328.31, 1.25, 344.92) (1.46, 2.50, 0.44) Cabin 10.4813
(336.13, 7.17, 322.66) (328.31, 1.25, 344.92) (1.46, 2.50, 0.44) Cabin 10.48986
(336.13, 7.17, 322.66) (328.31, 1.25, 344.92) (1.46, 2.50, 0.44) Cabin 10.5
(336.13, 7.17, 322.66) (328.31, 1.25, 344.92) (1.46, 2.50, 0.44) Cabin 10.51174
(336.13, 7.17, 322.66) (328.31, 1.25, 344.92) (1.46, 2.50, 0.44) Cabin 10.48337
(336.13, 7.17, 322.66) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.57307
(336.13, 7.17, 322.66) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.58969
(336.13, 7.17, 322.66) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.60794
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.070339
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.25834
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.459341
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.673647
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.893864
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.13019
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.387328
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.687891
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.015224
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.372988
Å(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.751661
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.069395
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.358253
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.667641
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.999706
(336.13, 7.17, 322.66) (328.31, 1.25, 344.92) (1.46, 2.50, 0.44) Cabin 10.12596
(336.13, 7.17, 322.66) (328.31, 1.25, 344.92) (1.46, 2.50, 0.44) Cabin 10.12155
(336.13, 7.17, 322.66) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.11865
(336.13, 7.17, 322.66) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.11726
(336.13, 7.17, 322.66) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.11738
(336.13, 7.17, 322.66) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.11901
(336.13, 7.17, 322.66) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.12215
(336.13, 7.17, 322.66) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.12681
(336.13, 7.17, 322.66) (328.31, 1.25, 344.92) (1.46, 2.50, 0.44) Cabin 10.13298
(336.13, 7.17, 322.66) (328.31, 1.25, 344.92) (1.46, 2.50, 0.44) Cabin 10.14068
(336.13, 7.17, 322.66) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.1499
(336.13, 7.17, 322.66) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.16066
(336.13, 7.17, 322.66) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.17296
(336.13, 7.17, 322.66) (328.31, 1.25, 344.92) (1.46, 2.50, 0.44) Cabin 10.18681
(336.13, 7.17, 322.66) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.20223
(336.13, 7.17, 322.66) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.21922
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.080431
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.269145
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.470884
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.687126
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.909043
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.146461
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.407799
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.710155
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.039531
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.39508
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.773445
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.110111
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.401758
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.71417
(336.13, 7.17, 322.66) (329.75, 1.25, 344.53) (1.45, 2.50, 0.40) Cabin 9.783447
(336.13, 7.17, 322.66) (329.75, 1.25, 344.53) (1.45, 2.50, 0.40) Cabin 9.777202
(336.13, 7.17, 322.66) (329.75, 1.25, 344.53) (1.45, 2.50, 0.40) Cabin 9.772421
(336.13, 7.17, 322.66) (329.75, 1.25, 344.53) (1.45, 2.50, 0.40) Cabin 9.769105
(336.13, 7.17, 322.66) (329.75, 1.25, 344.53) (1.45, 2.50, 0.40) Cabin 9.76725
(336.13, 7.17, 322.66) (329.75, 1.25, 344.53) (1.45, 2.50, 0.40) Cabin 9.766851
(336.13, 7.17, 322.66) (329.75, 1.25, 344.53) (1.45, 2.50, 0.40) Cabin 9.767909
(336.13, 7.17, 322.66) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.770428
(336.13, 7.17, 322.66) (329.75, 1.25, 344.53) (1.45, 2.50, 0.40) Cabin 9.774405
(336.13, 7.17, 322.66) (329.75, 1.25, 344.53) (1.45, 2.50, 0.40) Cabin 9.779849
(336.13, 7.17, 322.66) (329.75, 1.25, 344.53) (1.45, 2.50, 0.40) Cabin 9.786757
(336.13, 7.17, 322.66) (329.75, 1.25, 344.53) (1.45, 2.50, 0.40) Cabin 9.795141
(336.13, 7.17, 322.66) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.805001
(336.13, 7.17, 322.66) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.81635
(336.13, 7.17, 322.66) (329.75, 1.25, 344.53) (1.45, 2.50, 0.40) Cabin 9.829194
(336.13, 7.17, 322.66) (329.75, 1.25, 344.53) (1.45, 2.50, 0.40) Cabin 9.843543
º(336.13, 7.17, 322.66) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.859406
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.090663
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.280038
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.482599
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.699665
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.924404
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.163009
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.428498
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.732666
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.064029
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.415241
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.795539
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.151798
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.446266
(336.13, 7.17, 322.66) (329.75, 1.25, 344.53) (1.45, 2.50, 0.40) Cabin 9.467426
(336.13, 7.17, 322.66) (329.75, 1.25, 344.53) (1.45, 2.50, 0.40) Cabin 9.4595
(336.13, 7.17, 322.66) (329.75, 1.25, 344.53) (1.45, 2.50, 0.40) Cabin 9.452999
(336.13, 7.17, 322.66) (329.75, 1.25, 344.53) (1.45, 2.50, 0.40) Cabin 9.447916
(336.13, 7.17, 322.66) (329.75, 1.25, 344.53) (1.45, 2.50, 0.40) Cabin 9.444244
(336.13, 7.17, 322.66) (329.75, 1.25, 344.53) (1.45, 2.50, 0.40) Cabin 9.441987
(336.13, 7.17, 322.66) (329.75, 1.25, 344.53) (1.45, 2.50, 0.40) Cabin 9.44114
(336.13, 7.17, 322.66) (329.75, 1.25, 344.53) (1.45, 2.50, 0.40) Cabin 9.441702
(336.13, 7.17, 322.66) (329.75, 1.25, 344.53) (1.45, 2.50, 0.40) Cabin 9.443672
(336.13, 7.17, 322.66) (329.75, 1.25, 344.53) (1.45, 2.50, 0.40) Cabin 9.447054
(336.13, 7.17, 322.66) (329.75, 1.25, 344.53) (1.45, 2.50, 0.40) Cabin 9.451849
(336.13, 7.17, 322.66) (329.75, 1.25, 344.53) (1.45, 2.50, 0.40) Cabin 9.458064
(336.13, 7.17, 322.66) (329.75, 1.25, 344.53) (1.45, 2.50, 0.40) Cabin 9.4657
(336.13, 7.17, 322.66) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.474762
(336.13, 7.17, 322.66) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.48526
(336.13, 7.17, 322.66) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.497199
(336.13, 7.17, 322.66) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.510592
(336.13, 7.17, 322.66) (329.75, 1.25, 344.53) (1.45, 2.50, 0.40) Cabin 9.525443
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.101012
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.291105
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.494419
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.712366
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.940018
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.179741
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.449391
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.755399
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.086332
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.435686
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.817949
(336.13, 7.17, 322.66) (329.75, 1.25, 344.53) (1.45, 2.50, 0.40) Cabin 9.186057
(336.13, 7.17, 322.66) (329.75, 1.25, 344.53) (1.45, 2.50, 0.40) Cabin 9.175188
(336.13, 7.17, 322.66) (329.75, 1.25, 344.53) (1.45, 2.50, 0.40) Cabin 9.165711
(336.13, 7.17, 322.66) (329.75, 1.25, 344.53) (1.45, 2.50, 0.40) Cabin 9.157617
(336.13, 7.17, 322.66) (329.75, 1.25, 344.53) (1.45, 2.50, 0.40) Cabin 9.150904
(336.13, 7.17, 322.66) (329.75, 1.25, 344.53) (1.45, 2.50, 0.40) Cabin 9.145563
(336.13, 7.17, 322.66) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.141593
(336.13, 7.17, 322.66) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.138989
À(336.13, 7.17, 322.66) (329.75, 1.25, 344.53) (1.45, 2.50, 0.40) Cabin 9.137755
(336.13, 7.17, 322.66) (329.75, 1.25, 344.53) (1.45, 2.50, 0.40) Cabin 9.13788
(336.13, 7.17, 322.66) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.139372
(336.13, 7.17, 322.66) (329.75, 1.25, 344.53) (1.45, 2.50, 0.40) Cabin 9.142226
(336.13, 7.17, 322.66) (329.75, 1.25, 344.53) (1.45, 2.50, 0.40) Cabin 9.14645
(336.13, 7.17, 322.66) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.152043
(336.13, 7.17, 322.66) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.15901
(336.13, 7.17, 322.66) (329.75, 1.25, 344.53) (1.45, 2.50, 0.40) Cabin 9.16736
(336.13, 7.17, 322.66) (329.75, 1.25, 344.53) (1.45, 2.50, 0.40) Cabin 9.177094
(336.13, 7.17, 322.66) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.188223
(336.13, 7.17, 322.66) (329.75, 1.25, 344.53) (1.45, 2.50, 0.40) Cabin 9.200753
(336.13, 7.17, 322.66) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.214697
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.111486
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.302282
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.506379
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.725171
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.955832
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.196746
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.470517
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.778347
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.105305
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.456373
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.840626
(336.13, 7.17, 322.66) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.904372
(336.13, 7.17, 322.66) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.893451
(336.13, 7.17, 322.66) (329.75, 1.25, 344.53) (1.45, 2.50, 0.40) Cabin 8.883883
(336.13, 7.17, 322.66) (329.75, 1.25, 344.53) (1.45, 2.50, 0.40) Cabin 8.875659
(336.13, 7.17, 322.66) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.868773
(336.13, 7.17, 322.66) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.86322
(336.13, 7.17, 322.66) (329.75, 1.25, 344.53) (1.45, 2.50, 0.40) Cabin 8.858997
(336.13, 7.17, 322.66) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.856095
(336.13, 7.17, 322.66) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.854519
(336.13, 7.17, 322.66) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.854263
(336.13, 7.17, 322.66) (329.75, 1.25, 344.53) (1.45, 2.50, 0.40) Cabin 8.855332
(336.13, 7.17, 322.66) (329.75, 1.25, 344.53) (1.45, 2.50, 0.40) Cabin 8.857721
(336.13, 7.17, 322.66) (329.75, 1.25, 344.53) (1.45, 2.50, 0.40) Cabin 8.861433
(336.13, 7.17, 322.66) (329.75, 1.25, 344.53) (1.45, 2.50, 0.40) Cabin 8.866475
(336.13, 7.17, 322.66) (329.75, 1.25, 344.53) (1.45, 2.50, 0.40) Cabin 8.872847
(336.13, 7.17, 322.66) (329.75, 1.25, 344.53) (1.45, 2.50, 0.40) Cabin 8.880554
(336.13, 7.17, 322.66) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.889602
(336.13, 7.17, 322.66) (329.75, 1.25, 344.53) (1.45, 2.50, 0.40) Cabin 8.9
(336.13, 7.17, 322.66) (329.75, 1.25, 344.53) (1.45, 2.50, 0.40) Cabin 8.911752
(336.13, 7.17, 322.66) (329.75, 1.25, 344.53) (1.45, 2.50, 0.40) Cabin 8.924873
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.122067
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.313594
(336.13, 7.17, 322.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.518485
