°# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
æ(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.802674
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.575311
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.836257
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.119874
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.4292
≤(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.76784
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.140097
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.553405
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.625387
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17961
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81997
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54808
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36363
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27701
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33851
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58693
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.21089
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.04357
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.43398
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.57615
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.543324
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.723687
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.917094
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.124976
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.348978
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.591008
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.853285
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.138411
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.449451
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.790048
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.164559
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.580935
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.045184
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21922
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86483
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59932
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41679
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33849
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41031
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67195
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.31475
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.16991
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.59875
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.78386
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.5543
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.735441
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.92971
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.138549
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.363619
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.606847
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.870472
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.157124
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.469897
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.812479
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.189274
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.608747
ü(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.076172
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.598785
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91018
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65116
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47067
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40078
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48316
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75831
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.42008
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.29847
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.76648
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.99603
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.565364
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.747291
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.94243
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.152237
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.378388
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.622826
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.887815
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.176011
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.49054
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.835132
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.214241
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.636841
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.107487
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.633903
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.22653
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.99639
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52521
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4639
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55705
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84593
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.52694
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.42931
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.95713
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.576516
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.759237
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.955256
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.166041
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.393284
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.638947
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.905317
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.195072
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.51138
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.858004
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.239458
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.665217
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.13913
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.669402
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.26624
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.95893
í(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.75614
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5279
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63201
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94003
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.6353
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.56246
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.13761
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.587756
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.771278
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.968185
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.179959
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.408307
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.655208
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.922972
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.214308
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.532414
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.8811
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.265038
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.693876
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.171096
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.70528
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30568
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.00608
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.81053
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.72727
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70798
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04118
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.74722
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.69797
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.31005
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.599079
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.783413
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.981218
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.193991
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.423454
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.671607
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.940783
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.233717
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.553643
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.904413
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.291115
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.722815
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.203388
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.741542
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34737
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.05375
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.86555
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.78816
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.84356
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14382
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.8656
Ù(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.83914
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.48577
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.61049
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.79564
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.994352
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.208134
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.438725
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.688144
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.958746
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.253297
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.575065
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.927948
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.317438
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.752034
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.236006
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.778182
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38949
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.10194
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.9212
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.84984
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.916
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.19747
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9792
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.9985
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.6649
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.621984
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.80796
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.007587
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.222389
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.45412
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.704818
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.976862
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.273049
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.59668
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.951698
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.344
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.781532
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.268949
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.815203
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43205
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.15065
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.97749
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.91233
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.98944
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.28841
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.88139
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.86398
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.84754
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.633561
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.82037
(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.020923
Í(335.93, 7.37, 322.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.236754
