¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
î(332.23, 7.42, 363.54) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.841766
(332.23, 7.42, 363.54) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 14.43239
(332.23, 7.42, 363.54) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.604351
(332.23, 7.42, 363.54) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.662535
(332.23, 7.42, 363.54) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.723192
(332.23, 7.42, 363.54) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.786467
(332.23, 7.42, 363.54) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.852515
(332.23, 7.42, 363.54) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.798924
(332.23, 7.42, 363.54) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.828531
(332.23, 7.42, 363.54) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.914243
(332.23, 7.42, 363.54) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.035582
(332.23, 7.42, 363.54) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.162944
(332.23, 7.42, 363.54) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.676436
(332.23, 7.42, 363.54) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.72923
(332.23, 7.42, 363.54) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.791448
(332.23, 7.42, 363.54) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.990355
(332.23, 7.42, 363.54) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.25668
(332.23, 7.42, 363.54) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.32706
(332.23, 7.42, 363.54) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.39998
(332.23, 7.42, 363.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 9.860513
(332.23, 7.42, 363.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 9.635965
(332.23, 7.42, 363.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 9.488953
(332.23, 7.42, 363.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 9.475259
(332.23, 7.42, 363.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 9.463017
(332.23, 7.42, 363.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 9.490659
(332.23, 7.42, 363.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 9.629642
(332.23, 7.42, 363.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 9.774239
ë(332.23, 7.42, 363.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.16736
(332.23, 7.42, 363.54) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.607952
(332.23, 7.42, 363.54) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.666268
(332.23, 7.42, 363.54) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.727066
(332.23, 7.42, 363.54) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.790491
(332.23, 7.42, 363.54) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.856697
(332.23, 7.42, 363.54) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.826529
(332.23, 7.42, 363.54) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.856518
(332.23, 7.42, 363.54) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.932977
(332.23, 7.42, 363.54) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.055157
(332.23, 7.42, 363.54) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.183418
(332.23, 7.42, 363.54) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.734382
(332.23, 7.42, 363.54) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.788141
(332.23, 7.42, 363.54) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.843832
(332.23, 7.42, 363.54) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.033327
(332.23, 7.42, 363.54) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.31262
(332.23, 7.42, 363.54) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.38389
(332.23, 7.42, 363.54) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.45773
(332.23, 7.42, 363.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.11063
(332.23, 7.42, 363.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 9.875092
(332.23, 7.42, 363.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 9.68267
(332.23, 7.42, 363.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 9.668681
(332.23, 7.42, 363.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 9.656171
(332.23, 7.42, 363.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 9.665833
(332.23, 7.42, 363.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 9.810201
(332.23, 7.42, 363.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 9.960455
(332.23, 7.42, 363.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.33678
(332.23, 7.42, 363.54) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.611811
(332.23, 7.42, 363.54) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.670271
(332.23, 7.42, 363.54) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.731221
(332.23, 7.42, 363.54) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.794805
(332.23, 7.42, 363.54) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.86118
(332.23, 7.42, 363.54) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.855106
(332.23, 7.42, 363.54) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.885494
(332.23, 7.42, 363.54) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.952291
(332.23, 7.42, 363.54) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.075343
(332.23, 7.42, 363.54) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.204534
(332.23, 7.42, 363.54) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.79418
(332.23, 7.42, 363.54) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.848944
(332.23, 7.42, 363.54) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.905672
(332.23, 7.42, 363.54) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.07746
(332.23, 7.42, 363.54) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.292936
(332.23, 7.42, 363.54) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.44273
(332.23, 7.42, 363.54) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.51753
(332.23, 7.42, 363.54) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.74755
(332.23, 7.42, 363.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.1283
(332.23, 7.42, 363.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 9.893798
(332.23, 7.42, 363.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 9.871677
(332.23, 7.42, 363.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 9.858889
(332.23, 7.42, 363.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 9.848946
(332.23, 7.42, 363.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 9.999053
å(332.23, 7.42, 363.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.15534
(332.23, 7.42, 363.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.51321
(332.23, 7.42, 363.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.9854
(332.23, 7.42, 363.54) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.61593
(332.23, 7.42, 363.54) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.674544
(332.23, 7.42, 363.54) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.735655
(332.23, 7.42, 363.54) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.79941
(332.23, 7.42, 363.54) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.865966
(332.23, 7.42, 363.54) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.884677
(332.23, 7.42, 363.54) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.91548
(332.23, 7.42, 363.54) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.972196
(332.23, 7.42, 363.54) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.096146
(332.23, 7.42, 363.54) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.2263
(332.23, 7.42, 363.54) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.855885
(332.23, 7.42, 363.54) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.911696
(332.23, 7.42, 363.54) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.969504
(332.23, 7.42, 363.54) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.122774
(332.23, 7.42, 363.54) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.340818
(332.23, 7.42, 363.54) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.50363
(332.23, 7.42, 363.54) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.57943
(332.23, 7.42, 363.54) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.79663
(332.23, 7.42, 363.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.3968
(332.23, 7.42, 363.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.15025
(332.23, 7.42, 363.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.08492
(332.23, 7.42, 363.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.07183
(332.23, 7.42, 363.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.06028
(332.23, 7.42, 363.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.19673
(332.23, 7.42, 363.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.35947
(332.23, 7.42, 363.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.69705
(332.23, 7.42, 363.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.97721
(332.23, 7.42, 363.54) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.620311
(332.23, 7.42, 363.54) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.679087
(332.23, 7.42, 363.54) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.740371
(332.23, 7.42, 363.54) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.804308
(332.23, 7.42, 363.54) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.871057
(332.23, 7.42, 363.54) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.915263
(332.23, 7.42, 363.54) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.946497
(332.23, 7.42, 363.54) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.992694
(332.23, 7.42, 363.54) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.117576
(332.23, 7.42, 363.54) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.248725
(332.23, 7.42, 363.54) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.919556
(332.23, 7.42, 363.54) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.976459
(332.23, 7.42, 363.54) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.035392
(332.23, 7.42, 363.54) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.169298
(332.23, 7.42, 363.54) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.389991
(332.23, 7.42, 363.54) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.56663
(332.23, 7.42, 363.54) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.64347
(332.23, 7.42, 363.54) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.84724
(332.23, 7.42, 363.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.68194
(332.23, 7.42, 363.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.42228
(332.23, 7.42, 363.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.30915
ã(332.23, 7.42, 363.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.29575
(332.23, 7.42, 363.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.28392
(332.23, 7.42, 363.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.40382
(332.23, 7.42, 363.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.57346
(332.23, 7.42, 363.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.88872
(332.23, 7.42, 363.54) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.624954
(332.23, 7.42, 363.54) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.683903
(332.23, 7.42, 363.54) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.74537
(332.23, 7.42, 363.54) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.887127
(332.23, 7.42, 363.54) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.916414
(332.23, 7.42, 363.54) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.946885
(332.23, 7.42, 363.54) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.97857
(332.23, 7.42, 363.54) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.013798
(332.23, 7.42, 363.54) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.13964
(332.23, 7.42, 363.54) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.271819
(332.23, 7.42, 363.54) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.98526
(332.23, 7.42, 363.54) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.043296
(332.23, 7.42, 363.54) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.103402
(332.23, 7.42, 363.54) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.217053
(332.23, 7.42, 363.54) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.440486
(332.23, 7.42, 363.54) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.6318
(332.23, 7.42, 363.54) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.70972
(332.23, 7.42, 363.54) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.89941
(332.23, 7.42, 363.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.98527
(332.23, 7.42, 363.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.71129
(332.23, 7.42, 363.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.54519
(332.23, 7.42, 363.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.53147
(332.23, 7.42, 363.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.51935
(332.23, 7.42, 363.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.62097
(332.23, 7.42, 363.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.798
(332.23, 7.42, 363.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.0887
(332.23, 7.42, 363.54) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.629861
(332.23, 7.42, 363.54) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.934226
(332.23, 7.42, 363.54) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.90935
(332.23, 7.42, 363.54) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.91891
(332.23, 7.42, 363.54) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.94864
(332.23, 7.42, 363.54) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.979567
(332.23, 7.42, 363.54) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.011719
(332.23, 7.42, 363.54) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.045126
(332.23, 7.42, 363.54) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.162349
(332.23, 7.42, 363.54) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.295589
(332.23, 7.42, 363.54) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.053052
(332.23, 7.42, 363.54) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.112274
(332.23, 7.42, 363.54) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.173601
(332.23, 7.42, 363.54) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.26607
(332.23, 7.42, 363.54) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.492332
(332.23, 7.42, 363.54) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.69918
(332.23, 7.42, 363.54) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.77824
(332.23, 7.42, 363.54) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.95317
(332.23, 7.42, 363.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.7207
(332.23, 7.42, 363.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.01884
