¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ş(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.62237
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.038135
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.254578
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.48812
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.740825
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.608314
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.044506
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.567922
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.660068
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.904096
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.428482
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.934045
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34776
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.82706
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.59951
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.68221
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.99448
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.43063
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.71429
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.50663
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.77065
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.59003
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.839145
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.040428
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.25705
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.490788
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.743716
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.586182
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.019703
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.538425
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.869256
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.950196
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.435453
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.910862
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32255
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.81706
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.58589
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.70046
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.99692
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.45125
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.67807
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.58262
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.77408
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.62952
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.841286
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.042728
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.259528
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.493468
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.746619
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.021402
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.99462
ˆ(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.508622
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.101284
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.10696
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.44228
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.888194
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.2979
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.80567
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.57223
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.71677
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.99931
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.47182
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.64304
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.69406
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.78615
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.66911
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.843436
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.045039
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.262018
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.496159
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.749536
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.024573
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.969418
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.478481
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.066727
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.317642
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.448962
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.866038
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.2738
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.79374
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.55853
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.71035
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.00741
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.49232
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.60918
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.74095
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.79815
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.70881
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.845594
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.047359
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.264517
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.498859
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.752462
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.027753
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.943961
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.448078
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.031833
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.559874
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.595782
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.844392
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.25027
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.78178
û(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.54477
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.70384
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.05608
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.51276
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.5765
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.76575
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.8101
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.74862
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.84776
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.049687
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.267025
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.501571
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.755401
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.030946
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.33107
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.4174
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.996668
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.537262
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.838108
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.898458
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.2273
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.76978
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.53158
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.69725
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.10399
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.53314
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.54499
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.7906
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.822
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.78853
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.849934
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.052023
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.269544
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.504292
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.75835
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.034154
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.334569
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.386437
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.961198
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.515133
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.876826
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.11484
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.22441
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75774
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.51873
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.71301
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.15112
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.55278
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.51463
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.81549
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.83384
Š(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.82854
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.852115
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.054368
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.27207
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.507021
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.761307
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.037372
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.338079
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.355218
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.925436
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.493456
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.85339
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24334
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41343
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.74568
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.52168
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.73647
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.19745
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.56976
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.49179
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.84042
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.84561
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.86863
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.854302
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.05672
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.274606
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.509761
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.764278
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.0406
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.341602
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.687675
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.889447
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.472264
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.830496
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21848
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64598
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.85623
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.53135
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.75914
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.24295
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.58675
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.48118
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.86538
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.88162
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.90881
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.856496
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.059078
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.277148
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.512508
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.767255
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.043838
–(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.344812
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.696271
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.853219
