¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
­(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.396193
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.42775
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.72919
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.04899
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.818748
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.019797
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.236201
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.470969
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.725754
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.002514
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.304165
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.634165
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.996645
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.396577
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.84001
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.334358
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.888837
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51502
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.20085
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.97852
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.87513
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95329
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8764
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.21767
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.58044
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96235
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.31501
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.61003
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.91799
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.59829
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.818717
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.019765
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.236166
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.471082
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.725876
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.002648
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.304311
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.634325
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.996819
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.396772
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.840225
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.334598
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.889107
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51532
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.19947
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.97694
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.8756
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95388
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06035
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41384
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7858
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.17764
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.49708
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.79855
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.43115
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.818693
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.01974
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.236138
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.471195
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.725998
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.00278
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.304456
‘(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.634483
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.996995
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.396966
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.840439
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.334841
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.889381
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51563
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.19817
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.97545
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.87607
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.97944
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.10913
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61677
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.99837
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.39006
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68535
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.27117
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.818675
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.019719
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.236116
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.471308
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.726122
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.002915
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.304602
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.634645
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.997172
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.397161
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.840656
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.335083
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.889652
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51594
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.19694
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.97404
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.87654
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.98
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15532
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.76603
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.21845
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.5781
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.11777
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.84054
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.818661
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.019704
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.236102
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.471423
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.726246
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.003048
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.304749
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.634805
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.997348
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.397357
‡(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.840874
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.335326
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.889925
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51502
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.19579
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.97272
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.87701
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.98055
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.15539
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.81771
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.4464
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.97058
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.67911
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.11091
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.818655
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.019697
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.236204
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.471536
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.726369
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.003182
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.304895
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.634966
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.997525
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.397552
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.841092
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.335569
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.890198
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51406
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.19471
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.97148
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.87748
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.98111
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.1382
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.0718
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.54982
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.52406
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.88494
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.61249
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.818652
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.019695
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.23631
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.471651
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.726493
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.003317
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.305043
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.635127
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.997703
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.39775
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.841311
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.335814
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.890474
ø(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51318
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.1937
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.97032
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.87796
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.98167
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.1219
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.0534
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.11605
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.11481
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.36239
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.13934
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.818655
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.019698
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.236415
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.471765
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.726617
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.003453
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.30519
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.63529
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.997881
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.397945
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.841529
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.336059
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.89075
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51236
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.19276
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.96925
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.87843
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.98224
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.10648
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.03599
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.1343
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.29481
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.86369
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.71549
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.818665
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.01971
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.236523
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.471879
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.726742
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.003589
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.305339
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.635452
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.998059
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.398145
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.84175
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.336304
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.891026
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.5116
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.1919
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.96826
ò(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.87891
(331.20, 7.46, 368.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.9828
