¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
É(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.97578
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.936679
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.229777
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.556536
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.921764
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.308118
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.73546
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.210597
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.741933
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33996
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.01797
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.79302
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.68739
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.73076
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.96356
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.44227
(324.66, 7.59, 372.16) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 19.10526
(324.66, 7.59, 372.16) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 18.89623
(324.66, 7.59, 372.16) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 18.86267
(324.66, 7.59, 372.16) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 18.9058
¹(324.66, 7.59, 372.16) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 19.08286
(324.66, 7.59, 372.16) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 22.66914
(324.66, 7.59, 372.16) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 23.18766
(324.66, 7.59, 372.16) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 23.21086
(324.66, 7.59, 372.16) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 22.84916
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.611092
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.774141
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.947863
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.148549
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.375251
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.640948
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.940744
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.235246
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.562806
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.929125
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.316237
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.744463
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.220634
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.753187
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.35267
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.03243
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.80962
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.70664
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.75336
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.99044
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.59868
(324.66, 7.59, 372.16) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 19.08534
(324.66, 7.59, 372.16) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 18.87672
(324.66, 7.59, 372.16) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 18.84793
(324.66, 7.59, 372.16) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 18.89496
(324.66, 7.59, 372.16) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 19.08237
(324.66, 7.59, 372.16) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 23.09075
(324.66, 7.59, 372.16) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 23.70085
(324.66, 7.59, 372.16) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 23.7451
(324.66, 7.59, 372.16) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 23.37651
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.614067
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.777305
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.951234
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.151246
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.378161
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.644619
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.944767
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.240795
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.569118
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.936554
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.324465
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.753584
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.230802
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.764592
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36555
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.04709
Ê(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.82645
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.72616
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.77627
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.01771
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.63396
(324.66, 7.59, 372.16) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 19.06851
(324.66, 7.59, 372.16) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 18.86024
(324.66, 7.59, 372.16) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 18.83604
(324.66, 7.59, 372.16) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 18.88685
(324.66, 7.59, 372.16) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 19.0844
(324.66, 7.59, 372.16) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 21.50669
(324.66, 7.59, 372.16) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 21.76459
(324.66, 7.59, 372.16) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 21.7391
(324.66, 7.59, 372.16) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 22.37947
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.617164
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.780599
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.954744
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.153996
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.38113
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.648252
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.948751
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.246419
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.57547
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.943563
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.332797
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.762823
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.241101
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.776149
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.3786
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.06195
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.84351
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.74596
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.79951
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.04537
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.66971
(324.66, 7.59, 372.16) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 19.05477
(324.66, 7.59, 372.16) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 18.84796
(324.66, 7.59, 372.16) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 18.82697
(324.66, 7.59, 372.16) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 18.88146
(324.66, 7.59, 372.16) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 19.08897
(324.66, 7.59, 372.16) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 21.9594
(324.66, 7.59, 372.16) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 22.29709
(324.66, 7.59, 372.16) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 22.27758
(324.66, 7.59, 372.16) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 21.7122
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.620382
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.784021
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.958392
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.156798
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.384155
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.651846
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.952691
Æ(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.25212
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.581864
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.950613
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.341231
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.772178
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.251534
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.787853
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.39183
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.077
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.8608
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.76603
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.82307
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.10177
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.70597
(324.66, 7.59, 372.16) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 19.04411
(324.66, 7.59, 372.16) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 18.84169
(324.66, 7.59, 372.16) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 18.82071
(324.66, 7.59, 372.16) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 18.87878
(324.66, 7.59, 372.16) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 19.09607
(324.66, 7.59, 372.16) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 22.46918
(324.66, 7.59, 372.16) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 22.85978
(324.66, 7.59, 372.16) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 22.83937
(324.66, 7.59, 372.16) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 21.2188
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.623722
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.787575
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.962178
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.159656
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.38724
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.655401
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.956587
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.257896
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.588295
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.957708
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.349771
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.781649
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.262096
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.799703
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.40522
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.09225
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.87833
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.78636
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.84696
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.13212
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.74279
(324.66, 7.59, 372.16) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 19.03651
(324.66, 7.59, 372.16) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 18.83825
(324.66, 7.59, 372.16) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 18.81728
(324.66, 7.59, 372.16) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 18.87882
(324.66, 7.59, 372.16) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 19.1057
(324.66, 7.59, 372.16) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 21.29037
(324.66, 7.59, 372.16) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 21.11038
«(324.66, 7.59, 372.16) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 21.10145
(324.66, 7.59, 372.16) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 21.43133
(324.66, 7.59, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.627185
