¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ÿ(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.6152
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95312
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87926
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9818
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3692
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.06505
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.19492
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.35993
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13404
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89246
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80857
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89229
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26066
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.93087
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.0148
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.03337
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0832
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83082
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73674
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80134
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15057
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.79499
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.84295
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.70743
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0316
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76886
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66389
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70941
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03905
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.65759
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.66956
ô(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.43982
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9792
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70898
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58997
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62251
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.92624
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51877
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.49475
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.18235
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92672
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65221
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51513
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53455
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81221
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3787
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.31874
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.92425
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.73703
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87876
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59745
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43941
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44565
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6971
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.23752
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.14172
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.66576
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.34248
(430.38, 11.61, 344.87) (426.17, 13.97, 303.27) (8.74, 12.98, 16.54) Truck 23.17906
(430.38, 11.61, 344.87) (426.17, 13.97, 303.27) (8.74, 12.98, 16.54) Truck 23.14496
(430.38, 11.61, 344.87) (426.17, 13.97, 303.27) (8.74, 12.98, 16.54) Truck 23.14018
(430.38, 11.61, 344.87) (426.17, 13.97, 303.27) (8.74, 12.98, 16.54) Truck 22.86433
(430.38, 11.61, 344.87) (426.17, 13.97, 303.27) (8.74, 12.98, 16.54) Truck 22.84103
(430.38, 11.61, 344.87) (426.17, 13.97, 303.27) (8.74, 12.98, 16.54) Truck 22.85159
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5418
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36279
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35587
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58099
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09542
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.96385
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.40718
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.9517
(430.38, 11.61, 344.87) (426.17, 13.97, 303.27) (8.74, 12.98, 16.54) Truck 23.00679
(430.38, 11.61, 344.87) (426.17, 13.97, 303.27) (8.74, 12.98, 16.54) Truck 22.97105
(430.38, 11.61, 344.87) (426.17, 13.97, 303.27) (8.74, 12.98, 16.54) Truck 22.99898
(430.38, 11.61, 344.87) (426.17, 13.97, 303.27) (8.74, 12.98, 16.54) Truck 22.96839
(430.38, 11.61, 344.87) (426.17, 13.97, 303.27) (8.74, 12.98, 16.54) Truck 22.94131
(430.38, 11.61, 344.87) (426.17, 13.97, 303.27) (8.74, 12.98, 16.54) Truck 22.9177
(430.38, 11.61, 344.87) (426.17, 13.97, 303.27) (8.74, 12.98, 16.54) Truck 22.89756
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7805
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48533
• (430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29075
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26528
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.464
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95243
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.78533
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.14883
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.56493
(430.38, 11.61, 344.87) (426.17, 13.97, 303.27) (8.74, 12.98, 16.54) Truck 22.80393
(430.38, 11.61, 344.87) (426.17, 13.97, 303.27) (8.74, 12.98, 16.54) Truck 22.77182
(430.38, 11.61, 344.87) (426.17, 13.97, 303.27) (8.74, 12.98, 16.54) Truck 23.56632
(430.38, 11.61, 344.87) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 16.90248
(430.38, 11.61, 344.87) (426.17, 13.97, 303.27) (8.74, 12.98, 16.54) Truck 22.73814
(430.38, 11.61, 344.87) (426.17, 13.97, 303.27) (8.74, 12.98, 16.54) Truck 22.71452
(430.38, 11.61, 344.87) (426.17, 13.97, 303.27) (8.74, 12.98, 16.54) Truck 22.69433
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73028
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42811
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22499
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17392
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34622
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80881
(430.38, 11.61, 344.87) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 16.81739
(430.38, 11.61, 344.87) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 17.14002
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.0041
(430.38, 11.61, 344.87) (426.17, 13.97, 303.27) (8.74, 12.98, 16.54) Truck 22.7593
(430.38, 11.61, 344.87) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 16.88234
(430.38, 11.61, 344.87) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 16.73378
(430.38, 11.61, 344.87) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 16.89894
(430.38, 11.61, 344.87) (426.17, 13.97, 303.27) (8.74, 12.98, 16.54) Truck 22.52197
(430.38, 11.61, 344.87) (426.17, 13.97, 303.27) (8.74, 12.98, 16.54) Truck 22.50174
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67941
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37017
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15841
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08193
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22778
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66453
(430.38, 11.61, 344.87) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 16.65703
(430.38, 11.61, 344.87) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 16.92857
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.3955
(430.38, 11.61, 344.87) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 17.11322
(430.38, 11.61, 344.87) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 17.07457
(430.38, 11.61, 344.87) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 17.06065
(430.38, 11.61, 344.87) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 17.02577
(430.38, 11.61, 344.87) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 16.99514
(430.38, 11.61, 344.87) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 16.96715
(430.38, 11.61, 344.87) (426.17, 13.97, 303.27) (8.74, 12.98, 16.54) Truck 22.29994
(430.38, 11.61, 344.87) (426.17, 13.97, 303.27) (8.74, 12.98, 16.54) Truck 22.28975
(430.38, 11.61, 344.87) (426.17, 13.97, 303.27) (8.74, 12.98, 16.54) Truck 23.01824
(430.38, 11.61, 344.87) (426.17, 13.97, 303.27) (8.74, 12.98, 16.54) Truck 22.42699
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63016
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31151
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09108
Ä (430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9893
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10875
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51984
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.24745
(430.38, 11.61, 344.87) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 17.03223
(430.38, 11.61, 344.87) (426.17, 13.97, 303.27) (8.74, 12.98, 16.54) Truck 20.3663
(430.38, 11.61, 344.87) (426.17, 13.97, 303.27) (8.74, 12.98, 16.54) Truck 22.36073
(430.38, 11.61, 344.87) (426.17, 13.97, 303.27) (8.74, 12.98, 16.54) Truck 20.33436
(430.38, 11.61, 344.87) (426.17, 13.97, 303.27) (8.74, 12.98, 16.54) Truck 20.30041
(430.38, 11.61, 344.87) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 17.25565
(430.38, 11.61, 344.87) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 17.10488
(430.38, 11.61, 344.87) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 17.2748
(430.38, 11.61, 344.87) (426.17, 13.97, 303.27) (8.74, 12.98, 16.54) Truck 22.11687
(430.38, 11.61, 344.87) (426.17, 13.97, 303.27) (8.74, 12.98, 16.54) Truck 22.10459
(430.38, 11.61, 344.87) (426.17, 13.97, 303.27) (8.74, 12.98, 16.54) Truck 22.11009
(430.38, 11.61, 344.87) (426.17, 13.97, 303.27) (8.74, 12.98, 16.54) Truck 22.29348
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59401
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25218
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02305
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90938
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98922
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37484
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.0679
(430.38, 11.61, 344.87) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 17.17264
(430.38, 11.61, 344.87) (426.17, 13.97, 303.27) (8.74, 12.98, 16.54) Truck 20.33572
(430.38, 11.61, 344.87) (426.17, 13.97, 303.27) (8.74, 12.98, 16.54) Truck 22.18303
(430.38, 11.61, 344.87) (426.17, 13.97, 303.27) (8.74, 12.98, 16.54) Truck 20.4433
(430.38, 11.61, 344.87) (426.17, 13.97, 303.27) (8.74, 12.98, 16.54) Truck 20.46057
(430.38, 11.61, 344.87) (426.17, 13.97, 303.27) (8.74, 12.98, 16.54) Truck 21.86377
(430.38, 11.61, 344.87) (426.17, 13.97, 303.27) (8.74, 12.98, 16.54) Truck 21.83369
(430.38, 11.61, 344.87) (426.17, 13.97, 303.27) (8.74, 12.98, 16.54) Truck 21.80696
(430.38, 11.61, 344.87) (426.17, 13.97, 303.27) (8.74, 12.98, 16.54) Truck 21.93998
(430.38, 11.61, 344.87) (426.17, 13.97, 303.27) (8.74, 12.98, 16.54) Truck 21.92563
(430.38, 11.61, 344.87) (426.17, 13.97, 303.27) (8.74, 12.98, 16.54) Truck 21.93073
(430.38, 11.61, 344.87) (426.17, 13.97, 303.27) (8.74, 12.98, 16.54) Truck 23.12168
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55713
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19227
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95438
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82991
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87023
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22958
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.79691
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.95609
(430.38, 11.61, 344.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.89209
(430.38, 11.61, 344.87) (426.17, 13.97, 303.27) (8.74, 12.98, 16.54) Truck 22.08323
(430.38, 11.61, 344.87) (426.17, 13.97, 303.27) (8.74, 12.98, 16.54) Truck 21.76403
(430.38, 11.61, 344.87) (426.17, 13.97, 303.27) (8.74, 12.98, 16.54) Truck 20.83452
(430.38, 11.61, 344.87) (426.17, 13.97, 303.27) (8.74, 12.98, 16.54) Truck 21.69398
(430.38, 11.61, 344.87) (426.17, 13.97, 303.27) (8.74, 12.98, 16.54) Truck 21.66397
