°# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
è(430.43, 12.13, 342.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.900227
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.321574
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.316772
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.312477
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.308687
õ (430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.305397
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.302607
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.300314
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.298516
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.297212
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.2964
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.296081
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.296254
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.296919
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.298076
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.299727
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.301874
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.304516
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.307656
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.311297
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.315442
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.320093
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.325255
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.33093
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.337124
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.343841
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.351086
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.358865
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.367184
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.37605
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.385468
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.331785
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.326478
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.321681
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.317393
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.31361
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.31033
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.307549
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.305266
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.303477
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.302184
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.301385
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.301079
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.301265
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.301944
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.303117
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.304784
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.306947
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.309606
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.312765
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.316426
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.32059
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.325262
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.330444
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.336143
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.34236
ù (430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.349101
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.356371
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.364177
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.372523
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.381417
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.390864
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.337159
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.331858
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.327068
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.322788
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.319014
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.315742
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.312972
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.310699
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.308923
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.307642
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.306857
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.306564
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.306765
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.30746
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.308649
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.310334
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.312514
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.315193
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.318372
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.322053
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.32624
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.330935
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.336141
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.341863
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.348106
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.354874
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.362173
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.370007
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.378383
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.387308
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.396788
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.343014
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.337719
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.332937
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.328666
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.324901
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.32164
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.31888
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.31662
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.314856
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.313589
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.312818
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.312541
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.312758
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.31347
ù (430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.314677
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.31638
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.318581
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.321281
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.324481
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.328186
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.332395
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.337115
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.342348
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.348098
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.354368
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.361166
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.368494
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.37636
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.384768
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.393727
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.403243
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.349353
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.344065
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.339293
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.335031
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.331276
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.328026
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.325278
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.32303
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.321281
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.320029
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.319273
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.319012
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.319247
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.319978
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.321205
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.322929
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.325151
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.327873
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.331098
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.334827
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.339063
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.343809
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.34907
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.354849
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.361151
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.36798
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.375341
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.383241
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.391842
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.40151
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.411744
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.356181
(430.48, 12.24, 342.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.350902
