¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¾(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6077
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.775851
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.3465
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.0632
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55079
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43503
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45564
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.64657
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.02258
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.23399
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.24272
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.61714
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.02651
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.247737
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.486829
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.745997
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.020846
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.314456
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.631187
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.969284
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.340031
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.759723
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.239736
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.77695
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32817
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.05882
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5592
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44471
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46689
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65978
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.05276
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.32469
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.28342
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.84666
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.46232
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.0316
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.253232
£(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.49278
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.751965
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.022037
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.315752
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.625026
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.962543
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.332624
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.760555
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.240664
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.749236
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32419
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.05425
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56773
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45448
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4782
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67306
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.08317
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.35802
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.32037
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.06109
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.83974
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.036659
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.258692
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.498691
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.753048
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.023213
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.310382
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.618894
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.955836
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.329762
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.761345
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.241545
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.713855
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32006
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.0495
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5763
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46432
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48963
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68649
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.10163
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.39282
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.48979
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.10887
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.43688
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.041681
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.264116
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.504563
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.754118
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.021738
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.304786
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.612796
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.949162
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.330437
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.762091
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.219315
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.678874
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.31577
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.04457
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58492
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47422
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50115
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.70002
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.11775
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.42921
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.80468
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.15899
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.0462
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.046667
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.2695
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.505798
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.755176
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.016614
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.299221
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.60673
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.942527
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.331069
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.762794
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.18802
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.674654
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.31133
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.04
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59362
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48422
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51272
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71362
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.13398
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.46713
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.11104
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.21151
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.81178
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.051618
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.274844
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.506763
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.751341
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.011517
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.293685
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.600698
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.941556
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.331664
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.746079
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.15708
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.670617
§(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30673
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.03464
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60239
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49431
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52441
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.72736
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.15033
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.50666
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.33432
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.26636
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.8299
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.056528
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.276855
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.506382
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.746659
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.006449
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.28818
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.594699
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.942059
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.332216
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.718245
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.126485
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.666448
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30199
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.02908
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61122
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50446
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53619
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.74118
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.1668
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.54778
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.44255
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.33038
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.85039
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.061401
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.277725
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.50207
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.742004
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.001411
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.282708
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.588735
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.942526
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.321007
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.690723
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.10224
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.662145
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.2976
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.02334
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.85936
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51467
(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54805
ª(324.10, 7.18, 396.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75514
