¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ë(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.169882
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.323922
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.878806
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.518061
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.26318
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.15007
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.25399
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.65239
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.57686
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.74591
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.885257
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.99337
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.108306
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.230705
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.361292
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.50089
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.649271
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.807868
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.978435
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.162353
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.361212
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.57687
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.811567
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.068536
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.351483
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.663366
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.010912
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.395138
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.828997
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.320337
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.874522
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.512604
ê(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.2565
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.14216
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.24513
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.64126
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.55367
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.6962
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.884722
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.992804
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.107704
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.230064
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.360609
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.50016
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.648522
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.807062
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.97757
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.16142
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.360201
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.575774
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.810374
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.067301
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.350127
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.661838
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.009139
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.39316
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.826623
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.317251
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.870784
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.507803
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.25056
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.13512
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.23726
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.63133
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.53193
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.64856
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.884289
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.992344
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.107215
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.229544
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.360053
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.499568
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.647924
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.806421
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.97688
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.160676
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.359397
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.574902
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.809422
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.066326
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.349057
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.660623
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.007715
ì(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.391573
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.824668
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.314661
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.867587
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.503653
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.24534
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.12893
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.23037
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.62258
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.51162
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.60295
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.883955
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.99199
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.10684
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.229144
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.359627
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.499111
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.64748
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.805944
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.976367
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.160122
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.358799
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.574253
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.808715
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.065614
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.348275
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.659718
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.006643
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.390379
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.823134
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.31257
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.864933
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.500154
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.24086
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.12361
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.22448
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.61502
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.49274
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.55935
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.883722
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.991744
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.106578
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.228865
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.359329
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.498793
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.647188
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.805632
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.976032
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.15976
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.358407
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.573827
í(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.80825
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.065163
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.347779
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.659127
(372.88, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.005922
