¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
š(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.363674
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.777293
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.1126
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.63901
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.25082
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.94013
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.77453
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.81156
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.33122
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.8146
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.57076
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.96364
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.684
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.936945
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.142479
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.363739
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.602555
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.873453
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.636466
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.16455
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.77459
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.279672
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.612567
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.664542
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.12955
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.65782
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.27339
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.96562
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.80621
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.84299
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.35143
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.84701
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.60432
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.96774
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.68918
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.936972
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.142508
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.363769
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.60259
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.330298
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.633483
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.146709
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.753974
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.328238
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.455696
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.638019
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.14178
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.67688
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.2906
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.99137
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.83818
›(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.87444
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.37164
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.87987
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.63791
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.97202
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.69458
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.937002
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.142542
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.363806
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.602628
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.327518
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.630499
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.128295
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.732599
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.334122
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.337831
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.648464
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.15069
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.6962
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.30378
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.0174
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.87043
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.9059
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.39186
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.90704
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.67155
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.97646
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.70019
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.937037
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.142579
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.363846
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.046178
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.324788
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.627468
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.109265
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.710608
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.189269
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.238146
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.659025
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.16241
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.71577
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.31693
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.0437
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.90298
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.93735
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.41207
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.92537
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.80014
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.98106
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.706
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.937077
±(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.142622
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.363892
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.04365
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.322022
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.624489
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.089691
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.687932
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.054256
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.19698
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.669698
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.17425
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.73559
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.33284
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.07028
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.9358
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.96879
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.43229
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.94373
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.80401
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.98585
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.71209
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.93712
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.142667
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.789874
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.041334
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.319263
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.621484
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.069515
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.664617
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.924467
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.163857
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.680484
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.18623
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75567
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.35527
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.09712
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.96891
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.9996
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.42641
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.96211
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.80802
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.9908
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.71832
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.937169
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.557167
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.790378
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.041893
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.316487
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.6185
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.048816
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.640669
¤(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.799641
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.13014
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.691381
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.19833
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.776
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.37798
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.12422
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.99673
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.03013
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.36589
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.98051
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.81218
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.9959
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.72481
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.93722
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.557677
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.790922
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.042448
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.314508
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.615498
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.027567
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.61608
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.695189
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.095848
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.702386
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.21055
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.79658
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.40098
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.1516
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.01855
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.06061
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.38536
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.99892
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.81645
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.00119
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.73148
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.341288
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.558159
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.791473
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.043048
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.315137
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.612487
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.005761
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.591869
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.595759
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.061007
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.7135
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.22289
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.80812
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.42427
(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.17924
»(336.58, 7.52, 347.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.04032
