¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
–(325.30, 7.54, 372.80) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 18.6366
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.37193
(325.30, 7.54, 372.80) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 19.05993
(325.30, 7.54, 372.80) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 18.91062
(325.30, 7.54, 372.80) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 18.85695
(325.30, 7.54, 372.80) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 18.80639
(325.30, 7.54, 372.80) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 18.68568
(325.30, 7.54, 372.80) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 18.64645
(325.30, 7.54, 372.80) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 18.61016
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.601629
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.774855
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.960029
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.158406
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.371442
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.600758
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.848247
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.014712
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.185641
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.36617
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.557167
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.759577
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.974325
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.202531
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.445539
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.738894
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.332134
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42948
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25028
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8697
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09001
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.52305
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.25984
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.40804
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 20.47099
(325.30, 7.54, 372.80) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 19.14733
(325.30, 7.54, 372.80) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 19.12746
(325.30, 7.54, 372.80) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 19.11049
(325.30, 7.54, 372.80) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 18.69837
(325.30, 7.54, 372.80) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 18.65909
(325.30, 7.54, 372.80) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 18.62275
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.60577
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.779257
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.964718
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.163453
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.376861
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.606582
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.845955
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.007554
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.178069
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.358227
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.548829
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.750728
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.964923
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.192588
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.448209
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.814799
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.340507
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37181
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52475
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87722
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11031
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.54743
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.28964
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.44531
(325.30, 7.54, 372.80) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 19.74976
(325.30, 7.54, 372.80) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 19.16208
(325.30, 7.54, 372.80) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 19.1482
(325.30, 7.54, 372.80) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 19.13721
(325.30, 7.54, 372.80) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 19.1688
(325.30, 7.54, 372.80) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 19.0597
(325.30, 7.54, 372.80) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 19.05728
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.609978
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.783736
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.969539
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.168578
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.382408
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.61257
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.83961
–(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.000898
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.171073
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.350814
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.540987
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.742444
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.956213
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.183326
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.506067
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.911407
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.449292
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31426
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80524
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8852
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13124
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.57256
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.32039
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.48377
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 20.75721
(325.30, 7.54, 372.80) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 18.84481
(325.30, 7.54, 372.80) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 18.887
(325.30, 7.54, 372.80) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 18.80299
(325.30, 7.54, 372.80) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 18.86823
(325.30, 7.54, 372.80) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 18.86308
(325.30, 7.54, 372.80) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 18.86074
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.614273
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.788318
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.974428
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.173875
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.388052
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.618688
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.833709
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.994713
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.164548
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.343929
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.533739
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.734768
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.94807
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.232193
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.565235
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.010468
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.560948
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25677
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84718
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89366
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15279
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59845
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.35206
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.52341
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.28147
(325.30, 7.54, 372.80) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 18.84018
(325.30, 7.54, 372.80) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 18.81885
—(325.30, 7.54, 372.80) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 18.38101
(325.30, 7.54, 372.80) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 18.37329
(325.30, 7.54, 372.80) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 18.76505
(325.30, 7.54, 372.80) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 18.70658
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.618656
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.793016
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.979444
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.179238
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.393828
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.624873
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.828261
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.988988
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.15851
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.337605
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.527047
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.727706
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.976736
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.287942
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.62576
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.112055
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.675641
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31518
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85476
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9077
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17497
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62509
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.38468
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.56425
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.33407
(325.30, 7.54, 372.80) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 18.21077
(325.30, 7.54, 372.80) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 18.20045
(325.30, 7.54, 372.80) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 18.19286
(325.30, 7.54, 372.80) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 18.18799
(325.30, 7.54, 372.80) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 18.18583
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.623122
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.797786
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.98455
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.18474
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.399705
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.631221
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.823254
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.983721
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.152984
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.331765
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.520895
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.737944
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.029386
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.344934
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.704517
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.216196
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.793379
š(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44936
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86272
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93142
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19778
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6525
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.41824
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.60629
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.38824
(325.30, 7.54, 372.80) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 18.14037
(325.30, 7.54, 372.80) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 18.02607
(325.30, 7.54, 372.80) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 18.0186
(325.30, 7.54, 372.80) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 18.75642
(325.30, 7.54, 372.80) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 18.65994
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.627687
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.802648
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.989759
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.190293
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.405721
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.637689
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.818696
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.978945
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.147929
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.326501
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.515302
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.787722
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.083127
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.403138
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.799534
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.323038
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.91437
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46168
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87109
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95559
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22121
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.68068
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.45274
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.64953
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.44401
(325.30, 7.54, 372.80) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 18.35202
(325.30, 7.54, 372.80) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 18.10764
(325.30, 7.54, 372.80) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 18.85852
(325.30, 7.54, 372.80) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 18.85356
(325.30, 7.54, 372.80) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 18.09339
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.63231
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.807602
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.995069
(325.30, 7.54, 372.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.195982
