¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¢(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39675
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.17333
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.8001
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.40352
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.27466
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.926611
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.089844
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.263229
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.447795
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.644601
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.85485
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.079922
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.323595
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.587069
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.850408
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.097441
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.353296
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.627171
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.920998
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.236956
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.57765
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.945943
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50825
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20807
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66882
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.1047
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.63189
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.21529
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.77275
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.924396
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.08744
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.260736
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.445129
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.64175
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.853707
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.081842
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.326814
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.590528
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.845165
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.104098
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.36041
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.634802
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.92919
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.245771
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.587122
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.973605
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56563
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23412
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58998
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03419
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.46708
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.95313
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.31085
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.922323
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.085258
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.258389
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.444203
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.643558
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.856669
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.085039
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.330253
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.594223
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.840308
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.103609
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.368052
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.64298
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.93795
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.255202
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.597287
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02563
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62413
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30041
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51217
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.96946
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.3325
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.72019
¡(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.93252
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.920375
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.08445
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.260006
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.44703
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.646549
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.859882
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.088467
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.333951
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.590471
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.835833
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.098802
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.376261
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.651733
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.947332
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.265294
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.608142
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07859
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68373
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.368
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43531
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.90293
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.28197
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.59666
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.66585
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.921807
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.087082
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.262813
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.450007
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.649755
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.863309
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.092118
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.337882
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.586663
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.831764
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.094481
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.376681
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.661057
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.957323
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.27602
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.619732
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13254
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7445
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43694
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38661
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.83908
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.23114
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.43492
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.42662
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.924455
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.08989
 (410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.265806
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.45319
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.65315
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.866911
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.096015
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.342059
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.583251
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.828097
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.090515
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.372484
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.670949
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.967942
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.287434
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.637015
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18753
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80646
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49408
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35708
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.77787
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.18077
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.22545
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.19197
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.927253
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.092886
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.268964
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.45655
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.656713
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.870755
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.100128
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.346447
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.580173
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.824794
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.087007
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.368709
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.672045
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.979195
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.299515
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.686982
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24349
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86433
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49682
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34899
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.71735
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.13087
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.12687
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.99887
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.930191
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.095982
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.2723
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.460078
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.660515
œ(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.874831
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.10444
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.348904
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.577448
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.82192
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.083925
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.365351
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.668431
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.991055
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.312252
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.73785
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30051
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86735
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50019
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3839
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.65484
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.10722
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.07293
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.83982
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.76583
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.933307
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.09927
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.275803
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.463814
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.664464
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.879063
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.109007
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.346706
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.575123
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.819417
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.081248
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.362508
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.665364
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.992369
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.325693
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.789618
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3052
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87095
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50423
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41938
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.59492
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.0868
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.01349
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.68357
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.44736
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.936541
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.102738
(410.77, 15.10, 308.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.279463
