¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
å(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.736643
(440.00, 14.74, 253.64) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.76685
(440.00, 14.74, 253.64) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.74902
(440.00, 14.74, 253.64) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.73359
(440.00, 14.74, 253.64) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.72053
(440.00, 14.74, 253.64) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.70984
Æ(440.00, 14.74, 253.64) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.7015
(440.00, 14.74, 253.64) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.6955
(440.00, 14.74, 253.64) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.69186
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.013114
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.219599
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.441765
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.681424
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.941421
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.220873
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.52494
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.372159
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.759457
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.185747
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.657174
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18122
(440.00, 14.74, 253.64) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 10.73059
(440.00, 14.74, 253.64) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 10.70854
(440.00, 14.74, 253.64) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 10.68818
(440.00, 14.74, 253.64) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 10.66948
(440.00, 14.74, 253.64) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 10.65244
(440.00, 14.74, 253.64) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 10.63703
(440.00, 14.74, 253.64) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 10.62325
(440.00, 14.74, 253.64) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 10.61109
(440.00, 14.74, 253.64) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.86724
(440.00, 14.74, 253.64) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.84211
(440.00, 14.74, 253.64) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.81941
(440.00, 14.74, 253.64) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.79914
(440.00, 14.74, 253.64) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.78127
(440.00, 14.74, 253.64) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.76579
(440.00, 14.74, 253.64) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.75269
(440.00, 14.74, 253.64) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.74196
(440.00, 14.74, 253.64) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.73359
(440.00, 14.74, 253.64) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.72758
(440.00, 14.74, 253.64) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.72392
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.018957
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.225878
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.448528
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.688731
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.949173
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.229293
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.028388
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.382641
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.770973
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.19846
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.671236
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1969
(440.00, 14.74, 253.64) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 10.56448
(440.00, 14.74, 253.64) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 10.54272
(440.00, 14.74, 253.64) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 10.52261
(440.00, 14.74, 253.64) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 10.50414
(440.00, 14.74, 253.64) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 10.4873
Ü(440.00, 14.74, 253.64) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 10.47207
(440.00, 14.74, 253.64) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 10.45845
(440.00, 14.74, 253.64) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 10.44642
(440.00, 14.74, 253.64) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.90222
(440.00, 14.74, 253.64) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.87702
(440.00, 14.74, 253.64) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.85427
(440.00, 14.74, 253.64) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.83394
(440.00, 14.74, 253.64) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.81602
(440.00, 14.74, 253.64) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.80049
(440.00, 14.74, 253.64) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.78735
(440.00, 14.74, 253.64) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.77658
(440.00, 14.74, 253.64) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.76818
(440.00, 14.74, 253.64) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.76215
(440.00, 14.74, 253.64) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.75846
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.024822
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.232181
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.455319
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.696066
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.956961
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.237754
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.038013
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.393164
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.782545
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.211194
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.685396
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21269
(440.00, 14.74, 253.64) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 10.40496
(440.00, 14.74, 253.64) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 10.38347
(440.00, 14.74, 253.64) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 10.3636
(440.00, 14.74, 253.64) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 10.34536
(440.00, 14.74, 253.64) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 10.32871
(440.00, 14.74, 253.64) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 10.31366
(440.00, 14.74, 253.64) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 10.30019
(440.00, 14.74, 253.64) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 10.28828
(440.00, 14.74, 253.64) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.93976
(440.00, 14.74, 253.64) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.91449
(440.00, 14.74, 253.64) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.89166
(440.00, 14.74, 253.64) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.87127
(440.00, 14.74, 253.64) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.85329
(440.00, 14.74, 253.64) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.83772
(440.00, 14.74, 253.64) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.82453
(440.00, 14.74, 253.64) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.81373
(440.00, 14.74, 253.64) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.80529
(440.00, 14.74, 253.64) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.79922
(440.00, 14.74, 253.64) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.79552
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.030706
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.238505
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.462133
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.703429
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.964786
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.72167
î(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.04768
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.403736
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.794134
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.22402
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.699636
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22854
(440.00, 14.74, 253.64) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 10.25169
(440.00, 14.74, 253.64) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 10.23045
(440.00, 14.74, 253.64) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 10.21083
(440.00, 14.74, 253.64) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 10.19279
(440.00, 14.74, 253.64) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 10.17634
(440.00, 14.74, 253.64) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 10.16146
(440.00, 14.74, 253.64) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 10.14813
(440.00, 14.74, 253.64) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 10.29095
(440.00, 14.74, 253.64) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.97987
(440.00, 14.74, 253.64) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.95452
(440.00, 14.74, 253.64) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.93163
(440.00, 14.74, 253.64) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.91117
(440.00, 14.74, 253.64) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.89313
(440.00, 14.74, 253.64) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.8775
(440.00, 14.74, 253.64) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.86426
(440.00, 14.74, 253.64) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.85342
(440.00, 14.74, 253.64) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.84494
(440.00, 14.74, 253.64) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.83885
(440.00, 14.74, 253.64) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.83512
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.036611
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.244852
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.468972
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.710817
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.972644
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.730579
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.057406
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.414387
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.80583
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.236937
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.713902
(440.00, 14.74, 253.64) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 10.12692
(440.00, 14.74, 253.64) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 10.10434
(440.00, 14.74, 253.64) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 10.08335
(440.00, 14.74, 253.64) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 10.06396
(440.00, 14.74, 253.64) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 10.04614
(440.00, 14.74, 253.64) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 10.02987
(440.00, 14.74, 253.64) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 10.01515
(440.00, 14.74, 253.64) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 10.00196
(440.00, 14.74, 253.64) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 10.37734
(440.00, 14.74, 253.64) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 10.36298
(440.00, 14.74, 253.64) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 10.35019
(440.00, 14.74, 253.64) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.97418
(440.00, 14.74, 253.64) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.95365
(440.00, 14.74, 253.64) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.93555
(440.00, 14.74, 253.64) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.91986
×(440.00, 14.74, 253.64) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.90658
(440.00, 14.74, 253.64) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.89569
(440.00, 14.74, 253.64) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.88718
(440.00, 14.74, 253.64) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.88105
(440.00, 14.74, 253.64) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.87729
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.042533
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.251218
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.475832
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.718231
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.438545
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.739548
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.067161
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.42506
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.817556
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.249893
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.728271
(440.00, 14.74, 253.64) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 10.14338
(440.00, 14.74, 253.64) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 10.11065
(440.00, 14.74, 253.64) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 10.07964
(440.00, 14.74, 253.64) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 10.05032
(440.00, 14.74, 253.64) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 10.02265
(440.00, 14.74, 253.64) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 9.996629
(440.00, 14.74, 253.64) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 9.972224
(440.00, 14.74, 253.64) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 9.949419
(440.00, 14.74, 253.64) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 10.39738
(440.00, 14.74, 253.64) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 10.36831
(440.00, 14.74, 253.64) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 10.37508
(440.00, 14.74, 253.64) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.01937
(440.00, 14.74, 253.64) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.99877
(440.00, 14.74, 253.64) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.9806
(440.00, 14.74, 253.64) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.96485
(440.00, 14.74, 253.64) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.95151
(440.00, 14.74, 253.64) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.94057
(440.00, 14.74, 253.64) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.93202
(440.00, 14.74, 253.64) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.92586
(440.00, 14.74, 253.64) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.92207
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.04801
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.257605
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.482715
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.725668
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.446849
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.748549
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.076991
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.435785
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.829371
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.262888
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.742733
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27661
(440.00, 14.74, 253.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87412
