¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
’(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.76406
(440.00, 14.03, 278.32) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 22.08086
(440.00, 14.03, 278.32) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 22.06661
(440.00, 14.03, 278.32) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 22.05567
(440.00, 14.03, 278.32) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 22.04803
(440.00, 14.03, 278.32) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 22.04368
(440.00, 14.03, 278.32) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 22.04262
(440.00, 14.03, 278.32) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 22.04486
(440.00, 14.03, 278.32) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 22.05038
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.822981
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.018434
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.235777
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.476639
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.7379
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.016935
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.329726
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.672903
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.047318
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.476286
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.95497
õ(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.487853
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.09872
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63374
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54548
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68062
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98296
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.54654
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.61226
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.86272
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.24365
(440.00, 14.03, 278.32) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 22.26818
(440.00, 14.03, 278.32) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 22.2567
(440.00, 14.03, 278.32) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 22.24854
(440.00, 14.03, 278.32) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 22.24371
(440.00, 14.03, 278.32) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 22.24219
(440.00, 14.03, 278.32) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 22.244
(440.00, 14.03, 278.32) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 22.24914
(440.00, 14.03, 278.32) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 22.25759
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.819603
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.013264
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.23143
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.47193
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.732757
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.011312
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.323568
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.666132
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.040426
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.468616
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.944982
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.477412
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08686
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61983
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5268
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65839
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9726
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53028
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.59637
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.01026
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.13154
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.814912
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.008139
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.227069
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.467209
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.726805
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.005666
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.317388
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.659337
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.033476
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.460883
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.932843
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.466891
í(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07491
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.78522
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5078
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63575
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96186
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51333
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.57989
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.16107
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.26625
(440.00, 14.03, 278.32) (439.09, 8.60, 236.65) (2.32, 1.85, 2.92) Tools 24.6715
(440.00, 14.03, 278.32) (439.09, 8.60, 236.65) (2.32, 1.85, 2.92) Tools 24.44345
(440.00, 14.03, 278.32) (439.09, 8.60, 236.65) (2.32, 1.85, 2.92) Tools 24.43215
(440.00, 14.03, 278.32) (439.09, 8.60, 236.65) (2.32, 1.85, 2.92) Tools 24.53027
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.810172
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.003058
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.222699
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.462474
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.720864
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.311185
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.652108
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.02647
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.453087
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.920719
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.456291
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.06285
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.7729
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4896
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61272
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95074
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49566
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.56282
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.31521
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.40445
(440.00, 14.03, 278.32) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 22.09267
(440.00, 14.03, 278.32) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 22.07429
(440.00, 14.03, 278.32) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 22.05924
(440.00, 14.03, 278.32) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 22.04749
(440.00, 14.03, 278.32) (439.09, 8.60, 236.65) (2.32, 1.85, 2.92) Tools 24.53564
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.805477
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.998022
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.218317
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.457731
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.714936
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.994315
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.304962
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.644086
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.01941
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.445234
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.91046
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.445614
ø(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.04685
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.76042
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47485
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5893
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93353
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47742
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.54519
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.4617
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.5462
(440.00, 14.03, 278.32) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 22.16171
(440.00, 14.03, 278.32) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 22.25122
(440.00, 14.03, 278.32) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 22.2165
(440.00, 14.03, 278.32) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 22.00965
(440.00, 14.03, 278.32) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 21.65511
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.800824
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.993034
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.213928
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.452975
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.709023
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.988611
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.298717
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.636078
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.0123
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.437323
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.900918
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.434864
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.0337
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.74778
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46653
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56551
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90474
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46293
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.52701
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.59259
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.68393
(440.00, 14.03, 278.32) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 22.34627
(440.00, 14.03, 278.32) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 22.44304
(440.00, 14.03, 278.32) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 22.41238
(440.00, 14.03, 278.32) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 22.21116
(440.00, 14.03, 278.32) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 21.28744
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.796212
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.988743
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.209527
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.448212
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.703121
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.98289
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.292454
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.628078
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.005135
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.429355
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.891312
û(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.42404
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.02257
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.73498
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.56943
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54136
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87554
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44799
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.50446
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.71576
(440.00, 14.03, 278.32) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 21.00784
(440.00, 14.03, 278.32) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 22.53712
(440.00, 14.03, 278.32) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 22.64155
(440.00, 14.03, 278.32) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 22.61518
(440.00, 14.03, 278.32) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 20.94336
(440.00, 14.03, 278.32) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 21.09419
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.791646
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.98466
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.205119
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.443439
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.697236
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.977151
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.286172
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.620092
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.997921
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.421332
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.881642
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.413148
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.0113
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.72202
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.55656
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51684
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84591
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.43259
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.47855
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.75982
(440.00, 14.03, 278.32) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 21.05942
(440.00, 14.03, 278.32) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 20.88053
(440.00, 14.03, 278.32) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 20.81759
(440.00, 14.03, 278.32) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 20.85509
(440.00, 14.03, 278.32) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 20.99147
(440.00, 14.03, 278.32) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 21.27668
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.787123
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.980569
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.200703
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.438657
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.691365
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.971395
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.279875
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.612119
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.990659
(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.412819
÷(440.00, 14.03, 278.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.871911
