¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ó(336.28, 7.06, 323.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.730089
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.191779
(336.28, 7.06, 323.74) (329.75, 1.25, 344.53) (1.45, 2.50, 0.40) Cabin 8.204329
(336.28, 7.06, 323.74) (329.75, 1.25, 344.53) (1.45, 2.50, 0.40) Cabin 8.218143
(336.28, 7.06, 323.74) (329.75, 1.25, 344.53) (1.45, 2.50, 0.40) Cabin 8.233235
(336.28, 7.06, 323.74) (329.75, 1.25, 344.53) (1.45, 2.50, 0.40) Cabin 8.249619
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.267302
(336.28, 7.06, 323.74) (329.75, 1.25, 344.53) (1.45, 2.50, 0.40) Cabin 8.286301
(336.28, 7.06, 323.74) (329.75, 1.25, 344.53) (1.45, 2.50, 0.40) Cabin 8.30663
(336.28, 7.06, 323.74) (330.07, 2.56, 345.68) (2.10, 0.13, 2.78) Cabin 8.169814
(336.28, 7.06, 323.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.343457
(336.28, 7.06, 323.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.537547
(336.28, 7.06, 323.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.748276
(336.28, 7.06, 323.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.979899
(336.28, 7.06, 323.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.223679
(336.28, 7.06, 323.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.486243
(336.28, 7.06, 323.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.769854
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.007569
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.976197
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.94625
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.917704
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.890537
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.864726
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.840249
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.817086
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.795221
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.774635
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.755311
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.737236
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.720395
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.704773
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.690361
Ì(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.677146
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.66512
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.658401
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.671658
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.686109
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.701768
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.718643
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.736752
(336.28, 7.06, 323.74) (330.07, 2.56, 345.68) (2.10, 0.13, 2.78) Cabin 7.812948
(336.28, 7.06, 323.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.35598
(336.28, 7.06, 323.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.552333
(336.28, 7.06, 323.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.766621
(336.28, 7.06, 323.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.995248
(336.28, 7.06, 323.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.240153
(336.28, 7.06, 323.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.504044
(336.28, 7.06, 323.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.789104
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.035892
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.004387
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.974315
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.94565
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.918367
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.892445
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.867863
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.844601
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.822639
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.801962
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.782552
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.764395
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.747476
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.731782
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.717301
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.704023
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.691935
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.68103
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.6713
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.662736
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.655334
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.649086
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.643988
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.640036
(336.28, 7.06, 323.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.368646
(336.28, 7.06, 323.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.567297
(336.28, 7.06, 323.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.78179
(336.28, 7.06, 323.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.010772
(336.28, 7.06, 323.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.256866
(336.28, 7.06, 323.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.522039
(336.28, 7.06, 323.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.808528
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.06564
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.033998
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.003794
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.975002
ß(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.947599
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.921561
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.896868
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.873499
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.851437
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.830665
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.811164
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.792921
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.775921
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.76015
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.745598
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.732251
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.720101
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.709137
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.699353
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.69074
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.683292
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.677001
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.671867
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.667882
(336.28, 7.06, 323.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.381422
(336.28, 7.06, 323.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.581898
(336.28, 7.06, 323.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.796394
(336.28, 7.06, 323.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.026447
(336.28, 7.06, 323.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.273757
(336.28, 7.06, 323.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.540255
(336.28, 7.06, 323.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.828231
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.096843
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.065056
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.034713
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.005788
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.978256
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.952096
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.927287
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.903808
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.881641
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.860767
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.841172
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.822837
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.805752
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.789901
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.775271
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.761855
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.749639
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.738613
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.728772
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.720107
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.71261
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.706277
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.701105
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.697085
Ğ(336.28, 7.06, 323.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.394328
(336.28, 7.06, 323.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.595653
(336.28, 7.06, 323.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.811154
(336.28, 7.06, 323.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.042295
(336.28, 7.06, 323.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.290819
(336.28, 7.06, 323.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.558672
(336.28, 7.06, 323.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.848133
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.129522
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.097585
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.067095
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.03803
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.010365
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.984078
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.959146
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.93555
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.913274
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.892293
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.872598
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.854169
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.836994
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.821059
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.806351
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.792859
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.780572
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.769484
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.759583
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.750861
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.743315
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.736937
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.731722
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.727666
(336.28, 7.06, 323.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.407383
(336.28, 7.06, 323.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.609613
(336.28, 7.06, 323.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.826088
(336.28, 7.06, 323.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.058321
(336.28, 7.06, 323.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.308057
(336.28, 7.06, 323.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.57726
(336.28, 7.06, 323.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.868257
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.163709
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.131612
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.10097
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.071758
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.043955
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.017533
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.992474
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.968757
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.946363
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.925273
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.905473
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.886945
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.869676
Î(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.853652
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.838859
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.82529
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.812931
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.801773
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.79181
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.783031
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.775432
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.769006
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.763749
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.759655
(336.28, 7.06, 323.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.420557
(336.28, 7.06, 323.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.623707
(336.28, 7.06, 323.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.841181
(336.28, 7.06, 323.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.074534
(336.28, 7.06, 323.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.325459
(336.28, 7.06, 323.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.596027
(336.28, 7.06, 323.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.888619
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.199431
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.167167
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.136366
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.107003
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.079052
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.05249
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.027298
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.003451
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.980936
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.959731
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.939821
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.921189
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.903821
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.887705
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.872826
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.859175
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.846739
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.835511
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.825481
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.816641
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.808988
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.802511
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.797208
(336.28, 7.06, 323.74) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.793076
(336.28, 7.06, 323.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.433844
(336.28, 7.06, 323.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.637928
(336.28, 7.06, 323.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.856404
(336.28, 7.06, 323.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.09086
