¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¿(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.278352
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.23454
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.229737
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.251105
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.273183
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.299648
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.329534
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.361012
(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.848922
(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.126747
(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.429204
(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.759684
(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.122204
(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.521595
(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.963696
(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.29423
(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.583821
Ê(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.893538
(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22551
(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58215
(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31992
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.317883
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.296253
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.229715
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.208615
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.292828
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.31025
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.216888
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.198605
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.183453
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.180135
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.168223
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.214613
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.209874
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.241552
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.262039
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.28603
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.315226
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.346004
(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.817478
(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.092525
(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.391886
(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.718802
(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.077268
(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.471964
(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.908617
(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.287139
(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.576229
(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.885435
(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2168
(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57282
(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21206
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.323335
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.282311
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.229288
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.208619
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.291943
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.317967
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.225646
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.20734
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.190476
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.175242
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.173112
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.219602
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.215349
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.271748
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.289274
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.312709
º(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.338532
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.365902
(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.786139
(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.058493
(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.354748
(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.678213
(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.032606
(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.42269
(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.853944
(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.28047
(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.569143
(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.877813
(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20867
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.54561
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.395
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.340474
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.31041
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.246984
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.222507
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.30063
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.355633
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.235809
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.21841
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.21354
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.210051
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.207936
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.23792
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.243778
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.277379
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.318746
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.341624
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.367609
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.395146
(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.754967
(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.024652
(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.317873
(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.637829
(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.988294
(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.373766
(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.799728
(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.257092
(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.562486
(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.870705
(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20107
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.52148
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.830922
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.435515
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.33346
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.285781
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.270802
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.347358
Â(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.10449
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.396111
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.39298
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.391249
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.439895
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.457266
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.476116
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.496346
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.533323
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.57464
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.622949
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.673653
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.726351
(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.723989
(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.990981
(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.281195
(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.597739
(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.944277
(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.32525
(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.745966
(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.198732
(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.556319
(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.864147
(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.194
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.49935
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.82659
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.31751
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.749291
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.03652
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.11973
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.73383
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.10023
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.15527
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.26326
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.216
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.23531
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.26303
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.30662
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.35214
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.39962
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.4491
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.50063
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.55425
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.56387
(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.693143
(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.957545
(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.244747
(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.557909
(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.900541
(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.277061
(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.692618
“(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.140973
(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.550618
(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.858058
(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18749
(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54136
(321.31, 7.41, 371.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06511
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.10696
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.89685
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.89282
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.95589
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.16524
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.2104
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.28028
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.35912
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.55341
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 13.14325
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 15.49444
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 16.70443
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 16.16002
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 15.65224
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 15.1776
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 14.73303
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 14.31584
(321.31, 7.41, 371.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 13.92365
(321.61, 7.41, 371.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.022933
(321.61, 7.41, 371.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.227556
(321.61, 7.41, 371.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.443728
(321.61, 7.41, 371.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.682489
(321.61, 7.41, 371.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.3737
(321.61, 7.41, 371.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.654662
(321.61, 7.41, 371.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.959069
(321.61, 7.41, 371.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.290046
(321.61, 7.41, 371.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.651044
(321.61, 7.41, 371.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.046355
(321.61, 7.41, 371.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.480987
(321.61, 7.41, 371.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.961068
(321.61, 7.41, 371.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49401
(321.61, 7.41, 371.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08894
(321.61, 7.41, 371.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75726
(321.61, 7.41, 371.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51327
(321.61, 7.41, 371.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37535
(321.61, 7.41, 371.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36725
(321.61, 7.41, 371.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5206
(321.61, 7.41, 371.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87802
(321.61, 7.41, 371.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.45305
(321.61, 7.41, 371.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.21473
(321.61, 7.41, 371.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.20778
(321.61, 7.41, 371.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.41906
(321.61, 7.41, 371.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.02693
