¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ğ(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.06167
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.11509
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.727834
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.39999
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.07568
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.77684
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.60111
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.55576
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.68975
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.0369
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.66453
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.82284
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.33874
(334.65, 7.47, 358.76) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.61827
(334.65, 7.47, 358.76) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.59791
(334.65, 7.47, 358.76) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.58111
¾(334.65, 7.47, 358.76) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.56784
(334.65, 7.47, 358.76) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.5581
(334.65, 7.47, 358.76) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.55189
(334.65, 7.47, 358.76) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.54919
(334.65, 7.47, 358.76) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.55001
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.002666
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.201355
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.42319
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.655652
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.906642
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.17842
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.870152
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.903428
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.174988
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.607454
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.118564
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.719649
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4019
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.08004
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.78676
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.60985
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.56821
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.70178
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.04988
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.67785
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.82564
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.34225
(334.65, 7.47, 358.76) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.69146
(334.65, 7.47, 358.76) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.67103
(334.65, 7.47, 358.76) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.65417
(334.65, 7.47, 358.76) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.64086
(334.65, 7.47, 358.76) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.63108
(334.65, 7.47, 358.76) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.62484
(334.65, 7.47, 358.76) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.62213
(334.65, 7.47, 358.76) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.62294
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.004933
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.203785
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.424525
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.657092
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.9082
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.180106
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.719519
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.818244
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.183605
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.610402
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.121878
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.711087
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4068
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.08216
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.79684
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.61866
Ş(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.5808
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.71389
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.06416
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.6913
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.82865
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.34603
(334.65, 7.47, 358.76) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.76867
(334.65, 7.47, 358.76) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.74817
(334.65, 7.47, 358.76) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.73124
(334.65, 7.47, 358.76) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.71787
(334.65, 7.47, 358.76) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.70806
(334.65, 7.47, 358.76) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.70179
(334.65, 7.47, 358.76) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.69906
(334.65, 7.47, 358.76) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.69987
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.007239
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.206257
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.425735
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.658569
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.909796
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.603097
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.616291
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.826119
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.192261
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.613208
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.125036
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.702145
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41198
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.08424
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.80707
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.62755
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.59354
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.72586
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.07852
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.80648
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.83189
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.35009
(334.65, 7.47, 358.76) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.84996
(334.65, 7.47, 358.76) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.82938
(334.65, 7.47, 358.76) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.81238
(334.65, 7.47, 358.76) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.79897
(334.65, 7.47, 358.76) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.78911
(334.65, 7.47, 358.76) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.78281
(334.65, 7.47, 358.76) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.78006
(334.65, 7.47, 358.76) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.78086
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.009585
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.208771
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.426518
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.660084
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.911434
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.465817
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.526678
Ò(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.834023
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.20095
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.61587
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.128034
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.692829
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41718
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.08627
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.81747
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.6365
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.60616
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.73744
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.09297
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.80933
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.83534
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.35442
(334.65, 7.47, 358.76) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.93539
(334.65, 7.47, 358.76) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.91473
(334.65, 7.47, 358.76) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.89766
(334.65, 7.47, 358.76) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.88419
(334.65, 7.47, 358.76) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.87429
(334.65, 7.47, 358.76) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.86796
(334.65, 7.47, 358.76) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.86519
(334.65, 7.47, 358.76) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.86598
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.011969
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.211328
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.427304
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.661636
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.363749
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.357429
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.507381
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.841959
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.209677
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.618607
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.130876
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.683142
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.42241
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.08826
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.82802
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.64462
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.61587
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.74906
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.1075
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.8123
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.83903
(334.65, 7.47, 358.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.35905
(334.65, 7.47, 358.76) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.02504
(334.65, 7.47, 358.76) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.00429
(334.65, 7.47, 358.76) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.98715
(334.65, 7.47, 358.76) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.97362
(334.65, 7.47, 358.76) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.96367
(334.65, 7.47, 358.76) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.95731
²(334.65, 7.47, 358.76) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.95452
(334.65, 7.47, 358.76) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.95531
