¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ø(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.523822
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.255225
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.358464
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.467522
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.582878
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.029271
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.167789
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.341138
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.532952
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.739983
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.964023
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.207205
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.472072
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.728497
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.002079
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.299959
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.762243
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.325902
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.982634
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.80192
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87973
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11048
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92667
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11337
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30753
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50957
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73598
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98161
ğ(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21668
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44991
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6932
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94705
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.263699
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.367394
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.476944
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.592834
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.039632
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.179621
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.349849
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.542329
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.750077
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.974953
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.219119
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.485038
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.738074
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.012444
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.311247
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.754524
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.316991
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.977828
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.786408
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85878
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0758
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67778
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85704
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0434
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23723
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43896
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66207
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90703
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16309
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40029
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64408
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.272373
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.376535
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.48659
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.919509
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.050212
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.19171
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.358688
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.551892
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.760391
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.986112
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.231218
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.494438
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.747969
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.023223
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.322957
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.746896
û(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.308211
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.973113
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.770895
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83802
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04127
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43992
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61222
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79127
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97744
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17113
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37268
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59265
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83714
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09267
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35535
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.281249
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.385891
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.805769
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.929756
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.061083
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.204074
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.367727
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.561618
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.770887
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.997491
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.24359
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.503909
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.75824
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.034326
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.335093
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.739382
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.29952
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.968493
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.758276
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81736
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01064
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21242
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37814
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55038
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72938
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91549
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10915
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31069
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52777
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77189
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02718
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.290326
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.395459
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.815745
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.940303
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.072238
€(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.216706
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.37695
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.571522
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.781624
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.009115
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.256226
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.513726
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.768864
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.045881
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.347688
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.731948
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.294229
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.963946
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.752865
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79684
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84274
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98625
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15427
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32003
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49233
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6714
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85763
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05138
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25304
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46742
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71148
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.299606
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.707664
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.825938
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.951077
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.08401
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.22963
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.386315
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.581639
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.79255
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.020944
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.269103
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.523881
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.779848
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.057813
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.36072
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.724624
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.290432
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.959475
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.747563
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7765
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64102
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77942
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92294
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08745
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26562
ÿ(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43806
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61731
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80379
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99782
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19979
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41164
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.309091
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.717526
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.836393
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.962093
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.096444
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.242857
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.398732
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.591968
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.8037
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.033033
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.282238
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.53437
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.791193
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.070166
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.37416
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.717372
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.286674
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.955074
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.742376
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7563
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44754
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58113
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71962
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86328
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02403
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20313
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38761
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56721
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75404
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94846
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1509
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.614673
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.727676
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.847075
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.973413
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.109179
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.256341
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.41309
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.602436
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.815024
(360.37, 8.81, 319.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.045307
