¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
­(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.60406
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.052474
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.56272
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.133665
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.811457
£(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.63952
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.63545
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.96665
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.97526
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.89324
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.30391
(381.21, 14.26, 265.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 22.45182
(381.21, 14.26, 265.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 22.40304
(381.21, 14.26, 265.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 22.18173
(381.21, 14.26, 265.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 22.15301
(381.21, 14.26, 265.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 22.64884
(381.21, 14.26, 265.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 22.25712
(381.21, 14.26, 265.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 22.60723
(381.21, 14.26, 265.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 22.59154
(381.21, 14.26, 265.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 22.57924
(381.21, 14.26, 265.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 22.57032
(381.21, 14.26, 265.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 22.48616
(381.21, 14.26, 265.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 22.69072
(381.21, 14.26, 265.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 22.90528
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.289745
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.65354
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.061497
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.572966
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.143767
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.821483
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.64956
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.64818
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.98327
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.99448
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.9479
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.3983
(381.21, 14.26, 265.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 22.60272
(381.21, 14.26, 265.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 22.55728
(381.21, 14.26, 265.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 22.30585
(381.21, 14.26, 265.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 22.27708
(381.21, 14.26, 265.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 22.77579
(381.21, 14.26, 265.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 22.33824
(381.21, 14.26, 265.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 22.73416
(381.21, 14.26, 265.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 22.55866
(381.21, 14.26, 265.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 22.70621
(381.21, 14.26, 265.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 22.69734
(381.21, 14.26, 265.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 22.69187
(381.21, 14.26, 265.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 22.74083
(381.21, 14.26, 265.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 23.15239
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.296393
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.660902
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.069844
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.582444
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.152904
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.830598
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.65834
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.6589
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.9969
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.01413
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.00255
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.4896
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.77068
(381.21, 14.26, 265.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 22.80591
(381.21, 14.26, 265.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 22.43471
(381.21, 14.26, 265.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 22.40587
(381.21, 14.26, 265.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 22.90757
(381.21, 14.26, 265.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 22.88502
(381.21, 14.26, 265.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 22.86592
(381.21, 14.26, 265.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 22.4031
(381.21, 14.26, 265.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 22.83803
(381.21, 14.26, 265.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 22.82922
(381.21, 14.26, 265.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 22.82382
(381.21, 14.26, 265.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 22.82183
(381.21, 14.26, 265.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 22.82324
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.302655
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.667836
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.077512
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.591153
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.161067
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.838799
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.66588
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.66761
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.00752
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.03421
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.05717
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.5777
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.88295
(381.21, 14.26, 265.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 23.2668
(381.21, 14.26, 265.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 22.90135
(381.21, 14.26, 265.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 24.16838
(381.21, 14.26, 265.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 23.00264
(381.21, 14.26, 265.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 22.987
(381.21, 14.26, 265.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 22.48489
(381.21, 14.26, 265.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 22.96606
(381.21, 14.26, 265.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 22.96074
(381.21, 14.26, 265.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 22.95885
(381.21, 14.26, 265.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 22.96039
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.308524
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.674336
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.084494
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.599083
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.16825
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.846078
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.67214
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.67429
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.0151
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.05471
ÿ(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.11176
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.66249
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.97794
(381.21, 14.26, 265.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 22.88702
(381.21, 14.26, 265.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 23.81962
(381.21, 14.26, 265.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 23.79998
(381.21, 14.26, 265.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 23.12884
(381.21, 14.26, 265.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 22.62374
(381.21, 14.26, 265.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 23.10801
(381.21, 14.26, 265.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 23.10277
(381.21, 14.26, 265.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 23.10098
(381.21, 14.26, 265.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 23.16674
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.314003
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.680403
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.090788
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.606234
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.174449
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.852434
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.67715
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.67894
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.01965
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.07565
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.42144
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.83261
(381.21, 14.26, 265.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 23.99407
(381.21, 14.26, 265.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 23.97082
(381.21, 14.26, 265.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 23.95118
(381.21, 14.26, 265.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 22.76771
(381.21, 14.26, 265.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 22.89053
(381.21, 14.26, 265.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 23.25003
(381.21, 14.26, 265.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 23.35505
(381.21, 14.26, 265.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 23.53143
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.319082
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.68603
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.096386
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.612596
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.179659
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.857856
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.68089
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.68156
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.02115
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.09701
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.20111
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.91184
(381.21, 14.26, 265.06) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 24.1079
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.323764
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.691215
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.101289
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.618162
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.183871
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.862342
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.68335
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.68213
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.01961
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.1188
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.6618
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.98795
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.328045
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.695955
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.105488
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.622935
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.187087
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.865891
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.68454
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.68066
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.01501
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.14101
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.90533
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.06082
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.331923
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.700252
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.108982
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.626905
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.189302
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.868498
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.68444
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.67714
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.00737
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.16366
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.01015
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.27632
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.10523
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.335395
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.704099
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.112453
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.63008
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.190518
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.870165
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.68308
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.6716
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.997
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.18674
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.04869
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.35573
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.18346
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.338461
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.707489
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.116227
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.632447
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.190731
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.87089
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.68043
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.66402
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.98795
(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.21025
