¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
§(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92641
(424.99, 9.50, 363.51) (437.56, 9.13, 322.03) (3.51, 3.07, 8.33) Truck 23.3806
ü(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.341482
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.594292
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.866393
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.159954
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.446962
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.753914
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.080686
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.428463
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.803684
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1833
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59514
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0434
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52788
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0423
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60676
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22884
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91769
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68449
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.1196
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.17739
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.92055
(424.99, 9.50, 363.51) (437.56, 9.13, 322.03) (3.51, 3.07, 8.33) Truck 23.66818
(424.99, 9.50, 363.51) (437.56, 9.13, 322.03) (3.51, 3.07, 8.33) Truck 23.07695
(424.99, 9.50, 363.51) (437.56, 9.13, 322.03) (3.51, 3.07, 8.33) Truck 22.9395
(424.99, 9.50, 363.51) (437.56, 9.13, 322.03) (3.51, 3.07, 8.33) Truck 22.96782
(424.99, 9.50, 363.51) (437.56, 9.13, 322.03) (3.51, 3.07, 8.33) Truck 23.01357
(424.99, 9.50, 363.51) (437.56, 9.13, 322.03) (3.51, 3.07, 8.33) Truck 23.06295
(424.99, 9.50, 363.51) (437.56, 9.13, 322.03) (3.51, 3.07, 8.33) Truck 23.116
(424.99, 9.50, 363.51) (437.56, 9.13, 322.03) (3.51, 3.07, 8.33) Truck 23.19797
(424.99, 9.50, 363.51) (437.56, 9.13, 322.03) (3.51, 3.07, 8.33) Truck 23.3339
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.331003
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.583081
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.854264
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.146883
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.440761
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.747252
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.073056
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.420243
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.796536
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18015
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59169
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03964
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52754
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04196
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60639
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22841
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.54298
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.06129
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.95576
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.15552
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.87898
•(424.99, 9.50, 363.51) (437.56, 9.13, 322.03) (3.51, 3.07, 8.33) Truck 23.93387
(424.99, 9.50, 363.51) (437.56, 9.13, 322.03) (3.51, 3.07, 8.33) Truck 23.09661
(424.99, 9.50, 363.51) (437.56, 9.13, 322.03) (3.51, 3.07, 8.33) Truck 22.90958
(424.99, 9.50, 363.51) (437.56, 9.13, 322.03) (3.51, 3.07, 8.33) Truck 22.93515
(424.99, 9.50, 363.51) (437.56, 9.13, 322.03) (3.51, 3.07, 8.33) Truck 22.98076
(424.99, 9.50, 363.51) (437.56, 9.13, 322.03) (3.51, 3.07, 8.33) Truck 23.02999
(424.99, 9.50, 363.51) (437.56, 9.13, 322.03) (3.51, 3.07, 8.33) Truck 23.08289
(424.99, 9.50, 363.51) (437.56, 9.13, 322.03) (3.51, 3.07, 8.33) Truck 23.16172
(424.99, 9.50, 363.51) (437.56, 9.13, 322.03) (3.51, 3.07, 8.33) Truck 23.29601
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.320595
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.57187
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.842235
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.133844
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.434694
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.740683
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.06566
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.412199
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.787837
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1773
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58859
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03626
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52523
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04213
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.30062
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.68684
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.32664
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.06154
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.95294
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.13401
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.83616
(424.99, 9.50, 363.51) (437.56, 9.13, 322.03) (3.51, 3.07, 8.33) Truck 24.21199
(424.99, 9.50, 363.51) (437.56, 9.13, 322.03) (3.51, 3.07, 8.33) Truck 23.12012
(424.99, 9.50, 363.51) (437.56, 9.13, 322.03) (3.51, 3.07, 8.33) Truck 22.8872
(424.99, 9.50, 363.51) (437.56, 9.13, 322.03) (3.51, 3.07, 8.33) Truck 22.90597
(424.99, 9.50, 363.51) (437.56, 9.13, 322.03) (3.51, 3.07, 8.33) Truck 22.95145
(424.99, 9.50, 363.51) (437.56, 9.13, 322.03) (3.51, 3.07, 8.33) Truck 23.00055
(424.99, 9.50, 363.51) (437.56, 9.13, 322.03) (3.51, 3.07, 8.33) Truck 23.05532
(424.99, 9.50, 363.51) (437.56, 9.13, 322.03) (3.51, 3.07, 8.33) Truck 23.13487
(424.99, 9.50, 363.51) (437.56, 9.13, 322.03) (3.51, 3.07, 8.33) Truck 23.26378
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.310226
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.560713
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.830212
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.120875
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.428761
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.734304
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.058423
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.404395
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.779344
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17476
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58587
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03328
à(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.18792
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.53702
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.06765
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.65616
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.32632
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.06254
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.95078
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.11384
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.79356
(424.99, 9.50, 363.51) (437.56, 9.13, 322.03) (3.51, 3.07, 8.33) Truck 24.81315
(424.99, 9.50, 363.51) (437.56, 9.13, 322.03) (3.51, 3.07, 8.33) Truck 23.14747
(424.99, 9.50, 363.51) (437.56, 9.13, 322.03) (3.51, 3.07, 8.33) Truck 22.87708
(424.99, 9.50, 363.51) (437.56, 9.13, 322.03) (3.51, 3.07, 8.33) Truck 22.88025
(424.99, 9.50, 363.51) (437.56, 9.13, 322.03) (3.51, 3.07, 8.33) Truck 22.92561
(424.99, 9.50, 363.51) (437.56, 9.13, 322.03) (3.51, 3.07, 8.33) Truck 22.97459
(424.99, 9.50, 363.51) (437.56, 9.13, 322.03) (3.51, 3.07, 8.33) Truck 23.04092
(424.99, 9.50, 363.51) (437.56, 9.13, 322.03) (3.51, 3.07, 8.33) Truck 23.16026
(424.99, 9.50, 363.51) (437.56, 9.13, 322.03) (3.51, 3.07, 8.33) Truck 23.28433
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.299872
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.549604
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.818256
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.107939
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.421272
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.728075
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.051354
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.396792
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.771083
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.860814
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.19119
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.54333
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.00797
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.51442
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.05725
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.6447
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.32667
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.06426
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.94927
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.10542
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.75115
(424.99, 9.50, 363.51) (437.56, 9.13, 322.03) (3.51, 3.07, 8.33) Truck 23.17882
(424.99, 9.50, 363.51) (437.56, 9.13, 322.03) (3.51, 3.07, 8.33) Truck 22.90641
(424.99, 9.50, 363.51) (437.56, 9.13, 322.03) (3.51, 3.07, 8.33) Truck 22.90778
(424.99, 9.50, 363.51) (437.56, 9.13, 322.03) (3.51, 3.07, 8.33) Truck 22.97305
(424.99, 9.50, 363.51) (437.56, 9.13, 322.03) (3.51, 3.07, 8.33) Truck 23.04946
(424.99, 9.50, 363.51) (437.56, 9.13, 322.03) (3.51, 3.07, 8.33) Truck 23.18554
(424.99, 9.50, 363.51) (437.56, 9.13, 322.03) (3.51, 3.07, 8.33) Truck 23.52618
(424.99, 9.50, 363.51) (437.56, 9.13, 322.03) (3.51, 3.07, 8.33) Truck 24.36054
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.978159
(424.99, 9.50, 363.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.237582
