¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¼(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.383705
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.422257
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.930107
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42179
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97007
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.796208
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.981509
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.179988
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.39307
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.622423
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.869911
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.137674
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.439336
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.773008
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.139252
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.543071
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.965413
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.432774
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.932845
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40335
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94955
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.800139
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.985723
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.184495
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.397923
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.627628
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.875533
º(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.143764
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.446619
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.780976
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.148023
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.552114
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.975066
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.443523
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.936138
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38537
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92962
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.804124
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.989979
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.189055
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.402818
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.632908
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.881229
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.149942
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.45395
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.788997
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.156841
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.561042
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.984915
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.454469
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.939983
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36786
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91019
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.808166
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.9943
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.193688
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.407818
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.638307
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.887039
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.156276
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.461372
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.797119
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.165791
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.570083
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.994938
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.462144
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.944362
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35079
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89125
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.812306
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.998707
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.198439
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.412905
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.643747
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.892947
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.162665
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.468826
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.805302
¸(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.174772
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.579303
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.005101
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.469788
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.949316
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35589
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87281
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.816467
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.003182
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.203225
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.41802
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.649331
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.898933
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.169153
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.476382
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.813593
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.183876
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.588667
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.015428
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.477627
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.95479
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36187
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85491
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.82071
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.007728
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.208092
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.423289
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.654939
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.905024
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.175743
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.483997
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.821913
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.193063
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.598179
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.025366
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.485685
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.960844
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36846
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83753
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.824998
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.012324
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.21302
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.428591
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.660677
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.911219
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.182439
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.491637
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.830306
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.202315
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.607862
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.03282
¸(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.493969
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.967442
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37561
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82065
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.829411
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.016996
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.218074
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.433989
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.666484
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.9175
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.189282
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.499385
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.838797
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.211618
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.617661
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.040472
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.502416
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.974604
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38336
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8288
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.833811
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.021723
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.223132
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.439445
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.672405
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.923873
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.196311
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.507204
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.847305
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.221016
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.627638
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.048306
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.511072
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.982336
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39177
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83793
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.838321
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.026567
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.228277
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.445002
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.67836
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.930338
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.203519
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.515034
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.855961
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.230491
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.63698
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.056307
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.519963
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.990579
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40077
¸(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84771
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.842881
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.03145
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.233533
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.450618
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.684433
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.936897
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.210775
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.522963
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.864598
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.240068
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.64442
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.064533
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.52903
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.999441
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41037
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85819
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.847512
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.036393
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.238818
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.45632
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.690561
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.943531
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.218107
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.530949
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.873388
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.249728
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.652006
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.072912
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.538357
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00884
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42055
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86933
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.850948
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.041417
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.244216
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.462126
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.696794
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.950267
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.225455
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.538976
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.882187
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.259438
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.659805
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.081461
(400.37, 14.81, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.547847
