¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
«(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06868
(345.66, 7.13, 310.95) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 15.49995
(345.66, 7.13, 310.95) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 15.48773
(345.66, 7.13, 310.95) (323.45, 2.78, 317.64) (1.73, 1.29, 1.74) Tools 11.39646
(345.66, 7.13, 310.95) (323.45, 2.78, 317.64) (1.73, 1.29, 1.74) Tools 11.39759
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.104827
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.316181
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.543707
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.789252
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.055086
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.343725
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.658182
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.001966
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.379415
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.795589
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.256782
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.70299
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19121
³(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71391
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29398
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11933
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97898
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.44319
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.42543
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.40929
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.39475
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.38179
(345.66, 7.13, 310.95) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 15.39084
(345.66, 7.13, 310.95) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 15.3764
(345.66, 7.13, 310.95) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 15.36428
(345.66, 7.13, 310.95) (323.45, 2.78, 317.64) (1.73, 1.29, 1.74) Tools 11.23507
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.90958
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.104584
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.315923
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.543412
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.788987
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.054739
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.343363
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.657758
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.001551
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.378946
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.79509
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.253292
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.694813
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18215
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71359
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29362
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.33865
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.31793
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.29882
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.28132
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.26541
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.25107
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.2383
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.22708
(345.66, 7.13, 310.95) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 15.25707
(345.66, 7.13, 310.95) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 15.24505
(345.66, 7.13, 310.95) (323.45, 2.78, 317.64) (1.73, 1.29, 1.74) Tools 11.12262
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.83051
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.104338
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.315641
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.543141
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.788666
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.054426
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.343014
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.657394
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.001142
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.378502
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.794583
À(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.246103
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.686877
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17338
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71301
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2997
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.19917
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.17873
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.15989
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.14263
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.12693
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.11279
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.1002
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.08914
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.07961
(345.66, 7.13, 310.95) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 15.12989
(345.66, 7.13, 310.95) (323.45, 2.78, 317.64) (1.73, 1.29, 1.74) Tools 11.24559
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.95025
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.104112
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.315402
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.542868
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.788379
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.054111
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.342652
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.656997
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.000685
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.378027
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.794067
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.239073
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.679152
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16486
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70353
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.08664
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.06489
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.04472
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.02613
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.0091
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.993624
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.979674
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.967253
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.956345
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.946943
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.76678
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.75984
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.87207
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.86831
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.86617
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.86566
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.86677
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.103871
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.315151
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.54259
´(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.788074
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.053815
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.342314
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.656623
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.000314
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.377563
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.793571
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.232234
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.671618
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15652
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6943
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26011
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.935556
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.915656
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.897311
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.880507
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.865228
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.851464
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.839207
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.828443
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.942839
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.27633
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.26963
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.76233
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.75891
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.75709
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.75689
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.75828
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.103651
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.314902
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.542322
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.787775
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.053489
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.341978
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.65625
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.999879
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.37713
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.793077
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.225614
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.66433
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14846
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6853
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15831
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.810956
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.79131
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.773201
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.756609
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.741527
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.727941
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.715841
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.742128
±(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.03333
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.07316
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.0666
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.89044
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.88698
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.88514
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.88493
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.88635
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.103412
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.314692
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.54209
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.787498
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.053183
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.341661
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.655899
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.999501
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.376719
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.792628
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.219179
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.657253
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14063
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61478
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05853
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.93731
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.764989
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.658544
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.642409
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.627766
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.64831
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.748158
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.851583
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.953577
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.945684
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.957614
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.53977
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.53614
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 11.01795
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 11.01773
(345.66, 7.13, 310.95) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 11.01916
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.103194
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.314453
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.5418
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.78725
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.052906
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.341331
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.655538
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.9991
(345.66, 7.13, 310.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.376272
