¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
 (392.37, 13.82, 249.84) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.232131
(392.37, 13.82, 249.84) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.046087
(392.37, 13.82, 249.84) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.046463
(392.37, 13.82, 249.84) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.047593
(392.37, 13.82, 249.84) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.049477
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.224422
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.443669
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.679963
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.935297
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.210837
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.48966
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.796522
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.130618
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.492321
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.889112
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.350789
(392.37, 13.82, 249.84) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.676104
(392.37, 13.82, 249.84) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.764973
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07424
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50988
(392.37, 13.82, 249.84) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.355767
(392.37, 13.82, 249.84) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.090599
(392.37, 13.82, 249.84) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.076627
ğ(392.37, 13.82, 249.84) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.069399
(392.37, 13.82, 249.84) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.062945
(392.37, 13.82, 249.84) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.057263
(392.37, 13.82, 249.84) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.052347
(392.37, 13.82, 249.84) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.048193
(392.37, 13.82, 249.84) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.044798
(392.37, 13.82, 249.84) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.042159
(392.37, 13.82, 249.84) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.040276
(392.37, 13.82, 249.84) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.039145
(392.37, 13.82, 249.84) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.038767
(392.37, 13.82, 249.84) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.039141
(392.37, 13.82, 249.84) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.040267
(392.37, 13.82, 249.84) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.042148
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.218385
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.437168
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.672944
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.927723
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.203823
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.484814
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.788443
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.118488
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.47905
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.874506
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.342094
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.853777
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42643
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07846
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51441
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98798
(392.37, 13.82, 249.84) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.09236
(392.37, 13.82, 249.84) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.754984
(392.37, 13.82, 249.84) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.453786
(392.37, 13.82, 249.84) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.182952
(392.37, 13.82, 249.84) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.050702
(392.37, 13.82, 249.84) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.045789
(392.37, 13.82, 249.84) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.041639
(392.37, 13.82, 249.84) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.038247
(392.37, 13.82, 249.84) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.03561
(392.37, 13.82, 249.84) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.033728
(392.37, 13.82, 249.84) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.032596
(392.37, 13.82, 249.84) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.032218
(392.37, 13.82, 249.84) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.03259
(392.37, 13.82, 249.84) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.033713
(392.37, 13.82, 249.84) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.03559
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.212361
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.430714
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.665946
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.920151
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.194727
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.475111
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.777423
ã(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.106463
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.4659
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.863959
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.333457
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.844156
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41565
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08327
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51965
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99368
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52706
(392.37, 13.82, 249.84) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.073232
(392.37, 13.82, 249.84) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.626001
(392.37, 13.82, 249.84) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.232831
(392.37, 13.82, 249.84) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.884542
(392.37, 13.82, 249.84) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.573902
(392.37, 13.82, 249.84) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.294951
(392.37, 13.82, 249.84) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.04237
(392.37, 13.82, 249.84) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.029828
(392.37, 13.82, 249.84) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.027946
(392.37, 13.82, 249.84) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.026815
(392.37, 13.82, 249.84) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.026435
(392.37, 13.82, 249.84) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.026805
(392.37, 13.82, 249.84) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.027926
(392.37, 13.82, 249.84) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.029799
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.206345
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.424214
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.6587
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.910851
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.183922
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.465039
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.766459
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.094545
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.45284
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.855166
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.324872
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.834575
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40606
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08743
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52561
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00012
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53874
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.10025
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 18.50475
(392.37, 13.82, 249.84) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.817656
(392.37, 13.82, 249.84) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.279744
(392.37, 13.82, 249.84) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.812043
(392.37, 13.82, 249.84) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.401711
(392.37, 13.82, 249.84) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.038852
(392.37, 13.82, 249.84) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 5.918322
(392.37, 13.82, 249.84) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 5.883019
(392.37, 13.82, 249.84) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.164075
Ë(392.37, 13.82, 249.84) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.021414
(392.37, 13.82, 249.84) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.021783
(392.37, 13.82, 249.84) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.022902
(392.37, 13.82, 249.84) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.024771
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.200339
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.416734
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.649543
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.900919
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.173186
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.45509
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.755635
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.08272
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.439929
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.846375
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.316301
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.825021
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3995
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53226
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01093
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55121
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.08943
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 18.54783
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 20.40305
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 23.29168
(392.37, 13.82, 249.84) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 5.92687
(392.37, 13.82, 249.84) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 5.890569
(392.37, 13.82, 249.84) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 5.855579
(392.37, 13.82, 249.84) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 5.821866
(392.37, 13.82, 249.84) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 5.793756
(392.37, 13.82, 249.84) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 5.801988
(392.37, 13.82, 249.84) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.302167
(392.37, 13.82, 249.84) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.054685
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.192721
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.408274
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.640383
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.891046
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.16247
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.445206
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.744911
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.071037
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.427146
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.837578
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.307798
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.815542
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39293
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0725
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53961
(392.37, 13.82, 249.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02308
