¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Õ(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.99882
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77332
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.44208
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.83571
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.54717
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.8806
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.98544
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.20456
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.870152
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.071178
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.287429
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.972521
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.247354
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.545941
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.871394
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.22745
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.528843
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.762851
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.011482
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.276005
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.603953
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.895975
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08615
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2854
Û(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49427
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71343
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.41043
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.71382
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.3875
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.71707
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.73116
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.07142
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.871325
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.072438
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.288787
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.973399
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.24831
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.546954
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.872526
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.217553
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.433013
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.661426
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.903916
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.161785
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.463632
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.835185
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03498
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23207
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43864
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65536
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.38066
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.59408
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.23111
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.41166
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.48258
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.94218
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.872512
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.073712
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.720367
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.974282
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.249274
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.548006
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.873654
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.129306
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.339813
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.562822
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.79947
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.05091
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.327794
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.68825
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.985334
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18034
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38475
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59908
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.35273
á(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.47644
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.07792
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.20149
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.19454
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.80161
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.873711
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.485973
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.721169
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.975146
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.250222
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.549031
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.874792
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.043442
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.249195
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.467056
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.698039
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.943351
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.204365
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.546171
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.925226
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13023
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33249
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54457
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.32662
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.36545
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.92786
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.99888
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.91259
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.65779
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.874922
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.486722
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.72198
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.97603
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.251165
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.550072
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.860415
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.959851
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.161034
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.373892
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.599505
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.838921
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.093493
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.40873
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.776361
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0817
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28187
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49176
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2574
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.33274
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.78085
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.80112
ò(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.63778
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.51696
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.87663
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.268958
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.487457
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.722786
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.976909
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.252119
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.551115
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.839407
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.930399
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.075249
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.28334
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.503756
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.737554
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.985918
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.275712
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.632535
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01945
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23284
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44061
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16197
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.30173
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.63683
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.60808
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.36992
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.37899
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.68
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.269641
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.48823
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.723588
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.977783
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.253081
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.552135
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.81927
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.909745
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.003511
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.195251
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.410679
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.639059
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.881534
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.146945
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.493436
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.868723
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18541
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39116
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06804
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.27238
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.49573
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.41963
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.10879
õ(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.20015
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.48927
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.9268
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.270344
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.488965
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.724399
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.978678
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.253991
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.553183
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.800058
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.889992
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.983244
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.109597
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.320244
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.543416
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.780211
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.031875
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.358891
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.723102
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1184
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3433
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97559
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.24469
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.35747
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.23561
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.83431
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.82555
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.30429
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.82671
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.917
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.271052
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.489712
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.725219
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.979543
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.254962
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.554193
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.781712
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.871159
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.963923
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.060107
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.232265
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.450434
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.681787
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.927551
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.228706
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.582391
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.96579
(349.08, 7.18, 357.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29705
