¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
û(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.244229
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.451233
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.674345
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.330999
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.606079
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.905281
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.230295
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.584496
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.979694
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.417257
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.901159
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36473
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86111
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40923
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79279
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1895
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59837
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92625
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27367
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64234
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03427
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37134
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59247
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82275
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06615
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38444
ô(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71888
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07064
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44102
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83142
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.044603
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.235003
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.44217
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.069043
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.318932
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.594413
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.892603
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.216506
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.569474
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.960007
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.395525
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.875849
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32382
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81608
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35943
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81713
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21558
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58118
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90811
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25453
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62212
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0128
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42881
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67741
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91308
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22273
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.54781
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88952
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24903
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6278
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.01417
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.035074
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.227034
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.433205
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.057765
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.308224
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.582835
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.880101
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.202899
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.554585
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.94048
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.374001
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.839111
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28362
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77185
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31054
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84258
ñ(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24281
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56535
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8914
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23688
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60343
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99304
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40783
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76706
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06833
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36997
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68634
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.0184
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.36734
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.73436
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.12086
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.025632
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.219866
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.424337
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.046618
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.297642
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.571384
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.867684
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.189426
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.539881
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.923115
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.352674
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.802977
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24404
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72836
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26246
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85441
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24338
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55084
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87609
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2207
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5936
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99953
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43263
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85382
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1539
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45908
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77918
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1153
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46852
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.84018
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.8391
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.016276
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.209853
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.415566
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.035617
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.287182
ı(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.560072
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.855433
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.176103
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.525333
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.9072
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.331537
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.76743
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20514
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68555
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21524
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80201
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23874
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55963
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89977
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26091
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64494
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.054
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48755
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88426
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24253
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55136
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8754
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.21569
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.57341
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.10072
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.007007
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.199936
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.795552
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.024735
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.276817
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.548898
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.843339
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.162941
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.511003
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.891471
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.310621
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.732477
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16689
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64609
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18577
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78491
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28127
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60448
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94721
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31111
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69815
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11056
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51828
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9167
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33431
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.64698
ø(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9751
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31974
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.68211
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.43111
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.997826
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.190113
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.785537
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.015205
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.266606
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.537855
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.831356
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.149918
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.496818
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.875963
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.291921
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.7062
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14983
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63762
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17642
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77455
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27842
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.651
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99634
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36313
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75332
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16917
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55089
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95119
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37647
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.74593
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07831
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.42747
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.65231
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.988733
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.180387
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.775639
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.005809
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.256483
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.526913
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.819543
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.137046
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.482635
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.858196
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.270007
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.699519
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14252
(425.04, 9.58, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62957
