¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
“(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.106064
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52727
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9201
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12186
(353.01, 9.10, 316.25) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 11.55949
(353.01, 9.10, 316.25) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 11.56156
(353.01, 9.10, 316.25) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 11.43161
(353.01, 9.10, 316.25) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 11.20638
(353.01, 9.10, 316.25) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 10.99147
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.66889
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.79688
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.932828
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.082722
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.244252
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.417186
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.602805
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.802491
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.01786
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.25077
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.503474
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.778549
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.075856
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.367798
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.656932
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.976396
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.331018
’(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.720011
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.148525
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.615726
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09115
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68784
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40706
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36488
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74039
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.85104
(353.01, 9.10, 316.25) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 11.63762
(353.01, 9.10, 316.25) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 11.63494
(353.01, 9.10, 316.25) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 11.54257
(353.01, 9.10, 316.25) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 11.31299
(353.01, 9.10, 316.25) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 11.09399
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.318847
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.77835
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.913141
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.062755
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.222897
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.394327
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.578259
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.776062
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.989364
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.219959
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.47004
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.742104
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.03917
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.327366
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.623231
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.945281
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.297003
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.682669
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.107359
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.56673
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03712
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57917
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28324
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2074
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55326
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59001
(353.01, 9.10, 316.25) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 11.71859
(353.01, 9.10, 316.25) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 11.71568
(353.01, 9.10, 316.25) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 11.65748
(353.01, 9.10, 316.25) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 11.42336
(353.01, 9.10, 316.25) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 11.20009
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.301843
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.760146
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.894387
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.043048
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.20186
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.371796
Š(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.5541
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.750073
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.961332
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.189661
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.437151
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.706315
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.997706
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.301595
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.595305
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.914846
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.263762
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.6462
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.067186
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.519005
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.984552
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49962
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16301
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05468
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36514
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33838
(353.01, 9.10, 316.25) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 12.50746
(353.01, 9.10, 316.25) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 11.79954
(353.01, 9.10, 316.25) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 11.7765
(353.01, 9.10, 316.25) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 11.53763
(353.01, 9.10, 316.25) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 11.3099
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.285077
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.742207
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.876173
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.023634
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.181139
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.349619
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.530321
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.724506
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.933732
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.159841
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.404823
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.667457
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.951943
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.262925
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.567995
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.885151
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.231335
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.610641
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.028016
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.472528
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.93335
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44295
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04622
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90654
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17747
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09564
ˆ(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.54482
(353.01, 9.10, 316.25) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 11.88639
(353.01, 9.10, 316.25) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 11.89979
(353.01, 9.10, 316.25) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 11.65594
(353.01, 9.10, 316.25) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 11.42355
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.268547
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.724518
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.85821
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.004531
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.16071
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.32777
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.506873
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.69931
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.906604
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.130503
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.368315
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.626258
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.907053
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.213814
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.541347
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.85614
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.199671
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.575955
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.989824
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.42725
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.883523
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3878
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94805
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76278
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96143
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86135
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.26976
(353.01, 9.10, 316.25) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 11.97633
(353.01, 9.10, 316.25) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 11.98856
(353.01, 9.10, 316.25) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 11.77847
(353.01, 9.10, 316.25) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 11.5412
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.252251
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.37054
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.840529
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.985671
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.140596
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.306244
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.483805
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.674517
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.878889
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.096147
(353.01, 9.10, 316.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.331056
