¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ê(335.97, 7.51, 351.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.141736
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.606649
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.035357
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.510446
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03988
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6195
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20003
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84961
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47981
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46222
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96648
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.64316
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.56981
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.94444
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.402612
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.631839
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.85742
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.092787
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.346044
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.619208
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.914717
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.238291
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.616451
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.046177
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.522492
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05333
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63783
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22048
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87252
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23616
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41784
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96018
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.63588
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.56094
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.9334
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.403752
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.63305
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.858632
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.0941
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.347458
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.620723
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.916366
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.246933
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.626247
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.056997
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.534521
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07084
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65641
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24121
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88935
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99141
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3734
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9537
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.62864
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.55215
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.92241
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.404873
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.634277
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.859935
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.095508
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.348948
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.622357
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.918118
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.25567
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.636103
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.067882
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.546625
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09039
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67525
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2622
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86891
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74611
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32892
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.94706
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.6214
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.54335
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.91143
„(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.405976
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.63546
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.861298
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.096955
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.350514
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.62408
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.920004
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.264411
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.645932
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.078775
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.558722
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10999
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69434
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28354
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84914
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50097
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28439
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.94027
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.61421
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.53455
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.90052
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.407061
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.636632
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.862781
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.098559
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.352247
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.625893
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.92727
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.273194
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.655827
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.089712
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.570876
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12956
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71371
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30512
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83014
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34931
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24931
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.93329
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.60702
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.52579
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.88961
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.408098
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.637764
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.864323
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.1002
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.353997
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.627824
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.93541
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.282109
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.665733
ƒ(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.100666
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.584191
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14915
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73333
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32704
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81182
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3293
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23812
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.92617
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.59988
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.5171
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.87876
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.409117
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.63885
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.86593
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.101939
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.355884
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.629845
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.943571
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.291042
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.675623
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.11164
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.601597
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16876
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75321
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3215
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79422
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31008
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22598
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.91892
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.59277
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.50844
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.86796
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.410118
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.639954
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.867623
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.103745
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.357881
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.632723
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.951815
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.300022
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.68559
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.122613
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.619018
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18835
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77332
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30596
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77735
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29165
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21293
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.91152
…(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.58567
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.49975
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.85719
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.411096
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.640985
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.869411
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.105679
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.359922
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.640297
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.960087
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.309055
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.695516
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.133636
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.636403
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20793
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7937
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29106
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76115
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27398
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19893
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.90394
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.57859
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.49113
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.84647
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.412057
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.64203
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.871286
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.107682
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.362074
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.647944
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.968392
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.318174
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.705493
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.144671
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.65379
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22751
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81436
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27681
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74565
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25706
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17534
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.89623
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.57154
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.48257
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.83579
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.412996
(336.02, 7.48, 351.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.643031
