¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¦ (361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.01666
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.488654
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74118
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65314
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72084
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98783
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51532
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.95486
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.99644
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.52296
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.71609
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.827777
  (361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.98217
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.147557
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.325124
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.690231
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.893136
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.111994
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.348718
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.605541
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.885093
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.191403
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.543902
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.944044
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.398553
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.911626
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95378
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77314
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69033
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76467
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04021
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.57903
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.91233
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.97946
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.66866
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.73454
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.828372
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.982807
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.14824
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.325858
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.693736
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.89691
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.116067
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.353127
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.610332
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.890313
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.197384
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.550401
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.951269
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.406062
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.920097
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98228
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80544
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72789
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80898
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09319
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.63663
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9217
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.99603
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.81761
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.75526
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.82902
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.983499
  (361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.148982
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.327079
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.697345
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.900796
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.120262
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.35767
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.615265
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.895689
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.203501
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.55702
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.95863
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.413695
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.928713
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01095
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83805
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76586
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85374
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14679
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62299
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.93798
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.01438
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.96976
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.77825
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.829715
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.984244
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.14978
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.328761
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.701059
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.904795
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.124579
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.362344
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.620342
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.901223
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.209756
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.563759
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.966123
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.421453
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.937471
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03978
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87096
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80423
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89902
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18811
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6098
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.95579
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.03444
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.07868
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.79573
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.830463
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.985043
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.150637
 (361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.330488
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.704877
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.908906
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.129018
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.367149
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.625563
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.906825
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.216149
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.570619
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.973752
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.429337
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.94637
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06886
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90421
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84297
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93567
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20493
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59699
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.97521
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.05625
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.10351
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.80743
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.83126
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.985895
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.15155
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.518916
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.708799
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.913128
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.133577
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.372087
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.630927
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.912582
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.222679
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.577596
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.981515
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.437345
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.955411
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0981
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93775
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86981
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97032
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20404
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.58462
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.99616
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.07985
(361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.1304
