¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ó(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.130889
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.637728
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.682899
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.677425
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.673403
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.670826
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.0862
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.09874
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.13125
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.181505
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.387011
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.612391
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.857405
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.122382
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.409791
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.722594
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.03183
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.254201
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.529237
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.854706
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.207417
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.590832
ö(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28943
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69394
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.876826
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.698408
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.681494
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.666081
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.559272
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.562574
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.567261
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.670356
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.95682
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.647712
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.642257
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.638247
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.635679
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.892747
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.893064
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.894856
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.177597
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.383001
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.610011
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.854812
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.119598
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.406754
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.719266
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.028842
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.251038
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.552561
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.879886
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.234689
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.62058
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23343
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63254
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06573
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53754
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.641251
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.660354
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.684614
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.801597
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.922937
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.04884
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.3955
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.614207
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.608772
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.604774
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.602213
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.858388
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.858701
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.860488
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.173707
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.380816
á(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.607651
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.852276
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.116796
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.40374
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.716009
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.026325
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.271706
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.576279
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.905568
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.262546
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.650883
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17789
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57244
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00054
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46655
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.07019
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.09021
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.82229
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.39393
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.34481
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.37043
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.36105
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.582362
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.576943
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.572957
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.570404
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.12547
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.12611
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.12826
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.169889
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.378616
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.605283
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.849739
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.114061
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.400779
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.712733
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.024247
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.294143
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.600487
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.931703
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.290941
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.681754
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12356
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51367
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93682
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3972
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.77633
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.75641
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.48612
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.36113
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.31323
ä(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.3377
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.32837
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.00995
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.00463
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.00082
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.998493
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.35029
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.35065
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.35271
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.166057
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.37643
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.602962
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.847198
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.111334
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.397811
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.709527
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.031264
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.316975
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.623946
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.954387
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.312644
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.702214
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09243
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48468
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91031
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.385896
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.369279
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.354115
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.340392
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.3281
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.317226
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.367344
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.509272
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.63488
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.53119
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.31763
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.31629
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.31665
(397.63, 13.95, 247.59) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.3187
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.163072
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.373087
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.598861
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.842342
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.105548
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.39095
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.70148
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.027222
(397.63, 13.95, 247.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.310313
