¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
±(401.45, 14.89, 309.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.078104
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.603154
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.724011
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.850407
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.982691
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.121306
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.266637
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.564221
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.944831
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.261676
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.606135
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.981981
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.286315
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.464198
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.650437
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0687
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77484
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65234
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74681
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21105
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48253
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.97702
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.006007
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.164838
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.2664
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.372298
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.482871
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.598289
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.718925
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.84513
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.977224
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.11556
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.260641
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.434296
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.824602
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.147872
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.482452
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.847056
¶(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.245885
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.466263
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.65258
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07375
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78059
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64097
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73317
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17438
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39233
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.7645
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.998033
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.161115
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.262504
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.368286
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.478685
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.593959
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.714425
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.8404
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.972295
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.110433
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.255259
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.407249
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.685393
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.037639
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.362755
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.716685
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.103271
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.469404
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.655859
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07931
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.787
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63026
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72036
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13852
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.30354
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.55564
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.990103
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.157827
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.259116
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.364742
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.474986
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.590108
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.71042
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.836246
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.967962
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.105924
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.250546
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.402337
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.561744
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.930776
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.246869
º(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.590571
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.965573
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.376268
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.660272
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08549
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79404
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62012
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70821
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10353
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.21612
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.35046
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.982183
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.154971
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.256148
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.361665
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.471801
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.586787
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.706969
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.832664
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.964226
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.102032
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.246476
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.398088
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.557262
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.810896
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.134621
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.468596
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.832548
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.230598
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.665794
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09217
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80172
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61983
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69687
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06936
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.13009
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.1488
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.974329
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.152577
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.253659
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.359083
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.4691
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.583972
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.704069
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.829626
(401.22, 14.88, 309.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.961049
