¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ã(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.239174
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.630211
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.879894
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.150224
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.443788
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.763747
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.113687
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.497978
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.907446
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.358948
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.881981
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47867
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10822
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.468747
ë(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.448879
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.432412
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.418703
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.303943
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.292014
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.281498
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.27239
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.825735
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.36198
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.1426
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.129021
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.811842
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.994052
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.189064
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.398141
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.626155
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.875488
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.145443
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.438618
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.758056
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.107483
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.49115
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.901857
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.352714
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.877322
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47341
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09976
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.606328
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.588186
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.571539
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.556372
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.322794
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.310839
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.300302
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.291174
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.835525
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.38297
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.73301
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.48513
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.146912
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.147505
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.809589
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.991673
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.186477
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.395363
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.622152
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.871199
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.140767
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.433532
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.752535
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.101372
ë(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.484471
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.896427
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.346708
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.872804
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46832
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09167
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.627279
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.609097
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.592411
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.577209
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.343122
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.33114
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.320577
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.311427
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.845461
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.52234
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.46185
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.166841
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.167436
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.807432
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.989379
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.18399
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.392708
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.618252
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.866971
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.136194
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.428554
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.74708
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.095444
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.477903
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.89117
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.340892
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.86843
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4634
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08405
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.649767
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.631539
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.614813
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.599575
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.364939
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.352926
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.34234
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.333166
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.855537
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.53582
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.4166
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.41094
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.607565
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.188233
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.188827
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.805332
ß(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.987105
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.181606
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.390147
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.614439
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.86283
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.131709
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.423682
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.74178
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.089604
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.471482
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.886123
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.335313
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.864237
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45863
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07686
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.560556
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.541142
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.524636
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.509603
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.388264
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.37622
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.365604
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.356407
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.865758
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.5495
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.29498
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.28562
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.211884
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.211102
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.211697
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.803339
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.984954
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.179296
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.387679
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.611605
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.858775
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.127324
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.418902
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.736552
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.083904
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.465244
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.881244
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.331409
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.860168
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45049
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.602902
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.57595
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.554079
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.53755
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.524184
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.413115
ä(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.401036
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.390391
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.381167
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.87612
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.56338
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.09039
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.236253
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.235468
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.236062
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.801363
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.98291
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.177098
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.385303
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.609054
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.854802
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.123036
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.414198
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.731448
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.078326
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.45912
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.876556
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.327934
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.856223
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.650354
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.619855
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.592841
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.568484
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.551927
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.540769
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.43951
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.427399
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.41672
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.40747
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.886624
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.57746
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.14118
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.262139
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.261349
(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.261943
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.799518
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.980898
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.17496
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.38302
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.606576
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.850939
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.118805
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.40966
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.726454
