¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
À(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.28733
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 19.15893
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.455291
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.841669
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.273864
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.773525
Ä(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.342418
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.04237
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.49463
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.84941
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.34436
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.91248
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.66945
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.27093
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.03828
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.52236
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 19.35706
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.91844
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.89011
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.64269
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.47336
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.31581
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.16544
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.0202
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.00457
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.09829
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.18961
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.28459
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.38333
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.48592
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.463081
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.850808
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.285471
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.786386
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.359098
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.06171
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.49919
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.85431
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.37309
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.94426
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.74861
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.35446
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.11407
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.42064
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 19.43954
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.70071
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.8222
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.63508
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.46947
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.31385
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.16352
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.01831
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.96738
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.05819
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.14906
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.2436
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.34188
¯(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.44399
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.470849
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.859456
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.296454
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.798577
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.374862
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.50411
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.85959
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.40196
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.01642
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.82539
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.43684
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.18886
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.43756
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.02481
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.99585
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.07025
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.63156
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.47045
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.31482
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.16447
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.01924
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.9329
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.02085
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.11133
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.22211
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.3456
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.47356
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.47818
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.867607
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.306809
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.810088
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.389684
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.09651
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.50939
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.86525
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.43097
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.24598
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.89289
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.41435
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.36325
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.32324
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.08839
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.05935
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.0331
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.6549
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.05313
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.33847
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.18827
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.04318
®(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.92096
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.03238
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.14793
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.26771
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.39185
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.52046
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.6537
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.485058
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.875254
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.31653
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.820916
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.403563
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.11191
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51503
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.87129
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.46011
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.51726
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.87607
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.47377
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.41236
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.37062
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.15511
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.126
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.09968
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.75549
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.59297
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.43597
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.28431
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.07368
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.9963
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.07958
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.19577
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.31622
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.44104
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.57036
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.70432
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.491483
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.882396
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.325607
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.83105
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.416489
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.12625
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.52103
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.87773
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.48938
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.79372
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.9391
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.54563
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.48271
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.43834
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.22503
¹(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.19585
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.16947
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.86022
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.69606
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.53748
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.38429
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.23631
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.09337
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.12963
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.2465
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.36765
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.4932
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.62328
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.75802
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.49745
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.88903
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.33404
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.840483
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.428445
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.13952
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.52738
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.88455
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.51878
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.94062
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.00038
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.74229
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.57571
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.53244
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.29822
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.26896
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.24251
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 19.9667
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.80334
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.6431
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.48831
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.33877
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.19433
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.18257
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.30017
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.42207
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.54839
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.69163
(380.67, 14.79, 268.70) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.86182
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.502952
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.895151
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.341819
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.849212
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.439425
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.1517
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.5341
(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.90534
Ê(380.67, 14.79, 268.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.5483
