¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‹ (397.81, 14.26, 245.06) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 7.137028
(397.81, 14.26, 245.06) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 9.692817
(397.81, 14.26, 245.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41321
(397.81, 14.26, 245.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.99711
(397.81, 14.26, 245.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.32558
(397.81, 14.26, 245.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.0334
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.752147
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.631859
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.609654
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.588343
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.567906
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.548327
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.529588
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.511674
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.494568
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.521984
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.950738
Œ (397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.957174
(397.81, 14.26, 245.06) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 7.737364
(397.81, 14.26, 245.06) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 7.406537
(397.81, 14.26, 245.06) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 7.389381
(397.81, 14.26, 245.06) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 7.373404
(397.81, 14.26, 245.06) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 7.358591
(397.81, 14.26, 245.06) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 6.551526
(397.81, 14.26, 245.06) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 6.220573
(397.81, 14.26, 245.06) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 6.208482
(397.81, 14.26, 245.06) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 6.197361
(397.81, 14.26, 245.06) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 6.187202
(397.81, 14.26, 245.06) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 7.807322
(397.81, 14.26, 245.06) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 7.918423
(397.81, 14.26, 245.06) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 8.094087
(397.81, 14.26, 245.06) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 10.06031
(397.81, 14.26, 245.06) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 10.04717
(397.81, 14.26, 245.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47679
(397.81, 14.26, 245.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.06664
(397.81, 14.26, 245.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.40973
(397.81, 14.26, 245.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.74957
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.797642
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.66899
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.646585
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.625081
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.604458
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.5847
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.56579
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.547711
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.530448
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.524122
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.986671
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.993299
(397.81, 14.26, 245.06) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 7.341252
(397.81, 14.26, 245.06) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 7.236075
(397.81, 14.26, 245.06) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 7.215879
(397.81, 14.26, 245.06) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 7.196867
(397.81, 14.26, 245.06) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 7.179024
(397.81, 14.26, 245.06) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 7.162336
(397.81, 14.26, 245.06) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 6.87296
(397.81, 14.26, 245.06) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 6.522451
(397.81, 14.26, 245.06) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 6.50626
(397.81, 14.26, 245.06) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 6.491116
(397.81, 14.26, 245.06) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 6.477007
(397.81, 14.26, 245.06) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 8.316616
(397.81, 14.26, 245.06) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 8.44447
(397.81, 14.26, 245.06) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 10.44402
(397.81, 14.26, 245.06) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 10.43005
(397.81, 14.26, 245.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49107
(397.81, 14.26, 245.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.14207
(397.81, 14.26, 245.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.32843
(397.81, 14.26, 245.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.50055
™ (397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.844896
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.786686
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.684827
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.663122
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.642307
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.622365
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.603276
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.585026
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.567601
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.550982
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.023828
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.03066
(397.81, 14.26, 245.06) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 7.287495
(397.81, 14.26, 245.06) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 7.265996
(397.81, 14.26, 245.06) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 7.245702
(397.81, 14.26, 245.06) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 7.226595
(397.81, 14.26, 245.06) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 7.491238
(397.81, 14.26, 245.06) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 7.939474
(397.81, 14.26, 245.06) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 7.488194
(397.81, 14.26, 245.06) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 6.931301
(397.81, 14.26, 245.06) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 6.913608
(397.81, 14.26, 245.06) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 6.897032
(397.81, 14.26, 245.06) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 6.881559
(397.81, 14.26, 245.06) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 8.758226
(397.81, 14.26, 245.06) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 8.900498
(397.81, 14.26, 245.06) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 10.85985
(397.81, 14.26, 245.06) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 10.84494
(397.81, 14.26, 245.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48243
(397.81, 14.26, 245.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22062
(397.81, 14.26, 245.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.19936
(397.81, 14.26, 245.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.29257
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.893979
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.834802
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.724426
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.702513
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.681499
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.661364
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.642091
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.623664
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.606068
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.589287
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.062249
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.069292
(397.81, 14.26, 245.06) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 7.318876
(397.81, 14.26, 245.06) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 7.297268
(397.81, 14.26, 245.06) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 7.27687
(397.81, 14.26, 245.06) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 7.257665
(397.81, 14.26, 245.06) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 7.496864
(397.81, 14.26, 245.06) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 7.707654
(397.81, 14.26, 245.06) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 7.775039
(397.81, 14.26, 245.06) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 7.919433
„ (397.81, 14.26, 245.06) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 7.376556
(397.81, 14.26, 245.06) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 7.358284
(397.81, 14.26, 245.06) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 7.341194
(397.81, 14.26, 245.06) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 7.325275
(397.81, 14.26, 245.06) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 9.40997
(397.81, 14.26, 245.06) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 9.576282
(397.81, 14.26, 245.06) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 11.29597
(397.81, 14.26, 245.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47603
(397.81, 14.26, 245.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.2079
(397.81, 14.26, 245.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.07487
(397.81, 14.26, 245.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.14384
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.944966
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.884778
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.765429
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.7433
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.722078
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.701744
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.68228
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.66367
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.645897
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.628947
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.101973
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.109237
(397.81, 14.26, 245.06) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 7.35164
(397.81, 14.26, 245.06) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 7.329917
(397.81, 14.26, 245.06) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 7.309412
(397.81, 14.26, 245.06) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 7.290104
(397.81, 14.26, 245.06) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 7.428838
(397.81, 14.26, 245.06) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 7.489946
(397.81, 14.26, 245.06) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 7.553205
(397.81, 14.26, 245.06) (390.05, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 9.379189
(397.81, 14.26, 245.06) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 8.40893
(397.81, 14.26, 245.06) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 7.886929
(397.81, 14.26, 245.06) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 7.867896
(397.81, 14.26, 245.06) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 7.850121
(397.81, 14.26, 245.06) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 9.982758
(397.81, 14.26, 245.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16113
(397.81, 14.26, 245.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79716
(397.81, 14.26, 245.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46797
(397.81, 14.26, 245.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.19671
(397.81, 14.26, 245.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.97442
(397.81, 14.26, 245.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.00917
(397.81, 14.26, 245.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.142472
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.936691
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.807885
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.785532
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.764096
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.743553
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.723891
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.70509
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.687134
„ (397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.67001
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.14304
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.150536
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.212388
(397.81, 14.26, 245.06) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 7.363974
(397.81, 14.26, 245.06) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 7.343353
(397.81, 14.26, 245.06) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 7.32394
(397.81, 14.26, 245.06) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 7.305715
(397.81, 14.26, 245.06) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 7.288666
(397.81, 14.26, 245.06) (390.05, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 9.041805
(397.81, 14.26, 245.06) (390.05, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 9.117626
(397.81, 14.26, 245.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71747
(397.81, 14.26, 245.06) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 8.968725
(397.81, 14.26, 245.06) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 8.477393
(397.81, 14.26, 245.06) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 8.457355
(397.81, 14.26, 245.06) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 8.438669
(397.81, 14.26, 245.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14897
(397.81, 14.26, 245.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79347
(397.81, 14.26, 245.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46005
(397.81, 14.26, 245.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.18808
(397.81, 14.26, 245.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.96797
(397.81, 14.26, 245.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.87944
(397.81, 14.26, 245.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.14819
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.990623
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.930511
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.829261
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.8076
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.786844
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.766975
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.747976
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.729831
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.712524
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.741468
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.193233
(397.81, 14.26, 245.06) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.215847
(397.81, 14.26, 245.06) (390.05, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 8.024021
(397.81, 14.26, 245.06) (390.05, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.785214
(397.81, 14.26, 245.06) (390.05, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.768444
(397.81, 14.26, 245.06) (390.05, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.752899
(397.81, 14.26, 245.06) (390.05, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.804963
(397.81, 14.26, 245.06) (390.05, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 8.799983
(397.81, 14.26, 245.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24749
(397.81, 14.26, 245.06) (391.40, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 11.37936
(397.81, 14.26, 245.06) (391.40, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 11.36522
(397.81, 14.26, 245.06) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 9.190737
(397.81, 14.26, 245.06) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 9.167891
(397.81, 14.26, 245.06) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 9.146519
(397.81, 14.26, 245.06) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 9.415777
(397.81, 14.26, 245.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.78825
(397.81, 14.26, 245.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4544
