¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
£(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.72979
˜(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.404963
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.631509
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.638301
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.719196
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.013994
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.343057
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.724111
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.14816
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.598664
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.132254
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.710159
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.37997
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.10036
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.92304
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.70246
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.68824
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.99685
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.5192
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.30196
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.49215
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.24712
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.195077
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.40584
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.632465
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.740403
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.778279
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.010832
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.345658
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.726999
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.151383
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.605321
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.139783
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.707897
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.39663
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.10353
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.92638
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.65716
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.67134
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.0078
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.53878
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.32575
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.52172
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.2848
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.831063
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.406748
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.633444
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.849352
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.851619
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.007612
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.348118
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.72973
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.154432
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.611786
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.147096
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.710626
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41301
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.11559
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.92969
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.61276
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.65337
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.00019
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.50717
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.34969
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.55144
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.32269
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.830959
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.407678
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.634463
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.904828
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.934355
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.005506
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.350435
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.732303
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.154855
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.618056
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.154194
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.724604
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.42273
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.12748
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.93297
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.56925
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.63532
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.99245
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.51083
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.37369
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.5813
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.36078
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.830882
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.026292
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.635475
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.891257
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.054066
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.089702
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.352607
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.734715
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.151422
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.624134
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.161069
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.738338
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.42336
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.1392
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.93622
˜(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.54829
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.61865
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.98458
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.51442
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.39787
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.61129
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.39908
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.830833
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.02624
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.636496
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.881184
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.180488
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.177427
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.354638
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.736969
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.153034
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.630015
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.162233
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.751824
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.42393
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.15074
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.89905
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.53575
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.60262
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.97658
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.54096
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.4221
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.64145
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.43756
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.830812
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.026217
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.637567
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.882337
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.208517
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.283687
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.358798
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.739064
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.158092
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.635701
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.159944
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.76506
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.42448
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.16212
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.86197
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.52308
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.58644
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.96846
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.57669
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.44645
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.67173
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.47623
’(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.83082
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.026225
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.236145
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.883481
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.192865
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.421349
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.455187
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.740998
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.162973
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.641187
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.157598
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.778038
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.42899
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.17283
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.82565
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.51028
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.57012
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.96021
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.59395
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.30637
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.70214
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.51507
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.830854
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.026263
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.236185
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.884673
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.176981
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.556159
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.554872
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.742771
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.167675
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.64647
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.16839
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.790754
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43856
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.17556
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.79009
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.49735
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.55366
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.96283
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.61126
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.27858
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.73269
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.55409
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.830917
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.026328
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.236256
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.885886
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.160902
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.538276
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.687083
‡(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.761129
(324.34, 7.19, 395.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.172196
