¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‚ (418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.113145
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.146204
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.191258
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.243396
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.336254
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.432892
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.623826
(418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85323
(418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49162
(418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87398
(418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28256
(418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72002
(418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.64603
(418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.36095
(418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.36671
(418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.37552
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.121075
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.079403
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.064119
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.049813
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.036472
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.029315
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.041276
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.05419
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.068069
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.093038
ı(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.13637
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.181252
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.230577
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.32302
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.41922
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.601753
(418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79339
(418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23007
(418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85466
(418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26192
(418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.698
(418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59041
(418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.40451
(418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.41034
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.116561
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.073603
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.058324
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.044022
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.030685
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.022256
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.034164
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.047024
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.060846
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.084137
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.127316
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.172041
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.218484
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.310534
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.406323
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.580338
(418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73551
(418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92691
(418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79288
(418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24272
(418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67748
(418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53524
(418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.4513
(418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.4572
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.113034
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.069512
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.053406
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.039107
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.025774
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.016
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.027863
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.040674
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.054446
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.075998
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.119038
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.163619
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.209787
ƒ (418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.29879
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.394193
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.559572
(418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67952
(418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86901
(418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41038
(418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22492
(418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65847
(418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30052
(418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.50134
(418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.50732
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.110488
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.066992
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.049361
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.035065
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.021733
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.010544
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.022365
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.035135
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.048863
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.068617
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.11153
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.155979
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.202013
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.287782
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.382823
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.539448
(418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62545
(418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81305
(418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05044
(418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9911
(418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64093
(418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87621
(418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.55468
(418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.56074
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.108923
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.065443
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.046185
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.031892
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.018562
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.006185
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.017669
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.030404
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.044096
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.061988
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.104787
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.14912
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.195032
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.277504
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.372207
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.519958
 (418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57318
(418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75903
(418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95268
(418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5971
(418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62491
(418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47278
(418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.61136
(418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.6175
(418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.62672
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.108338
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.064864
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.043878
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.029586
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.016257
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.003881
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.013772
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.026477
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.040138
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.056108
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.098807
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.143035
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.188841
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.267949
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.36234
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.501094
(418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52276
(418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70682
(418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89871
(418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22679
(418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19717
(418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08867
(418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.67142
(418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.67766
(418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.68698
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.108731
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.065254
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.042437
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.028146
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.014818
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.002442
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.010671
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.023352
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.036988
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.051594
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.093585
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.137722
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.183434
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.259115
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.353217
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.48285
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.846732
 (418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65653
(418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84664
(418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04492
(418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79132
(418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85891
(418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.73492
(418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.74124
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.110105
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.066613
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.04186
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.027569
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.014242
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.001867
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.008364
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.021028
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.034647
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.049233
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.089118
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.133177
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.17881
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.250995
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.344832
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.46522
(418.64, 13.47, 327.03) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.68698
(418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58704
(418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79646
(418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99295
(418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4103
(418.64, 13.47, 327.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72268
(418.64, 13.47, 327.03) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.24734
(418.64, 13.47, 327.03) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.21163
(418.64, 13.47, 327.03) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.17848
(418.64, 13.47, 327.03) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.14787
(418.64, 13.47, 327.03) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.11978
(418.64, 13.47, 327.03) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.09419
(418.64, 13.47, 327.03) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.07107
(418.64, 13.47, 327.03) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.05041
(418.64, 13.47, 327.03) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.03219
(418.64, 13.47, 327.03) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.790571
(418.64, 13.47, 327.03) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.736245
(418.64, 13.47, 327.03) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.68377
(418.64, 13.47, 327.03) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.633079
(418.64, 13.47, 327.03) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.584109
(418.64, 13.47, 327.03) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.536804
(418.64, 13.47, 327.03) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.491106
(418.64, 13.47, 327.03) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.446962
(418.64, 13.47, 327.03) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.404325
(418.64, 13.47, 327.03) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.363143
(418.64, 13.47, 327.03) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.323371
(418.64, 13.47, 327.03) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.284968
