¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
›(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.211132
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.29451
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.436856
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.586782
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.744886
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.911868
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.088355
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.275214
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.567552
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.945527
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.364625
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.900781
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.558829
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43707
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.2843
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.40502
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.58858
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.31719
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.196132
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.333241
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.477541
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.629581
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.789968
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.959372
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.138493
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.346505
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.701473
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.093818
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.529575
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.086101
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11954
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35759
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.24006
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.2157
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.36273
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.93933
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.233842
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.372811
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.519091
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.673278
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.835985
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.007891
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.189775
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.472256
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.840273
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.24773
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.701162
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.278996
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06562
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28546
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.19564
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.04333
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.20469
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.6311
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.54147
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.272256
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.413149
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.561497
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.717909
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.883009
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.057496
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.2565
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.602339
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.984094
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.407507
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.87973
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.888817
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0108
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21329
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.15346
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.93361
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.00993
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.60291
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.1328
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.311485
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.454323
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.604774
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.763488
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.931037
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.108196
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.378665
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.737013
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.133228
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.573565
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.065735
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.843945
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95512
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14109
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.11347
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.79038
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.76919
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.39396
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.77877
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.351465
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.49631
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.648983
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.809984
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.980088
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.167896
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.504924
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.876409
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.287947
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.746212
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.179585
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.798392
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89857
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06886
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.07567
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.64844
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.63967
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.18745
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.45353
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.392226
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.539196
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.694074
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.857524
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.030234
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.286471
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.635485
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.020887
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.448551
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.851617
—(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.195065
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.751947
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84125
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99667
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.0374
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.50781
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.52737
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.98339
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.13359
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.433825
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.582919
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.740096
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.90602
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.081383
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.408939
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.770572
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.170562
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.547718
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.866315
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.227089
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.809404
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78316
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92454
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.99869
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.44125
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.35844
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.77757
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.88314
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.476241
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.627525
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.787054
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.955522
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.195529
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.535482
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.910359
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.265408
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.561671
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.881366
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.278203
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.867373
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72438
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85251
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.96212
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.38803
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.17634
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.62833
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.66791
(404.73, 12.55, 331.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.519508
