¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ü(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.47671
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.910046
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.106771
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.318189
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.552696
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.805544
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.077346
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.374816
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.704399
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.050511
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.434002
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.859564
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.32336
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.852471
Ò(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.44121
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.10688
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.87936
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.77218
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.8475
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.23775
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.05079
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.38484
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.08023
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.36181
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.69064
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.05076
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.42605
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.7085
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.2933
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.907023
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.10353
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.315059
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.549314
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.801542
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.073003
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.370398
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.699561
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.043406
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.426762
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.849881
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.31362
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.839565
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.428
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.0909
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.85752
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.7498
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.82209
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.11409
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9928
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.33809
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.19324
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.47787
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.77331
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.08011
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.39885
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.7729
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.49817
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.904037
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.100329
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.311942
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.545951
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.797573
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.068695
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.365996
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.693829
Ö(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.036382
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.419574
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.840313
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.303948
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.826802
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41489
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.07503
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.83591
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.72389
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.79557
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.07766
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.93482
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.29083
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.31043
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.59819
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.89695
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.20722
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.52956
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.87589
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.7047
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.90109
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.097168
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.308846
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.542608
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.793636
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.064421
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.361613
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.687489
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.029441
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.412439
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.830862
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.294343
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.814185
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.40187
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.05927
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.81453
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.69731
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.76098
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.04378
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.87688
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.24306
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.38878
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.72293
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.02512
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.339
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.66421
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.99954
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.78591
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.898179
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.094047
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.305768
Í(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.539283
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.789732
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.060184
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.357247
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.681222
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.022584
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.40536
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.821528
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.284812
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.801712
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38895
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.04362
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.79519
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.67101
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.72817
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.00998
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.82596
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.1948
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.32818
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.85216
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.15796
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.4756
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.80257
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.14194
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.87118
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.895304
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.090964
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.302707
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.535979
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.785861
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.055984
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.352898
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.675033
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.01581
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.398336
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.81231
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.275352
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.789385
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.37613
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.02809
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.7764
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.64592
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.70063
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.97626
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.7878
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.14609
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.26961
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.98601
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.29553
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.61545
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.94597
Ã(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.28953
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.96059
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.892468
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.087924
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.299666
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.532696
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.782023
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.05182
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.348571
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.668919
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.009121
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.391371
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.803212
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.265965
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.777206
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.3634
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.01267
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.75775
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.62479
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.67322
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.94265
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.74954
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.09691
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.21305
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.12458
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.4378
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.75984
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.09452
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.44247
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.889671
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.084926
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.296645
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.529434
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.77822
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.047694
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.344264
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.662884
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.002517
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.384459
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.794233
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.256652
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.765178
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34886
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.99736
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.73923
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.60376
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.64594
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.90914
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.4987
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.04729
(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.15851
Ã(437.13, 13.84, 286.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.268
