¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ê(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.91681
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.375805
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.522773
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.678873
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.844951
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.024459
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.21676
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.42273
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.643845
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.869347
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.099984
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.347784
ğ(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.614392
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.901932
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.213313
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.523408
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.834998
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.171656
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.553692
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.970901
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36987
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.79425
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.26716
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.83531
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.57849
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.84236
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.99612
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.22828
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.828528
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.954514
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.088028
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.228766
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.366865
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.513302
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.668825
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.834273
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.013381
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.204929
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.410067
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.630257
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.855255
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.084893
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.331586
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.596914
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.883073
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.192904
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.502966
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.813002
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.148644
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.529071
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.944057
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34315
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.76571
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.23606
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.79723
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.53754
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.7759
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.86919
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.95574
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.821524
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.947107
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.080184
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.220569
ì(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.358195
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.504118
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.659083
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.824075
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.002642
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.193459
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.397791
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.617088
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.841667
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.070347
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.315973
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.580068
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.864901
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.173242
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.483397
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.791951
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.126975
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.505535
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.918404
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.31776
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.73862
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.20653
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.76091
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.49852
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.71201
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.74675
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.69861
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.814696
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.939888
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.07254
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.212623
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.349793
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.495221
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.649643
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.81431
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.992236
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.182349
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.385902
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.604336
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.82858
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.056337
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.30094
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.563851
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.847408
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.154318
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.464699
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.771838
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.10629
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.483074
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.893926
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.29369
ğ(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.71294
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.17856
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.72631
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.46139
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.65062
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.62868
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.45074
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.808043
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.932855
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.065094
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.204929
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.341659
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.486607
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.640506
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.804857
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.982165
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.171596
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.374397
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.591997
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.81599
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.042862
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.286482
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.548258
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.830591
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.136129
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.446858
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.752653
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.086582
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.461677
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.870613
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.27093
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.68868
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.15213
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.69341
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.42613
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.59169
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.51482
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.21288
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.801567
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.926007
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.057844
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.197486
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.333789
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.478274
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.631669
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.795715
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.972424
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.161196
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.363271
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.580068
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.803894
è(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.029917
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.272596
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.53328
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.814443
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.118665
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.429872
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.734388
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.06784
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.441334
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.848449
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.24945
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.66581
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.12722
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.66218
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.3927
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.53517
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.40506
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.9857
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.795265
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.919345
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.050792
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.190252
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.326185
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.470223
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.62313
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.78688
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.963013
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.151152
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.352527
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.568546
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.792289
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.017498
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.259275
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.518917
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.798957
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.101922
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.41373
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.717033
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.050054
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.42203
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.827426
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.22925
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.64432
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.10381
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.63262
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.3611
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.48101
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.30421
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.76822
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.789137
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.912869
ë(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.043936
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.182983
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.318844
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.462451
(353.83, 9.41, 316.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.61489
