¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
²(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.348979
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.747103
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.080051
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.3106
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.556058
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.81777
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.534418
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.513271
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.493494
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.475072
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.457987
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.442229
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.427786
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.414645
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.467467
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.456823
¥(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.447464
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.822603
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.849942
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.95783
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.094978
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.240724
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.395911
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.561379
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.738225
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.927606
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.130849
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.349525
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.585401
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.840489
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.117264
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.41857
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.743478
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.067016
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.296809
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.541366
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.802138
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.466433
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.445519
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.425964
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.407752
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.390866
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.375298
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.361032
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.348058
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.37334
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.390028
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.380806
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.787261
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.78024
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.958164
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.095381
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.241129
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.396328
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.561841
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.738719
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.928137
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.131443
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.35013
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.586018
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.841196
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.118049
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.419414
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.733894
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.054738
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.283761
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.527512
µ(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.787428
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.400774
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.380087
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.360744
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.342735
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.326042
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.310655
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.296558
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.283745
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.33587
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.325514
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.316423
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.719817
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.712912
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.958676
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.09587
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.241693
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.396924
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.562488
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.739395
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.928843
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.132194
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.35095
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.586938
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.842188
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.119103
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.420545
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.72475
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.043121
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.271501
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.514492
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.773559
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.050288
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.316903
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.297769
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.279951
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.263444
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.24823
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.234299
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.258935
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.27343
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.263209
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.254244
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.654683
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.64789
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.959302
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.096554
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.242393
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.397654
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.563258
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.740247
§(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.929758
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.133152
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.352018
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.588082
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.84338
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.120427
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.415619
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.716042
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.032281
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.259997
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.502293
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.760585
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.036448
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.455254
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.236961
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.219332
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.203001
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.187955
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.256793
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.224483
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.213138
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.203047
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.194202
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.591786
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.585099
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.96005
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.097321
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.24323
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.398571
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.564216
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.741282
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.930888
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.134353
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.35327
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.589449
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.844866
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.122056
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.40797
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.707706
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.02218
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.249265
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.490885
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.748442
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.023518
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.317885
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.467992
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.368461
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.35044
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.333738
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.440697
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.398079
¡(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.357133
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.317818
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.280102
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.531062
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.524478
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.96092
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.098287
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.244227
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.399646
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.56538
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.742472
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.932168
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.135737
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.35477
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.59104
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.846638
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.123928
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.400695
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.699824
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.012725
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.23928
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.480315
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.737177
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.011534
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.330871
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.738712
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.916339
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.579124
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.538407
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.524156
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.511219
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.499588
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.489254
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.466643
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.472445
(338.20, 7.64, 337.51) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.46596
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.961935
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.099338
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.245389
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.400851
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.566676
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.743871
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.933631
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.137338
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.356487
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.592884
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.84862
(338.20, 7.64, 337.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.118587
