¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Å(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.842703
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.014903
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.379845
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.78097
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.223906
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.897902
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.529532
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.507468
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.486781
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.467454
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.449474
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.432825
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.434632
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.636204
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.883006
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.500082
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.4937
¸(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.488741
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.485202
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.661965
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.661248
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.661972
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.66414
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.66775
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.67281
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.14249
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.38446
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.605366
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.843178
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.099847
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.377653
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.679261
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.010808
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.375358
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.776045
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.252504
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.99072
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.369283
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.347632
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.327335
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.308372
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.29073
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.274396
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.307
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.502228
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.857814
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.574805
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.568414
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.563455
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.55993
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.14271
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.15036
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.16174
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.17467
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.18915
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.20519
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.22282
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.384688
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.605604
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.843433
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.100134
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.377932
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.679602
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.00823
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.37087
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.771095
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.332676
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08456
Õ(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.216148
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.194895
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.174971
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.156355
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.139037
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.123001
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.184038
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.373255
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.832299
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.652158
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.645757
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.6408
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.637289
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.22329
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.23228
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.24388
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.25704
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.27177
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.28808
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.30598
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.384912
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.605857
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.843674
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.10038
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.378237
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.679906
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.008584
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.367925
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.766164
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.413641
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.091892
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.0697
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.048826
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.029257
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.010974
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.993966
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.978217
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.065523
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.249032
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.806472
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.834587
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.09605
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.08534
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.70633
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.30793
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.31707
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.3289
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.34231
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.3573
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.37388
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.39207
¾(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.385117
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.606094
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.84394
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.100685
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.378541
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.680282
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.008951
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.36834
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.827833
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.495285
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.951352
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.929546
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.909035
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.889805
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.87184
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.855128
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.839653
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.95124
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.129333
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.780338
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.800597
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.05908
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.054
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.32454
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.39554
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.40484
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.41691
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.43057
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.44583
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.4627
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.48119
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.385362
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.606321
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.844226
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.100989
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.378882
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.680608
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.009333
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.368717
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.905373
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.577701
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.816754
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.795317
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.775154
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.756252
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.73859
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.722162
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.70695
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.840994
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.01394
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.753914
Æ(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.766263
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.14705
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.14198
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.41473
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.48727
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.49568
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.50801
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.52194
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.53748
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.55465
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.57345
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.385619
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.606589
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.844482
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.101263
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.379183
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.680956
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.009689
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.393782
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.983723
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.664421
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.800288
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.78347
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.767881
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.753509
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.740344
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.728374
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.717592
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.7346
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.902651
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.727209
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.731598
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.53667
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.27393
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.07088
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.58413
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.58969
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.6023
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.61652
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.63236
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.64983
(337.88, 7.52, 335.97) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.66897
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.385836
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.606848
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.844775
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.101579
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.379519
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.681312
(337.88, 7.52, 335.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.010096
