¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
é(331.23, 7.36, 367.92) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.45833
(331.23, 7.36, 367.92) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.80669
(331.23, 7.36, 367.92) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 16.54716
(331.23, 7.36, 367.92) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 18.67945
(331.23, 7.36, 367.92) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.883211
(331.23, 7.36, 367.92) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.862076
(331.23, 7.36, 367.92) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.841845
(331.23, 7.36, 367.92) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.856477
(331.23, 7.36, 367.92) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.876651
(331.23, 7.36, 367.92) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.897728
(331.23, 7.36, 367.92) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.919724
(331.23, 7.36, 367.92) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.942661
(331.23, 7.36, 367.92) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.983765
(331.23, 7.36, 367.92) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.082985
(331.23, 7.36, 367.92) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.187025
(331.23, 7.36, 367.92) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.475144
(331.23, 7.36, 367.92) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.521827
(331.23, 7.36, 367.92) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.570313
(331.23, 7.36, 367.92) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.700302
(331.23, 7.36, 367.92) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.905252
(331.23, 7.36, 367.92) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 13.06138
(331.23, 7.36, 367.92) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 13.06733
(331.23, 7.36, 367.92) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 13.15613
(331.23, 7.36, 367.92) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 13.32945
(331.23, 7.36, 367.92) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.79469
(331.23, 7.36, 367.92) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.64275
(331.23, 7.36, 367.92) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.62846
(331.23, 7.36, 367.92) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.61623
(331.23, 7.36, 367.92) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.70841
(331.23, 7.36, 367.92) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.84329
(331.23, 7.36, 367.92) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 16.59257
(331.23, 7.36, 367.92) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 18.6964
(331.23, 7.36, 367.92) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.890238
(331.23, 7.36, 367.92) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.869073
(331.23, 7.36, 367.92) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.848813
(331.23, 7.36, 367.92) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.862455
(331.23, 7.36, 367.92) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.882702
(331.23, 7.36, 367.92) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.903854
(331.23, 7.36, 367.92) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.925929
(331.23, 7.36, 367.92) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.948944
é(331.23, 7.36, 367.92) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.988723
(331.23, 7.36, 367.92) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.088158
(331.23, 7.36, 367.92) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.192428
(331.23, 7.36, 367.92) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.477178
(331.23, 7.36, 367.92) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.523888
(331.23, 7.36, 367.92) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.572402
(331.23, 7.36, 367.92) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.703308
(331.23, 7.36, 367.92) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.908408
(331.23, 7.36, 367.92) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 13.098
(331.23, 7.36, 367.92) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 13.10148
(331.23, 7.36, 367.92) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 13.1908
(331.23, 7.36, 367.92) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 13.36026
(331.23, 7.36, 367.92) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.83534
(331.23, 7.36, 367.92) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.6824
(331.23, 7.36, 367.92) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.66667
(331.23, 7.36, 367.92) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.65441
(331.23, 7.36, 367.92) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.74645
(331.23, 7.36, 367.92) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.8819
(331.23, 7.36, 367.92) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 16.6405
(331.23, 7.36, 367.92) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 18.71603
(331.23, 7.36, 367.92) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.898019
(331.23, 7.36, 367.92) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.876821
(331.23, 7.36, 367.92) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.856527
(331.23, 7.36, 367.92) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.869036
(331.23, 7.36, 367.92) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.889363
(331.23, 7.36, 367.92) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.910598
(331.23, 7.36, 367.92) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.932757
(331.23, 7.36, 367.92) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.955861
(331.23, 7.36, 367.92) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.994105
(331.23, 7.36, 367.92) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.093774
(331.23, 7.36, 367.92) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.198293
(331.23, 7.36, 367.92) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.480302
(331.23, 7.36, 367.92) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.527056
(331.23, 7.36, 367.92) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.575613
(331.23, 7.36, 367.92) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.70715
(331.23, 7.36, 367.92) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.912441
(331.23, 7.36, 367.92) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 13.13679
(331.23, 7.36, 367.92) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 13.13758
(331.23, 7.36, 367.92) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 13.22745
(331.23, 7.36, 367.92) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 13.39267
(331.23, 7.36, 367.92) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.87849
(331.23, 7.36, 367.92) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.72465
(331.23, 7.36, 367.92) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.70715
(331.23, 7.36, 367.92) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.69485
(331.23, 7.36, 367.92) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.78669
(331.23, 7.36, 367.92) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.92256
(331.23, 7.36, 367.92) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 16.69098
(331.23, 7.36, 367.92) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 18.73833
(331.23, 7.36, 367.92) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.906556
(331.23, 7.36, 367.92) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.885322
(331.23, 7.36, 367.92) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.864994
í(331.23, 7.36, 367.92) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.876224
(331.23, 7.36, 367.92) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.896639
(331.23, 7.36, 367.92) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.917964
(331.23, 7.36, 367.92) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.940216
(331.23, 7.36, 367.92) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.963415
(331.23, 7.36, 367.92) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.999912
(331.23, 7.36, 367.92) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.099834
(331.23, 7.36, 367.92) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.204623
(331.23, 7.36, 367.92) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.484523
(331.23, 7.36, 367.92) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.531334
(331.23, 7.36, 367.92) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.579951
(331.23, 7.36, 367.92) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.711828
(331.23, 7.36, 367.92) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.917354
(331.23, 7.36, 367.92) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 13.17778
(331.23, 7.36, 367.92) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 13.17566
(331.23, 7.36, 367.92) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 13.26612
(331.23, 7.36, 367.92) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 13.4267
(331.23, 7.36, 367.92) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.92417
(331.23, 7.36, 367.92) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.76937
(331.23, 7.36, 367.92) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.74992
(331.23, 7.36, 367.92) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.73759
(331.23, 7.36, 367.92) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.82915
(331.23, 7.36, 367.92) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.96529
(331.23, 7.36, 367.92) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 16.74403
(331.23, 7.36, 367.92) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 18.76334
(331.23, 7.36, 367.92) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.915859
(331.23, 7.36, 367.92) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.894584
(331.23, 7.36, 367.92) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.874218
(331.23, 7.36, 367.92) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.884021
(331.23, 7.36, 367.92) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.904533
(331.23, 7.36, 367.92) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.925957
(331.23, 7.36, 367.92) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.94831
(331.23, 7.36, 367.92) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.971613
(331.23, 7.36, 367.92) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.006147
(331.23, 7.36, 367.92) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.10634
(331.23, 7.36, 367.92) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.211419
(331.23, 7.36, 367.92) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.489841
(331.23, 7.36, 367.92) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.536724
(331.23, 7.36, 367.92) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.585416
(331.23, 7.36, 367.92) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.717347
(331.23, 7.36, 367.92) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.923148
(331.23, 7.36, 367.92) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 13.22101
(331.23, 7.36, 367.92) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 13.21575
(331.23, 7.36, 367.92) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 13.30684
(331.23, 7.36, 367.92) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 13.46236
(331.23, 7.36, 367.92) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.97242
(331.23, 7.36, 367.92) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.81661
(331.23, 7.36, 367.92) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.79503
(331.23, 7.36, 367.92) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.78265
(331.23, 7.36, 367.92) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.87387
(331.23, 7.36, 367.92) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 14.01013
