¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
²(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.412618
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.131392
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.358146
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.598793
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.857208
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.141529
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.456532
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.797357
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.177283
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.612036
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.072499
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.575437
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.10762
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.84125
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.55748
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.41578
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.39913
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.67399
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.65397
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.17114
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.63624
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.107257
°(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.257981
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.408597
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.568952
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.73999
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.922779
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.129584
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.356195
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.595947
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.854127
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.138541
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.453267
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.793235
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.17357
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.606184
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.065638
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.567342
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.09478
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.82468
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.53685
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.38499
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.3518
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.61643
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.56149
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.09462
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.76487
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.10709
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.256305
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.406816
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.567056
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.737967
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.920618
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.127926
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.354406
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.593298
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.851258
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.13576
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.450159
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.789377
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.170099
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.600361
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.058766
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.559675
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08561
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.80248
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.5168
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.35498
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.31493
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.56007
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.46708
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.02014
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.89663
«(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.107018
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.254771
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.405186
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.565322
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.736119
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.918641
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.126417
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.352703
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.590845
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.848601
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.133189
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.446879
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.785783
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.166872
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.594863
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.052278
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.552435
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07926
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.78101
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.49733
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.32577
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.27891
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.50489
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.06663
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.94773
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.00178
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.107044
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.253382
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.403711
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.563751
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.734444
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.916852
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.12506
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.350613
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.588589
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.846158
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.130826
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.443841
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.782452
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.163893
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.589688
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.046172
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.543699
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07321
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.76028
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.47843
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.29735
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.24374
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.45089
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.9799
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.87728
¨(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.9697
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.107166
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.252137
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.402388
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.562343
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.732942
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.915246
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.123852
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.348705
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.586528
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.843925
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.128671
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.441043
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.779387
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.161159
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.584839
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.040447
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.534206
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.06748
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.74027
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.4601
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.26972
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.2094
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.39805
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.89499
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.80886
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.9397
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.107385
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.251035
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.401216
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.561097
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.731612
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.913826
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.122795
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.346978
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.584664
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.841906
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.126722
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.438486
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.776584
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.158669
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.580312
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.035104
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.52522
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.06206
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.72098
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.44233
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.24285
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.17588
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.34636
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.81187
ª(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.70708
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.91175
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.107699
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.250076
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.400198
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.560013
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.730456
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.912591
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.121885
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.345432
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.582995
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.840099
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.124983
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.436169
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.774046
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.156424
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.576108
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.030139
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.516742
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.05695
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.70241
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.42514
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.21677
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.14319
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.29581
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.7305
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.57292
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.88585
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.108048
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.24926
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.399332
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.55909
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.729473
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.911569
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.121128
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.344067
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.581521
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.838503
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.12345
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.434093
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.77177
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.154424
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.572228
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.025555
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.508763
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.05214
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.68455
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.4085
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.19144
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.11131
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.24637
¬(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.65087
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.43648
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.87429
(389.09, 12.43, 326.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.107415
