¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Û(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87574
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.207872
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.337608
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.476287
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.626265
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.804819
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.992167
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.632009
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.904263
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.20514
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.535902
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.901265
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.311047
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.787411
ï(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.34107
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.021891
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.84539
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82423
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00067
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21035
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21502
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34882
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44251
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53964
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6413
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74743
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85731
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97112
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08891
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21089
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33716
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46789
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.213537
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.343654
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.482753
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.631771
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.808216
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.995847
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.631729
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.903934
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.204767
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.532717
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.897661
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.306999
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.780341
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.332945
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.014478
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.836553
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80525
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96941
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16652
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10964
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29068
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38518
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48323
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58482
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69007
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79906
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91195
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02882
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14979
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27505
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40471
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.219278
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.349782
ê(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.489308
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.638796
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.81165
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.999568
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.63138
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.903548
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.202322
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.52942
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.894017
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.302916
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.773141
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.324704
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.006807
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.827361
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78599
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94312
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12353
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02009
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23539
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33276
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43005
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53084
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63525
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74342
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85539
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97135
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09142
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21571
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34439
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.225095
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.355992
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.495951
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.645918
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.815123
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.392116
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.630976
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.903123
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.199352
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.52611
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.890301
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.298717
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.765878
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.316319
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.99882
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.817852
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76641
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91911
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08138
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77362
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96622
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18187
é(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37928
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47934
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58293
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69028
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80146
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91655
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03573
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1591
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28678
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.230988
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.362283
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.50268
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.653134
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.818631
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.398897
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.630541
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.901874
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.196342
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.522736
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.886554
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.294465
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.758478
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.307838
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.990568
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.808004
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74663
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89474
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04006
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53737
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72303
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91601
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13197
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38785
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53311
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6397
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75005
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86431
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98264
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10516
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23194
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.236956
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.368655
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.509499
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.660446
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.822593
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.405832
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.630052
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.899081
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.193246
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.519356
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.882732
ó(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.29021
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.750963
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.299202
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.982
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.796744
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72647
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87009
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99956
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31074
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48991
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67608
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86951
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08576
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34188
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59151
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70114
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81466
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93214
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05384
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17976
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.243
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.375109
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.516405
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.667852
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.229424
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.412893
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.629489
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.896292
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.190163
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.515897
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.878888
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.285859
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.745267
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.290432
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.973169
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.784636
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70613
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8451
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92657
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09324
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26628
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.446
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63268
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82673
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04334
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29985
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56813
(362.08, 8.84, 320.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76744
