¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
È(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.259947
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.257517
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.488879
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.74101
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.01358
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.309116
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.631844
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.980353
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.364389
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.788637
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.259755
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.790622
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38665
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81964
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6499
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57292
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64361
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95109
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.542
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.88663
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.47466
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.02793
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.38946
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.76749
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.16302
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.57721
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.98558
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.42063
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.13928
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.656657
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.843719
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.043229
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.257811
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.489427
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.74175
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.014113
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.309698
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.632102
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.980165
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.364182
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.788406
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.259836
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.790715
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38636
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.06302
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65144
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5747
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64573
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94506
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.53472
´(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.68261
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.25756
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.87208
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.34591
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.7223
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.11609
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.51512
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.91455
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.33249
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.86991
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.657091
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.844016
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.043549
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.258156
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.490157
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.742539
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.014711
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.310349
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.631857
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.98007
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.364079
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.788184
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.26004
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.79094
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38623
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.06287
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64935
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5768
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64814
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.93937
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.52778
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.48499
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.04744
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.64824
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.29128
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.68014
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.07048
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.4502
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.84722
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.26253
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.69746
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.65756
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.844358
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.043916
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.25855
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.490934
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.743381
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.015371
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.311068
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.631705
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.980075
Ã(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.364082
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.787761
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.260363
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.791303
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38624
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.06288
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64601
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57921
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65095
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.93397
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.52126
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.35342
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.85137
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.43174
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.06029
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.64101
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.01124
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.38881
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.7835
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.19639
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.62872
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.658065
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.844742
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.044328
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.258994
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.491758
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.744275
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.016093
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.311857
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.631645
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.980172
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.364191
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.787461
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.260803
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.791799
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38641
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.06307
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.83526
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58187
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65409
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92888
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.5151
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.48928
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.99482
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.53185
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.10313
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.63516
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.00516
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.37185
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.75484
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.15522
Ÿ(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.57402
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.658607
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.84517
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.044787
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.259488
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.492629
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.74502
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.016881
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.312714
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.631676
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.980367
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.364407
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.787287
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.261365
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.792427
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38673
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.06344
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.83522
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58485
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65753
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92409
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.49919
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.62936
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.14286
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.68855
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.25283
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.65985
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.0662
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.43502
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.82034
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.22311
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.64454
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.659182
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.845642
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.045293
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.260033
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.493547
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.745801
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.017729
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.31364
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.631799
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.980659
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.364726
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.787235
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.262045
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.792467
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.3872
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.06397
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.83538
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58816
(377.36, 7.34, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66138
