¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
 (319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75268
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.50209
(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.37936
(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.3497
(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.32373
(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.30144
(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.28281
(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.26783
(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.25648
(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.24877
(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.24468
(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.24421
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.026077
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.282799
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.555986
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.850633
‘(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.179594
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.53814
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.931127
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.899012
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3856
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92416
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52351
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19432
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95018
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80807
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79008
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.925
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22881
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.76667
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.54367
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.51484
(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.46402
(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.43424
(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.40818
(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.38582
(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.36712
(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.35209
(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.34071
(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.33297
(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.32886
(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.32838
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.035819
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.293314
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.570412
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.864098
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.19427
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.554713
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.47005
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.91302
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40105
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94134
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54265
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21585
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97449
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83579
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82196
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96209
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.25884
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.80239
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.59068
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.50664
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.55131
(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.52306
(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.4969
(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.47445
(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.45569
ˆ(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.4406
(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.42918
(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.4214
(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.41728
(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.4168
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.045543
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.303807
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.582901
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.877542
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.208922
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.570745
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.482775
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.927
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41649
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95849
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56181
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23736
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99883
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86353
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8539
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99918
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.28888
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.83806
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.63818
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.41302
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.57419
(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.6162
(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.58995
(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.56741
(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.54857
(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.53343
(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.52196
(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.51416
(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.51002
(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.50954
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.055245
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.314282
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.594237
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.890961
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.223554
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.586755
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.495496
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.940977
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43196
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97564
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58098
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25888
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02318
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89131
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88583
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.03636
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.31894
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.87383
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.64654
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.29231
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.599
(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.71376
(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.6874
(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.66478
(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.64587
(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.63066
(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.61914
(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.61131
(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.60715
(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.60667
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.064926
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.324732
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.605552
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.904356
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.238157
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.101158
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.508207
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.954985
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44739
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9928
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60012
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28039
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04752
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91909
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91782
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07352
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.36102
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.90956
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.61486
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.21415
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.62567
(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.81582
(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.78935
(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.76663
(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.74764
(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.73237
(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.72081
(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.71294
(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.70876
(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.70828
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.074582
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.335156
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.616839
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.91772
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.252733
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.112724
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.520881
£(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.968899
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4628
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00992
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61926
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30191
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07186
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94686
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94979
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.11071
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.4065
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.94533
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.65023
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.13735
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.65419
(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.92246
(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.89587
(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.87306
(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.85398
(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.83864
(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.82703
(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.81913
(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.81493
(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.81445
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.084212
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.345554
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.628098
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.931833
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.267274
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.124287
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.533592
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.982862
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4782
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02703
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63835
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3234
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0962
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97461
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98175
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14792
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.45212
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.95484
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.68681
(319.24, 7.00, 369.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.06184
(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.98414
(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.96498
(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.94957
(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.93791
(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.92997
(319.24, 7.00, 369.80) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.92576
