¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
°(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2136
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27129
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05504
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.958
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00376
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28022
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.8155
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.64793
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.86564
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.82325
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.814614
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.015998
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.232794
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.466801
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.720016
’(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.479278
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.801402
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.153825
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.540926
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.96804
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.441593
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.989607
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59739
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2857
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07158
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97578
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01678
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29575
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83437
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.66199
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.89509
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.92095
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.816963
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.018523
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.235515
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.469332
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.722837
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.998553
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.80384
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.156544
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.543885
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.971315
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.446391
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.997536
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61006
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30012
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08811
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98268
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02974
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31122
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85311
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.67608
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.92433
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.96882
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.819315
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.021052
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.238241
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.471556
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.725662
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.001627
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.302343
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.159213
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.546874
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.974564
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.452088
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0039
…(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62273
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31452
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10464
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98956
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0426
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32656
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87175
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.69019
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.95338
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.05499
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.821673
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.023587
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.240974
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.474166
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.728493
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.004706
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.305706
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.634918
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.54979
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.977847
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.457711
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01027
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63304
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32893
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1125
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99646
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05536
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34179
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.89024
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.70431
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.98318
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.16491
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.824036
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.026127
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.243712
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.476783
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.731329
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.007792
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.308995
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.638546
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.000519
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.981144
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.463307
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01654
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64015
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34331
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11847
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00335
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.068
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35689
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.90854
ï(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.73569
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.03322
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.27664
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.826404
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.028673
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.246457
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.479402
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.734169
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.010882
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.31227
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.642181
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.004519
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.404361
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.468873
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02278
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6472
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35316
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12447
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01025
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08058
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37185
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.92675
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.77543
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.08335
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.38822
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.828774
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.031222
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.249207
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.482027
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.737015
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.013978
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.31559
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.645821
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.008525
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.408808
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.922114
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02897
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65421
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35841
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13045
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01716
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09299
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38673
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.94479
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.81512
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.13353
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.45648
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.831148
(393.25, 13.87, 249.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.033776
